tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,123,1,3.2254,11.40,11.49,1.0,G,0.0591,above_bound,0.0000
10,0.0,123,2,2.2804,13.97,18.61,1.0,G,0.0680,above_bound,0.3000
10,0.0,123,3,2.1172,19.53,23.51,1.0,G,0.0793,above_bound,0.3000
10,0.0,123,4,1.9743,24.72,26.59,1.0,G,0.0635,above_bound,0.3000
10,0.0,123,5,1.9039,27.73,27.42,1.0,G,0.0653,above_bound,0.3000
10,0.0,123,6,1.7793,31.82,32.36,1.0,G,0.0697,above_bound,0.3000
10,0.0,123,7,1.6959,35.97,38.86,1.0,G,0.0633,above_bound,0.3000
10,0.0,123,8,1.5904,40.26,46.28,1.0,G,0.0543,above_bound,0.3000
10,0.0,123,9,1.5200,43.54,47.00,1.0,G,0.0528,above_bound,0.3000
10,0.0,123,10,1.4418,46.65,43.43,1.0,G,0.0513,above_bound,0.3000
10,0.0,123,11,1.3577,50.28,51.88,1.0,G,0.0439,above_bound,0.3000
10,0.0,123,12,1.2923,52.92,55.62,1.0,G,0.0448,above_bound,0.3000
10,0.0,123,13,1.1919,56.57,55.37,1.0,G,0.0358,above_bound,0.3000
10,0.0,123,14,1.1281,58.96,59.42,1.0,G,0.0366,above_bound,0.3000
10,0.0,123,15,1.0649,61.64,62.13,1.0,G,0.0350,above_bound,0.3000
10,0.0,123,16,0.9836,64.86,54.35,1.0,G,0.0325,above_bound,0.3000
10,0.0,123,17,0.9345,66.63,52.20,1.0,G,0.0329,above_bound,0.3000
10,0.0,123,18,0.8773,69.01,63.06,1.0,G,0.0270,above_bound,0.3000
10,0.0,123,19,0.8411,70.39,68.91,1.0,G,0.0284,above_bound,0.3000
10,0.0,123,20,0.7970,71.99,69.43,1.0,G,0.0230,above_bound,0.3000
10,0.0,123,21,0.7655,73.00,71.40,1.0,G,0.0266,above_bound,0.3000
10,0.0,123,22,0.7345,74.55,68.51,1.0,G,0.0241,above_bound,0.3000
10,0.0,123,23,0.7128,75.09,70.64,1.0,G,0.0221,above_bound,0.3000
10,0.0,123,24,0.6859,75.85,72.58,1.0,G,0.0236,above_bound,0.3000
10,0.0,123,25,0.6585,77.07,74.74,1.0,G,0.0225,above_bound,0.3000
10,0.0,123,26,0.6264,78.22,71.26,1.0,G,0.0216,above_bound,0.3000
10,0.0,123,27,0.6342,77.94,72.32,1.0,G,0.0187,above_bound,0.3000
10,0.0,123,28,0.6024,78.96,74.74,1.0,G,0.0222,above_bound,0.3000
10,0.0,123,29,0.5709,80.24,76.36,1.0,G,0.0173,above_bound,0.3000
10,0.0,123,30,0.5647,80.41,75.29,1.0,G,0.0182,above_bound,0.3000
10,0.0,123,31,1.0581,64.43,59.70,1.0,G,0.1818,above_bound,0.9500
10,0.0,123,32,0.6989,75.77,71.02,1.0,G,0.0896,above_bound,0.9500
10,0.0,123,33,0.6156,78.68,72.50,1.0,G,0.0698,above_bound,0.9500
10,0.0,123,34,0.6205,78.18,75.39,1.0,G,0.0752,above_bound,0.9500
10,0.0,123,35,0.5727,80.25,77.28,1.0,G,0.0600,above_bound,0.9500
10,0.0,123,36,0.5521,81.18,77.92,1.0,G,0.0589,above_bound,0.9500
10,0.0,123,37,0.5379,81.50,78.25,1.0,G,0.0572,above_bound,0.9500
10,0.0,123,38,0.5292,81.59,77.87,1.0,G,0.0540,above_bound,0.9500
10,0.0,123,39,0.5277,81.71,76.80,1.0,G,0.0592,above_bound,0.9500
10,0.0,123,40,0.5295,81.71,78.55,1.0,G,0.0618,above_bound,0.9500
10,0.0,123,41,0.4125,85.97,84.62,1.0,G,0.0160,above_bound,0.9500
10,0.0,123,42,0.3828,86.90,84.75,1.0,G,0.0042,above_bound,0.9500
10,0.0,123,43,0.3726,87.33,84.90,1.0,G,0.0019,above_bound,0.9500
10,0.0,123,44,0.3663,87.38,85.14,1.0,G,0.0012,above_bound,0.9500
10,0.0,123,45,0.3625,87.49,85.11,1.0,G,0.0000,above_bound,0.9500
10,0.0,123,46,0.3583,87.73,85.31,1.0,G,0.0026,above_bound,0.9500
10,0.0,123,47,0.3515,87.92,85.44,1.0,G,0.0015,above_bound,0.9500
10,0.0,123,48,0.3539,87.82,85.48,1.0,G,0.0034,above_bound,0.9500
10,0.0,123,49,0.3504,87.98,85.54,1.0,G,0.0004,above_bound,0.9500
10,0.0,123,50,0.3448,87.99,85.53,1.0,G,0.0033,above_bound,0.9500
