tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,456,1,4.3470,10.93,14.33,1.0,H,0.1054,above_bound,0.0000,0.7
20,0.0,456,2,2.2568,15.94,16.72,1.0,H,0.1001,above_bound,0.2858,0.7
20,0.0,456,3,2.1803,17.06,16.48,1.0,H,0.0518,above_bound,0.2858,0.7
20,0.0,456,4,2.1474,17.87,18.50,1.0,H,0.0818,above_bound,0.2858,0.7
20,0.0,456,5,2.1193,19.43,16.64,1.0,H,0.0614,above_bound,0.2858,0.7
20,0.0,456,6,2.0846,20.81,20.46,1.0,H,0.0692,above_bound,0.2858,0.7
20,0.0,456,7,2.0433,22.13,23.63,1.0,H,0.0320,above_bound,0.2858,0.7
20,0.0,456,8,2.0415,22.81,20.37,1.0,H,0.0551,above_bound,0.2858,0.7
20,0.0,456,9,1.9993,24.26,26.71,1.0,H,0.0515,above_bound,0.2858,0.7
20,0.0,456,10,2.0019,24.93,23.24,1.0,H,0.0553,above_bound,0.2858,0.7
20,0.0,456,11,1.9432,27.23,23.62,1.0,H,0.0376,above_bound,0.2858,0.7
20,0.0,456,12,1.9243,28.03,27.60,1.0,H,0.0565,above_bound,0.2858,0.7
20,0.0,456,13,1.8826,29.51,23.99,1.0,H,0.0277,above_bound,0.2858,0.7
20,0.0,456,14,1.8608,30.42,29.57,1.0,H,0.0427,above_bound,0.2858,0.7
20,0.0,456,15,1.8189,32.00,31.96,1.0,H,0.0422,above_bound,0.2858,0.7
20,0.0,456,16,1.8027,33.43,33.63,1.0,H,0.0520,above_bound,0.2858,0.7
20,0.0,456,17,1.7376,35.89,33.85,1.0,H,0.0342,above_bound,0.2858,0.7
20,0.0,456,18,1.7109,36.29,36.40,1.0,H,0.0328,above_bound,0.2858,0.7
20,0.0,456,19,1.6921,37.61,35.00,1.0,H,0.0371,above_bound,0.2858,0.7
20,0.0,456,20,1.6445,39.48,40.37,1.0,H,0.0357,above_bound,0.2858,0.7
20,0.0,456,21,1.6408,39.47,37.17,1.0,H,0.0290,above_bound,0.2858,0.7
20,0.0,456,22,1.6321,40.48,38.82,1.0,H,0.0329,above_bound,0.2858,0.7
20,0.0,456,23,1.6063,41.06,39.28,1.0,H,0.0252,above_bound,0.2858,0.7
20,0.0,456,24,1.5743,42.01,38.26,1.0,H,0.0267,above_bound,0.2858,0.7
20,0.0,456,25,1.5587,43.13,43.04,1.0,H,0.0307,above_bound,0.2858,0.7
20,0.0,456,26,1.5131,44.35,44.10,1.0,H,0.0279,above_bound,0.2858,0.7
20,0.0,456,27,1.5106,44.99,44.23,1.0,H,0.0289,above_bound,0.2858,0.7
20,0.0,456,28,1.4636,46.31,40.11,1.0,H,0.0249,above_bound,0.2858,0.7
20,0.0,456,29,1.4474,47.67,48.98,1.0,H,0.0248,above_bound,0.2858,0.7
20,0.0,456,30,1.4027,49.05,49.46,1.0,H,0.0237,above_bound,0.2858,0.7
20,0.0,456,31,2.0993,28.64,18.04,1.0,H,0.2352,above_bound,0.9500,0.7
20,0.0,456,32,2.0115,27.04,34.57,1.0,H,0.2869,above_bound,0.9500,0.7
20,0.0,456,33,1.7419,35.02,37.73,1.0,H,0.2664,above_bound,0.9500,0.7
20,0.0,456,34,1.6215,38.78,41.86,1.0,H,0.2308,above_bound,0.9500,0.7
20,0.0,456,35,1.5794,41.07,43.23,1.0,H,0.2217,above_bound,0.9500,0.7
20,0.0,456,36,1.5162,44.16,43.53,1.0,H,0.2064,above_bound,0.9500,0.7
20,0.0,456,37,1.4827,45.83,47.48,1.0,H,0.2026,above_bound,0.9500,0.7
20,0.0,456,38,1.4609,46.23,47.73,1.0,H,0.1950,above_bound,0.9500,0.7
20,0.0,456,39,1.4317,47.71,50.88,1.0,H,0.1744,above_bound,0.9500,0.7
20,0.0,456,40,1.4334,48.06,44.37,1.0,H,0.1864,above_bound,0.9500,0.7
20,0.0,456,41,1.2653,54.68,59.46,1.0,H,0.1245,above_bound,0.9500,0.7
20,0.0,456,42,1.1466,59.24,60.58,1.0,H,0.0139,above_bound,0.9500,0.7
20,0.0,456,43,1.1176,60.21,61.34,1.0,H,0.0078,above_bound,0.9500,0.7
20,0.0,456,44,1.1030,60.99,61.70,1.0,H,0.0023,above_bound,0.9500,0.7
20,0.0,456,45,1.0897,61.13,62.43,1.0,H,0.0039,above_bound,0.9500,0.7
20,0.0,456,46,1.0803,61.52,62.37,1.0,H,0.0044,above_bound,0.9500,0.7
20,0.0,456,47,1.0716,61.74,62.73,1.0,H,0.0024,above_bound,0.9500,0.7
20,0.0,456,48,1.0617,62.17,63.27,1.0,H,0.0040,above_bound,0.9500,0.7
20,0.0,456,49,1.0533,62.32,63.42,1.0,H,0.0032,above_bound,0.9500,0.7
20,0.0,456,50,1.0435,62.86,63.84,1.0,H,0.0049,above_bound,0.9500,0.7
