tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,456,1,2.5256,19.03,26.18,1.0,H,0.1006,above_bound,0.0000,0.5
5,0.0,456,2,2.2507,16.34,21.77,1.0,H,0.2279,above_bound,0.7929,0.5
5,0.0,456,3,1.9637,23.69,30.41,1.0,H,0.2655,above_bound,0.7929,0.5
5,0.0,456,4,1.8221,29.70,35.02,1.0,H,0.2532,above_bound,0.7929,0.5
5,0.0,456,5,1.6978,35.35,35.81,1.0,H,0.2185,above_bound,0.7929,0.5
5,0.0,456,6,1.6100,38.99,42.01,1.0,H,0.2219,above_bound,0.7929,0.5
5,0.0,456,7,1.5331,42.69,33.35,1.0,H,0.2231,above_bound,0.7929,0.5
5,0.0,456,8,1.4372,46.71,41.91,1.0,H,0.2230,above_bound,0.7929,0.5
5,0.0,456,9,1.3169,51.71,47.03,1.0,H,0.1871,above_bound,0.7929,0.5
5,0.0,456,10,1.2132,55.80,42.99,1.0,H,0.1689,above_bound,0.7929,0.5
5,0.0,456,11,1.1299,59.39,52.55,1.0,H,0.1593,above_bound,0.7929,0.5
5,0.0,456,12,1.0335,63.12,58.99,1.0,H,0.1377,above_bound,0.7929,0.5
5,0.0,456,13,0.9315,66.78,59.74,1.0,H,0.1147,above_bound,0.7929,0.5
5,0.0,456,14,0.8584,69.56,67.31,1.0,H,0.1081,above_bound,0.7929,0.5
5,0.0,456,15,0.8061,71.87,68.63,1.0,H,0.0996,above_bound,0.7929,0.5
5,0.0,456,16,0.7667,73.50,68.55,1.0,H,0.0941,above_bound,0.7929,0.5
5,0.0,456,17,0.7262,74.71,67.05,1.0,H,0.0898,above_bound,0.7929,0.5
5,0.0,456,18,0.6611,76.98,69.45,1.0,H,0.0717,above_bound,0.7929,0.5
5,0.0,456,19,0.6412,77.59,71.14,1.0,H,0.0730,above_bound,0.7929,0.5
5,0.0,456,20,0.6152,78.66,76.11,1.0,H,0.0674,above_bound,0.7929,0.5
5,0.0,456,21,0.5831,79.83,75.32,1.0,H,0.0657,above_bound,0.7929,0.5
5,0.0,456,22,0.5756,79.98,75.16,1.0,H,0.0691,above_bound,0.7929,0.5
5,0.0,456,23,0.5577,80.55,74.77,1.0,H,0.0668,above_bound,0.7929,0.5
5,0.0,456,24,0.5297,81.58,79.03,1.0,H,0.0607,above_bound,0.7929,0.5
5,0.0,456,25,0.5138,82.17,79.22,1.0,H,0.0560,above_bound,0.7929,0.5
5,0.0,456,26,0.5043,82.52,71.79,1.0,H,0.0567,above_bound,0.7929,0.5
5,0.0,456,27,0.4961,82.92,79.42,1.0,H,0.0600,above_bound,0.7929,0.5
5,0.0,456,28,0.4740,83.53,77.67,1.0,H,0.0502,above_bound,0.7929,0.5
5,0.0,456,29,0.4515,84.47,71.50,1.0,H,0.0435,above_bound,0.7929,0.5
5,0.0,456,30,0.4624,83.98,74.68,1.0,H,0.0530,above_bound,0.7929,0.5
5,0.0,456,31,0.3429,88.18,86.52,1.0,H,0.0158,above_bound,0.9500,0.5
5,0.0,456,32,0.3230,88.79,86.74,1.0,H,0.0147,above_bound,0.9500,0.5
5,0.0,456,33,0.3118,89.19,87.11,1.0,H,0.0096,above_bound,0.9500,0.5
5,0.0,456,34,0.3055,89.41,86.68,1.0,H,0.0129,above_bound,0.9500,0.5
5,0.0,456,35,0.3000,89.62,86.34,1.0,H,0.0172,above_bound,0.9500,0.5
5,0.0,456,36,0.2894,89.98,86.69,1.0,H,0.0140,above_bound,0.9500,0.5
5,0.0,456,37,0.2891,90.02,86.43,1.0,H,0.0204,above_bound,0.9500,0.5
5,0.0,456,38,0.2906,89.91,86.18,1.0,H,0.0226,above_bound,0.9500,0.5
5,0.0,456,39,0.2813,90.15,86.25,1.0,H,0.0207,above_bound,0.9500,0.5
5,0.0,456,40,0.2786,90.33,86.96,1.0,H,0.0220,above_bound,0.9500,0.5
5,0.0,456,41,0.2371,91.72,88.08,1.0,H,0.0055,above_bound,0.9500,0.5
5,0.0,456,42,0.2253,92.16,88.27,1.0,H,0.0010,above_bound,0.9500,0.5
5,0.0,456,43,0.2190,92.47,88.39,1.0,H,-0.0002,above_bound,0.9500,0.5
5,0.0,456,44,0.2148,92.69,88.34,1.0,H,0.0033,above_bound,0.9500,0.5
5,0.0,456,45,0.2143,92.67,88.56,1.0,H,-0.0007,above_bound,0.9500,0.5
5,0.0,456,46,0.2107,92.77,88.49,1.0,H,0.0041,above_bound,0.9500,0.5
5,0.0,456,47,0.2108,92.70,88.54,1.0,H,0.0017,above_bound,0.9500,0.5
5,0.0,456,48,0.2060,92.83,88.35,1.0,H,-0.0005,above_bound,0.9500,0.5
5,0.0,456,49,0.2036,92.94,88.38,1.0,H,0.0017,above_bound,0.9500,0.5
5,0.0,456,50,0.2015,92.97,88.61,1.0,H,0.0011,above_bound,0.9500,0.5
