tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,42,1,4.3672,10.80,10.66,1.0,H,0.0665,above_bound,0.0000,0.7
20,0.0,42,2,2.3006,10.72,10.06,1.0,H,0.0373,above_bound,0.2858,0.7
20,0.0,42,3,2.2962,11.26,10.80,1.0,H,0.0057,above_bound,0.2858,0.7
20,0.0,42,4,2.2935,10.99,10.88,1.0,H,0.0419,above_bound,0.2858,0.7
20,0.0,42,5,2.2844,11.75,10.92,1.0,H,0.0463,above_bound,0.2858,0.7
20,0.0,42,6,2.2334,13.43,16.44,1.0,H,0.0699,above_bound,0.2858,0.7
20,0.0,42,7,2.1495,15.88,18.76,1.0,H,0.0778,above_bound,0.2858,0.7
20,0.0,42,8,2.0983,18.94,19.66,1.0,H,0.0345,above_bound,0.2858,0.7
20,0.0,42,9,2.0706,19.87,15.97,1.0,H,0.0259,above_bound,0.2858,0.7
20,0.0,42,10,2.0574,20.25,19.27,1.0,H,0.0579,above_bound,0.2858,0.7
20,0.0,42,11,2.0192,21.32,20.67,1.0,H,0.0441,above_bound,0.2858,0.7
20,0.0,42,12,2.0129,22.43,24.67,1.0,H,0.0474,above_bound,0.2858,0.7
20,0.0,42,13,2.0186,22.39,23.49,1.0,H,0.0588,above_bound,0.2858,0.7
20,0.0,42,14,1.9432,25.33,28.68,1.0,H,0.0509,above_bound,0.2858,0.7
20,0.0,42,15,1.9502,25.68,21.93,1.0,H,0.0365,above_bound,0.2858,0.7
20,0.0,42,16,1.9244,27.05,27.18,1.0,H,0.0670,above_bound,0.2858,0.7
20,0.0,42,17,1.8961,27.93,28.81,1.0,H,0.0455,above_bound,0.2858,0.7
20,0.0,42,18,1.8826,27.83,25.94,1.0,H,0.0336,above_bound,0.2858,0.7
20,0.0,42,19,1.8438,29.96,25.73,1.0,H,0.0272,above_bound,0.2858,0.7
20,0.0,42,20,1.8463,30.06,27.70,1.0,H,0.0624,above_bound,0.2858,0.7
20,0.0,42,21,1.8381,30.70,32.41,1.0,H,0.0327,above_bound,0.2858,0.7
20,0.0,42,22,1.7507,33.88,25.03,1.0,H,0.0479,above_bound,0.2858,0.7
20,0.0,42,23,1.7055,35.56,33.32,1.0,H,0.0392,above_bound,0.2858,0.7
20,0.0,42,24,1.7095,35.63,37.94,1.0,H,0.0433,above_bound,0.2858,0.7
20,0.0,42,25,1.6518,38.56,33.42,1.0,H,0.0254,above_bound,0.2858,0.7
20,0.0,42,26,1.6068,40.25,35.48,1.0,H,0.0283,above_bound,0.2858,0.7
20,0.0,42,27,1.6023,40.34,36.85,1.0,H,0.0475,above_bound,0.2858,0.7
20,0.0,42,28,1.5529,42.88,42.55,1.0,H,0.0332,above_bound,0.2858,0.7
20,0.0,42,29,1.4912,44.21,39.53,1.0,H,0.0334,above_bound,0.2858,0.7
20,0.0,42,30,1.4827,45.66,43.72,1.0,H,0.0366,above_bound,0.2858,0.7
20,0.0,42,31,2.1382,27.70,25.86,1.0,H,0.2746,above_bound,0.9500,0.7
20,0.0,42,32,1.8411,32.53,34.10,1.0,H,0.3145,above_bound,0.9500,0.7
20,0.0,42,33,1.7849,34.80,34.33,1.0,H,0.3208,above_bound,0.9500,0.7
20,0.0,42,34,1.5928,40.01,38.39,1.0,H,0.2623,above_bound,0.9500,0.7
20,0.0,42,35,1.6357,39.02,42.43,1.0,H,0.3010,above_bound,0.9500,0.7
20,0.0,42,36,1.5855,40.76,43.52,1.0,H,0.2948,above_bound,0.9500,0.7
20,0.0,42,37,1.4538,45.55,42.04,1.0,H,0.2385,above_bound,0.9500,0.7
20,0.0,42,38,1.5089,43.88,34.90,1.0,H,0.2656,above_bound,0.9500,0.7
20,0.0,42,39,1.4483,47.33,48.96,1.0,H,0.2595,above_bound,0.9500,0.7
20,0.0,42,40,1.4068,48.35,50.40,1.0,H,0.2346,above_bound,0.9500,0.7
20,0.0,42,41,1.2028,56.59,59.57,1.0,H,0.1274,above_bound,0.9500,0.7
20,0.0,42,42,1.1250,60.09,60.28,1.0,H,0.0195,above_bound,0.9500,0.7
20,0.0,42,43,1.1058,60.52,60.84,1.0,H,0.0094,above_bound,0.9500,0.7
20,0.0,42,44,1.0875,61.36,61.54,1.0,H,0.0093,above_bound,0.9500,0.7
20,0.0,42,45,1.0785,61.31,61.70,1.0,H,0.0021,above_bound,0.9500,0.7
20,0.0,42,46,1.0663,61.93,62.30,1.0,H,0.0045,above_bound,0.9500,0.7
20,0.0,42,47,1.0614,62.07,62.59,1.0,H,0.0028,above_bound,0.9500,0.7
20,0.0,42,48,1.0532,62.28,62.75,1.0,H,0.0048,above_bound,0.9500,0.7
20,0.0,42,49,1.0448,62.59,62.93,1.0,H,0.0004,above_bound,0.9500,0.7
20,0.0,42,50,1.0361,62.88,63.26,1.0,H,0.0050,above_bound,0.9500,0.7
