tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,-0.5,456,1,4.2401,10.52,11.75,1.0,F,0.1101
20,-0.5,456,2,2.3169,12.81,14.78,1.0,F,0.0222
20,-0.5,456,3,2.2699,15.96,16.39,1.0,F,0.0511
20,-0.5,456,4,2.1710,19.17,19.53,1.0,F,0.0400
20,-0.5,456,5,2.0887,21.19,22.48,1.0,F,0.0574
20,-0.5,456,6,2.0235,21.81,21.91,1.0,F,0.0261
20,-0.5,456,7,1.9722,23.23,21.67,1.0,F,0.0209
20,-0.5,456,8,1.9475,24.41,26.82,1.0,F,0.0342
20,-0.5,456,9,1.9365,24.95,27.07,1.0,F,0.0421
20,-0.5,456,10,1.8789,27.14,29.56,1.0,F,0.0307
20,-0.5,456,11,1.8327,28.98,32.40,1.0,F,0.0158
20,-0.5,456,12,1.8001,30.78,34.60,1.0,F,0.0208
20,-0.5,456,13,1.7598,32.83,32.68,1.0,F,0.0205
20,-0.5,456,14,1.7049,35.94,37.70,1.0,F,0.0168
20,-0.5,456,15,1.6383,38.26,38.62,1.0,F,0.0126
20,-0.5,456,16,1.6118,40.11,36.52,1.0,F,0.0207
20,-0.5,456,17,1.5493,42.89,38.16,1.0,F,0.0179
20,-0.5,456,18,1.5187,44.36,46.77,1.0,F,0.0205
20,-0.5,456,19,1.4366,47.15,46.63,1.0,F,0.0156
20,-0.5,456,20,1.4320,47.68,41.37,1.0,F,0.0098
20,-0.5,456,21,1.3932,49.02,48.89,1.0,F,0.0216
20,-0.5,456,22,1.3223,51.47,44.36,1.0,F,0.0161
20,-0.5,456,23,1.2968,52.43,48.67,1.0,F,0.0078
20,-0.5,456,24,1.2480,54.46,53.66,1.0,F,0.0150
20,-0.5,456,25,1.2502,54.34,48.27,1.0,F,0.0154
20,-0.5,456,26,1.2000,56.21,53.60,1.0,F,0.0153
20,-0.5,456,27,1.1639,57.96,46.52,1.0,F,0.0164
20,-0.5,456,28,1.1368,58.74,58.26,1.0,F,0.0133
20,-0.5,456,29,1.1057,59.77,63.01,1.0,F,0.0089
20,-0.5,456,30,1.0799,60.91,57.34,1.0,F,0.0083
20,-0.5,456,31,0.9678,65.33,67.24,1.0,F,0.0498
20,-0.5,456,32,0.9222,67.15,67.81,1.0,F,0.0073
20,-0.5,456,33,0.9068,67.68,68.02,1.0,F,0.0049
20,-0.5,456,34,0.9054,67.81,68.09,1.0,F,-0.0024
20,-0.5,456,35,0.8950,68.00,68.30,1.0,F,0.0050
20,-0.5,456,36,0.8876,68.20,68.60,1.0,F,0.0062
20,-0.5,456,37,0.8824,68.59,68.72,1.0,F,0.0023
20,-0.5,456,38,0.8759,68.84,68.62,1.0,F,-0.0001
20,-0.5,456,39,0.8681,68.92,68.90,1.0,F,0.0018
20,-0.5,456,40,0.8676,68.97,69.01,1.0,F,0.0018
20,-0.5,456,41,0.8592,69.40,69.02,1.0,F,0.0026
20,-0.5,456,42,0.8588,69.31,68.82,1.0,F,-0.0005
20,-0.5,456,43,0.8566,69.24,69.08,1.0,F,-0.0038
20,-0.5,456,44,0.8601,69.25,69.14,1.0,F,-0.0014
20,-0.5,456,45,0.8599,69.27,69.19,1.0,F,0.0031
20,-0.5,456,46,0.8568,69.24,69.24,1.0,F,0.0008
20,-0.5,456,47,0.8605,69.35,69.14,1.0,F,-0.0011
20,-0.5,456,48,0.8565,69.25,69.34,1.0,F,0.0009
20,-0.5,456,49,0.8566,69.35,69.18,1.0,F,-0.0011
20,-0.5,456,50,0.8550,69.48,69.15,1.0,F,0.0026
