tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,123,1,2.3722,22.53,28.58,1.0,G,0.1022,below_bound,0.0000
5,0.0,123,2,1.7614,33.01,37.99,1.0,G,0.0765,below_bound,-0.0071
5,0.0,123,3,1.6100,39.84,43.60,1.0,G,0.0782,below_bound,-0.0071
5,0.0,123,4,1.4699,45.35,48.24,1.0,G,0.0653,below_bound,-0.0071
5,0.0,123,5,1.3453,50.52,52.21,1.0,G,0.0662,below_bound,-0.0071
5,0.0,123,6,1.2337,54.98,57.10,1.0,G,0.0603,below_bound,-0.0071
5,0.0,123,7,1.1354,58.80,60.78,1.0,G,0.0528,below_bound,-0.0071
5,0.0,123,8,1.0556,62.16,59.52,1.0,G,0.0554,below_bound,-0.0071
5,0.0,123,9,0.9767,65.14,65.39,1.0,G,0.0477,below_bound,-0.0071
5,0.0,123,10,0.9290,66.71,64.56,1.0,G,0.0421,below_bound,-0.0071
5,0.0,123,11,0.8584,69.53,65.05,1.0,G,0.0426,below_bound,-0.0071
5,0.0,123,12,0.8181,71.19,70.10,1.0,G,0.0416,below_bound,-0.0071
5,0.0,123,13,0.7599,73.08,71.01,1.0,G,0.0422,below_bound,-0.0071
5,0.0,123,14,0.7324,74.19,70.09,1.0,G,0.0396,below_bound,-0.0071
5,0.0,123,15,0.7022,75.28,74.75,1.0,G,0.0418,below_bound,-0.0071
5,0.0,123,16,0.6747,76.42,76.43,1.0,G,0.0350,below_bound,-0.0071
5,0.0,123,17,0.6354,77.92,74.31,1.0,G,0.0337,below_bound,-0.0071
5,0.0,123,18,0.6141,78.56,73.85,1.0,G,0.0313,below_bound,-0.0071
5,0.0,123,19,0.5947,79.27,71.69,1.0,G,0.0307,below_bound,-0.0071
5,0.0,123,20,0.5766,79.86,74.53,1.0,G,0.0299,below_bound,-0.0071
5,0.0,123,21,0.5613,80.36,77.21,1.0,G,0.0314,below_bound,-0.0071
5,0.0,123,22,0.5359,81.20,79.63,1.0,G,0.0295,below_bound,-0.0071
5,0.0,123,23,0.5251,81.70,74.35,1.0,G,0.0271,below_bound,-0.0071
5,0.0,123,24,0.5107,82.28,78.57,1.0,G,0.0263,below_bound,-0.0071
5,0.0,123,25,0.4934,82.79,75.21,1.0,G,0.0275,below_bound,-0.0071
5,0.0,123,26,0.4818,83.20,80.24,1.0,G,0.0242,below_bound,-0.0071
5,0.0,123,27,0.4719,83.51,81.07,1.0,G,0.0217,below_bound,-0.0071
5,0.0,123,28,0.4591,83.93,82.08,1.0,G,0.0240,below_bound,-0.0071
5,0.0,123,29,0.4508,84.38,81.60,1.0,G,0.0275,below_bound,-0.0071
5,0.0,123,30,0.4398,84.65,81.78,1.0,G,0.0235,below_bound,-0.0071
5,0.0,123,31,0.3668,87.40,84.92,1.0,G,0.0091,below_bound,0.4764
5,0.0,123,32,0.3500,87.89,84.90,1.0,G,0.0051,below_bound,0.4764
5,0.0,123,33,0.3465,88.15,85.22,1.0,G,0.0032,below_bound,0.4764
5,0.0,123,34,0.3416,88.21,85.22,1.0,G,0.0044,below_bound,0.4764
5,0.0,123,35,0.3364,88.29,85.21,1.0,G,0.0037,below_bound,0.4764
5,0.0,123,36,0.3342,88.45,85.44,1.0,G,0.0035,below_bound,0.4764
5,0.0,123,37,0.3283,88.57,85.42,1.0,G,0.0074,below_bound,0.4764
5,0.0,123,38,0.3273,88.73,85.54,1.0,G,0.0036,below_bound,0.4764
5,0.0,123,39,0.3243,88.64,85.60,1.0,G,0.0065,below_bound,0.4764
5,0.0,123,40,0.3219,88.90,85.42,1.0,G,0.0056,below_bound,0.4764
5,0.0,123,41,0.3129,89.24,85.72,1.0,G,0.0025,below_bound,0.6293
5,0.0,123,42,0.3131,89.05,85.71,1.0,G,-0.0022,below_bound,0.6293
5,0.0,123,43,0.3088,89.34,85.62,1.0,G,0.0047,below_bound,0.6293
5,0.0,123,44,0.3059,89.29,85.74,1.0,G,-0.0006,below_bound,0.6293
5,0.0,123,45,0.3039,89.58,85.66,1.0,G,0.0002,below_bound,0.6293
5,0.0,123,46,0.3050,89.45,85.70,1.0,G,-0.0002,below_bound,0.6293
5,0.0,123,47,0.3045,89.42,85.76,1.0,G,-0.0020,below_bound,0.6293
5,0.0,123,48,0.3074,89.25,85.85,1.0,G,-0.0008,below_bound,0.6293
5,0.0,123,49,0.3052,89.49,85.75,1.0,G,-0.0000,below_bound,0.6293
5,0.0,123,50,0.3070,89.32,85.79,1.0,G,0.0003,below_bound,0.6293
