tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
2,0.4,42,1,2.1432,24.38,33.21,1.0,B,0.2400
2,0.4,42,2,1.6523,37.83,43.74,1.0,B,0.2228
2,0.4,42,3,1.4314,47.03,51.53,1.0,B,0.1792
2,0.4,42,4,1.2553,54.19,53.39,1.0,B,0.1628
2,0.4,42,5,1.1058,59.65,60.96,1.0,B,0.1370
2,0.4,42,6,0.9839,64.73,62.64,1.0,B,0.1165
2,0.4,42,7,0.8903,68.47,65.48,1.0,B,0.1026
2,0.4,42,8,0.8042,71.56,68.34,1.0,B,0.0866
2,0.4,42,9,0.7423,73.84,69.80,1.0,B,0.0807
2,0.4,42,10,0.6928,75.48,69.20,1.0,B,0.0707
2,0.4,42,11,0.6609,76.82,71.75,1.0,B,0.0757
2,0.4,42,12,0.6216,78.04,72.55,1.0,B,0.0625
2,0.4,42,13,0.5923,79.37,76.99,1.0,B,0.0613
2,0.4,42,14,0.5687,80.08,78.50,1.0,B,0.0563
2,0.4,42,15,0.5421,81.18,76.56,1.0,B,0.0560
2,0.4,42,16,0.5211,81.82,76.07,1.0,B,0.0512
2,0.4,42,17,0.5012,82.39,79.81,1.0,B,0.0494
2,0.4,42,18,0.4919,82.85,78.10,1.0,B,0.0521
2,0.4,42,19,0.4806,83.31,78.72,1.0,B,0.0484
2,0.4,42,20,0.4591,84.02,78.39,1.0,B,0.0446
2,0.4,42,21,0.4520,84.24,82.36,1.0,B,0.0435
2,0.4,42,22,0.4365,84.73,78.87,1.0,B,0.0415
2,0.4,42,23,0.4222,85.44,81.20,1.0,B,0.0413
2,0.4,42,24,0.4109,85.85,79.17,1.0,B,0.0380
2,0.4,42,25,0.4042,85.97,81.61,1.0,B,0.0417
2,0.4,42,26,0.3920,86.43,77.02,1.0,B,0.0413
2,0.4,42,27,0.3871,86.62,83.45,1.0,B,0.0403
2,0.4,42,28,0.3756,87.08,80.77,1.0,B,0.0383
2,0.4,42,29,0.3694,87.24,81.29,1.0,B,0.0378
2,0.4,42,30,0.3587,87.41,84.22,1.0,B,0.0375
2,0.4,42,31,0.2937,89.76,86.58,1.0,B,0.0060
2,0.4,42,32,0.2752,90.41,86.79,1.0,B,0.0030
2,0.4,42,33,0.2691,90.58,87.11,1.0,B,0.0018
2,0.4,42,34,0.2624,90.92,87.01,1.0,B,0.0043
2,0.4,42,35,0.2617,90.92,87.12,1.0,B,0.0003
2,0.4,42,36,0.2566,91.21,87.09,1.0,B,-0.0007
2,0.4,42,37,0.2561,91.28,87.31,1.0,B,0.0023
2,0.4,42,38,0.2526,91.25,87.23,1.0,B,0.0028
2,0.4,42,39,0.2481,91.49,87.30,1.0,B,0.0022
2,0.4,42,40,0.2500,91.40,87.15,1.0,B,0.0005
2,0.4,42,41,0.2410,91.71,87.35,1.0,B,0.0015
2,0.4,42,42,0.2395,91.64,87.28,1.0,B,-0.0001
2,0.4,42,43,0.2382,91.86,87.26,1.0,B,0.0007
2,0.4,42,44,0.2380,91.76,87.32,1.0,B,0.0006
2,0.4,42,45,0.2395,91.67,87.39,1.0,B,0.0016
2,0.4,42,46,0.2385,91.71,87.36,1.0,B,-0.0007
2,0.4,42,47,0.2384,91.73,87.34,1.0,B,-0.0002
2,0.4,42,48,0.2371,91.91,87.45,1.0,B,-0.0022
2,0.4,42,49,0.2377,91.89,87.37,1.0,B,-0.0015
2,0.4,42,50,0.2373,91.75,87.27,1.0,B,-0.0003
