tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,456,1,4.3470,10.93,14.33,1.0,G,0.1054,neg_ramp,0.0000
20,0.0,456,2,2.2808,15.08,15.48,1.0,G,0.0788,neg_ramp,-0.9500
20,0.0,456,3,2.2542,16.13,16.39,1.0,G,0.1057,neg_ramp,-0.9500
20,0.0,456,4,2.2151,16.90,17.02,1.0,G,0.0863,neg_ramp,-0.9500
20,0.0,456,5,2.1759,17.50,17.89,1.0,G,0.0658,neg_ramp,-0.9500
20,0.0,456,6,2.1399,18.09,19.17,1.0,G,0.1046,neg_ramp,-0.9500
20,0.0,456,7,2.1228,18.57,19.68,1.0,G,0.3566,neg_ramp,-0.9500
20,0.0,456,8,2.0879,19.71,20.99,1.0,G,0.2300,neg_ramp,-0.9500
20,0.0,456,9,2.0764,20.86,20.33,1.0,G,0.2422,neg_ramp,-0.9500
20,0.0,456,10,2.0456,21.73,21.03,1.0,G,0.3119,neg_ramp,-0.9500
20,0.0,456,11,2.0166,22.67,21.61,1.0,G,0.1763,neg_ramp,-0.9500
20,0.0,456,12,2.0359,21.90,18.51,1.0,G,0.3840,neg_ramp,-0.9500
20,0.0,456,13,1.9951,22.88,22.18,1.0,G,0.3424,neg_ramp,-0.9500
20,0.0,456,14,1.9656,24.42,24.27,1.0,G,0.2375,neg_ramp,-0.9500
20,0.0,456,15,2.0137,23.21,24.54,1.0,G,0.4567,neg_ramp,-0.9500
20,0.0,456,16,1.9289,26.17,21.33,1.0,G,0.2840,neg_ramp,-0.9500
20,0.0,456,17,1.9113,26.86,21.02,1.0,G,0.2921,neg_ramp,-0.9500
20,0.0,456,18,1.8760,27.93,26.97,1.0,G,0.2975,neg_ramp,-0.9500
20,0.0,456,19,1.8495,29.81,27.34,1.0,G,0.2868,neg_ramp,-0.9500
20,0.0,456,20,1.8199,31.12,30.57,1.0,G,0.2730,neg_ramp,-0.9500
20,0.0,456,21,1.7671,33.77,30.13,1.0,G,0.2342,neg_ramp,-0.9500
20,0.0,456,22,1.7456,34.50,33.04,1.0,G,0.2388,neg_ramp,-0.9500
20,0.0,456,23,1.7480,35.06,34.24,1.0,G,0.2837,neg_ramp,-0.9500
20,0.0,456,24,1.7013,36.80,25.75,1.0,G,0.2785,neg_ramp,-0.9500
20,0.0,456,25,1.6621,38.52,36.71,1.0,G,0.2211,neg_ramp,-0.9500
20,0.0,456,26,1.6258,39.79,39.01,1.0,G,0.1913,neg_ramp,-0.9500
20,0.0,456,27,1.6089,40.41,33.01,1.0,G,0.1989,neg_ramp,-0.9500
20,0.0,456,28,1.6099,39.95,31.10,1.0,G,0.2324,neg_ramp,-0.9500
20,0.0,456,29,1.5891,41.31,42.57,1.0,G,0.2567,neg_ramp,-0.9500
20,0.0,456,30,1.5674,42.85,34.93,1.0,G,0.2301,neg_ramp,-0.9500
20,0.0,456,31,1.4433,47.45,49.11,1.0,G,0.0454,neg_ramp,0.5528
20,0.0,456,32,1.3968,49.26,49.67,1.0,G,0.0114,neg_ramp,0.5528
20,0.0,456,33,1.3793,49.96,49.60,1.0,G,0.0198,neg_ramp,0.5528
20,0.0,456,34,1.3683,50.11,47.93,1.0,G,0.0133,neg_ramp,0.5528
20,0.0,456,35,1.3563,50.77,51.57,1.0,G,0.0209,neg_ramp,0.5528
20,0.0,456,36,1.3456,51.02,51.40,1.0,G,0.0268,neg_ramp,0.5528
20,0.0,456,37,1.3316,51.44,49.70,1.0,G,0.0149,neg_ramp,0.5528
20,0.0,456,38,1.3170,52.13,50.86,1.0,G,0.0260,neg_ramp,0.5528
20,0.0,456,39,1.3040,52.94,54.02,1.0,G,0.0212,neg_ramp,0.5528
20,0.0,456,40,1.2981,52.92,52.25,1.0,G,0.0270,neg_ramp,0.5528
20,0.0,456,41,1.2462,54.87,55.71,1.0,G,0.0165,neg_ramp,0.8586
20,0.0,456,42,1.2329,55.69,56.00,1.0,G,0.0020,neg_ramp,0.8586
20,0.0,456,43,1.2262,55.70,56.11,1.0,G,0.0080,neg_ramp,0.8586
20,0.0,456,44,1.2218,56.05,56.28,1.0,G,0.0113,neg_ramp,0.8586
20,0.0,456,45,1.2152,56.12,56.75,1.0,G,0.0017,neg_ramp,0.8586
20,0.0,456,46,1.2061,56.56,56.95,1.0,G,0.0059,neg_ramp,0.8586
20,0.0,456,47,1.2023,56.65,57.49,1.0,G,0.0087,neg_ramp,0.8586
20,0.0,456,48,1.2005,56.86,57.18,1.0,G,0.0105,neg_ramp,0.8586
20,0.0,456,49,1.1947,56.88,58.08,1.0,G,0.0105,neg_ramp,0.8586
20,0.0,456,50,1.1827,57.51,57.63,1.0,G,0.0203,neg_ramp,0.8586
