tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.95,123,1,1.7507,35.08,48.74,1.0,A,
0,0.95,123,2,1.3054,52.40,52.22,1.0,A,
0,0.95,123,3,1.0489,62.57,58.33,1.0,A,
0,0.95,123,4,0.9011,68.39,65.15,1.0,A,
0,0.95,123,5,0.7877,72.31,69.55,1.0,A,
0,0.95,123,6,0.7082,75.40,75.13,1.0,A,
0,0.95,123,7,0.6461,77.63,77.03,1.0,A,
0,0.95,123,8,0.6124,78.87,70.25,1.0,A,
0,0.95,123,9,0.5726,80.17,74.79,1.0,A,
0,0.95,123,10,0.5494,81.11,75.57,1.0,A,
0,0.95,123,11,0.5314,81.60,79.43,1.0,A,
0,0.95,123,12,0.5138,82.35,78.88,1.0,A,
0,0.95,123,13,0.4826,83.30,78.29,1.0,A,
0,0.95,123,14,0.4727,83.61,74.89,1.0,A,
0,0.95,123,15,0.4661,83.82,80.55,1.0,A,
0,0.95,123,16,0.4489,84.46,81.66,1.0,A,
0,0.95,123,17,0.4428,84.75,80.22,1.0,A,
0,0.95,123,18,0.4349,84.93,82.12,1.0,A,
0,0.95,123,19,0.4254,85.32,80.70,1.0,A,
0,0.95,123,20,0.4252,85.38,81.12,1.0,A,
0,0.95,123,21,0.4126,85.73,82.91,1.0,A,
0,0.95,123,22,0.4061,85.87,83.52,1.0,A,
0,0.95,123,23,0.4037,85.96,81.46,1.0,A,
0,0.95,123,24,0.3954,86.23,82.37,1.0,A,
0,0.95,123,25,0.3889,86.47,80.59,1.0,A,
0,0.95,123,26,0.3893,86.53,82.69,1.0,A,
0,0.95,123,27,0.3826,86.78,84.01,1.0,A,
0,0.95,123,28,0.3746,87.03,84.93,1.0,A,
0,0.95,123,29,0.3696,87.30,83.52,1.0,A,
0,0.95,123,30,0.3676,87.34,85.10,1.0,A,
0,0.95,123,31,0.2475,91.47,89.15,1.0,A,
0,0.95,123,32,0.2104,92.73,89.57,1.0,A,
0,0.95,123,33,0.1975,93.30,89.96,1.0,A,
0,0.95,123,34,0.1888,93.49,90.06,1.0,A,
0,0.95,123,35,0.1799,93.76,89.79,1.0,A,
0,0.95,123,36,0.1733,93.99,90.25,1.0,A,
0,0.95,123,37,0.1686,94.07,89.77,1.0,A,
0,0.95,123,38,0.1647,94.35,89.95,1.0,A,
0,0.95,123,39,0.1600,94.49,90.14,1.0,A,
0,0.95,123,40,0.1556,94.62,89.93,1.0,A,
0,0.95,123,41,0.1412,95.03,90.47,1.0,A,
0,0.95,123,42,0.1344,95.40,90.43,1.0,A,
0,0.95,123,43,0.1335,95.39,90.46,1.0,A,
0,0.95,123,44,0.1330,95.40,90.61,1.0,A,
0,0.95,123,45,0.1306,95.50,90.70,1.0,A,
0,0.95,123,46,0.1305,95.49,90.63,1.0,A,
0,0.95,123,47,0.1268,95.67,90.47,1.0,A,
0,0.95,123,48,0.1307,95.55,90.48,1.0,A,
0,0.95,123,49,0.1281,95.62,90.54,1.0,A,
0,0.95,123,50,0.1252,95.76,90.67,1.0,A,
