tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,123,1,2.3722,22.53,28.58,1.0,H,0.1022,above_bound,0.0000,0.7
5,0.0,123,2,2.4467,12.56,11.47,1.0,H,0.3880,above_bound,0.9500,0.7
5,0.0,123,3,2.3525,11.55,14.10,1.0,H,0.4403,above_bound,0.9500,0.7
5,0.0,123,4,2.3870,10.47,14.69,1.0,H,0.5443,above_bound,0.9500,0.7
5,0.0,123,5,2.4007,10.95,12.34,1.0,H,0.5729,above_bound,0.9500,0.7
5,0.0,123,6,2.4310,10.71,10.00,1.0,H,0.6388,above_bound,0.9500,0.7
5,0.0,123,7,2.5260,10.74,16.36,1.0,H,0.5812,above_bound,0.9500,0.7
5,0.0,123,8,2.4570,11.14,13.58,1.0,H,0.5241,above_bound,0.9500,0.7
5,0.0,123,9,2.3930,11.24,11.47,1.0,H,0.5902,above_bound,0.9500,0.7
5,0.0,123,10,2.3853,11.00,11.84,1.0,H,0.5593,above_bound,0.9500,0.7
5,0.0,123,11,2.4311,10.63,10.00,1.0,H,0.6528,above_bound,0.9500,0.7
5,0.0,123,12,2.3752,10.41,10.45,1.0,H,0.5717,above_bound,0.9500,0.7
5,0.0,123,13,2.4226,11.63,16.07,1.0,H,0.5778,above_bound,0.9500,0.7
5,0.0,123,14,2.5147,11.87,11.13,1.0,H,0.5494,above_bound,0.9500,0.7
5,0.0,123,15,2.3641,12.58,18.61,1.0,H,0.5818,above_bound,0.9500,0.7
5,0.0,123,16,2.4140,13.77,16.13,1.0,H,0.6572,above_bound,0.9500,0.7
5,0.0,123,17,2.3915,13.29,12.43,1.0,H,0.6509,above_bound,0.9500,0.7
5,0.0,123,18,2.3105,15.34,17.33,1.0,H,0.6447,above_bound,0.9500,0.7
5,0.0,123,19,2.3688,14.40,15.34,1.0,H,0.6944,above_bound,0.9500,0.7
5,0.0,123,20,2.3321,15.26,17.48,1.0,H,0.6782,above_bound,0.9500,0.7
5,0.0,123,21,2.4008,15.12,18.44,1.0,H,0.7003,above_bound,0.9500,0.7
5,0.0,123,22,2.3058,16.05,16.54,1.0,H,0.6143,above_bound,0.9500,0.7
5,0.0,123,23,2.3285,16.50,14.44,1.0,H,0.6531,above_bound,0.9500,0.7
5,0.0,123,24,2.2537,16.42,15.50,1.0,H,0.6397,above_bound,0.9500,0.7
5,0.0,123,25,2.2899,16.32,17.63,1.0,H,0.6222,above_bound,0.9500,0.7
5,0.0,123,26,2.2558,16.59,15.14,1.0,H,0.6169,above_bound,0.9500,0.7
5,0.0,123,27,2.3080,16.79,16.92,1.0,H,0.6557,above_bound,0.9500,0.7
5,0.0,123,28,2.3576,15.95,15.17,1.0,H,0.6763,above_bound,0.9500,0.7
5,0.0,123,29,2.3360,16.12,18.40,1.0,H,0.6872,above_bound,0.9500,0.7
5,0.0,123,30,2.2868,16.62,13.91,1.0,H,0.6603,above_bound,0.9500,0.7
5,0.0,123,31,2.0507,20.07,22.17,1.0,H,0.0977,above_bound,0.9500,0.7
5,0.0,123,32,2.0281,21.27,22.35,1.0,H,0.0580,above_bound,0.9500,0.7
5,0.0,123,33,2.0172,21.71,23.56,1.0,H,0.0191,above_bound,0.9500,0.7
5,0.0,123,34,2.0057,22.12,24.74,1.0,H,0.0336,above_bound,0.9500,0.7
5,0.0,123,35,1.9938,23.00,24.37,1.0,H,0.0213,above_bound,0.9500,0.7
5,0.0,123,36,1.9815,23.58,25.66,1.0,H,0.0694,above_bound,0.9500,0.7
5,0.0,123,37,1.9668,24.46,26.33,1.0,H,0.1335,above_bound,0.9500,0.7
5,0.0,123,38,1.9467,25.41,28.09,1.0,H,0.1802,above_bound,0.9500,0.7
5,0.0,123,39,1.9157,26.60,23.44,1.0,H,0.2198,above_bound,0.9500,0.7
5,0.0,123,40,1.8819,27.99,24.36,1.0,H,0.1839,above_bound,0.9500,0.7
5,0.0,123,41,1.8446,29.65,30.27,1.0,H,0.0752,above_bound,0.9500,0.7
5,0.0,123,42,1.8339,29.79,30.29,1.0,H,0.0196,above_bound,0.9500,0.7
5,0.0,123,43,1.8284,29.76,30.81,1.0,H,0.0105,above_bound,0.9500,0.7
5,0.0,123,44,1.8220,29.96,30.98,1.0,H,0.0123,above_bound,0.9500,0.7
5,0.0,123,45,1.8153,30.42,31.13,1.0,H,0.0003,above_bound,0.9500,0.7
5,0.0,123,46,1.8102,30.70,31.69,1.0,H,0.0062,above_bound,0.9500,0.7
5,0.0,123,47,1.8031,30.64,31.96,1.0,H,0.0118,above_bound,0.9500,0.7
5,0.0,123,48,1.7982,30.81,31.93,1.0,H,0.0188,above_bound,0.9500,0.7
5,0.0,123,49,1.7914,31.43,32.18,1.0,H,0.0353,above_bound,0.9500,0.7
5,0.0,123,50,1.7852,31.29,32.76,1.0,H,0.0316,above_bound,0.9500,0.7
