tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,123,1,3.2254,11.40,11.49,1.0,H,0.0591,above_bound,0.0000,0.1
10,0.0,123,2,2.2839,13.64,15.84,1.0,H,0.0587,above_bound,0.1000,0.1
10,0.0,123,3,2.1551,18.71,22.12,1.0,H,0.0505,above_bound,0.1000,0.1
10,0.0,123,4,1.9886,23.61,25.25,1.0,H,0.0542,above_bound,0.1000,0.1
10,0.0,123,5,1.8886,27.77,26.69,1.0,H,0.0657,above_bound,0.1000,0.1
10,0.0,123,6,1.7984,31.52,34.99,1.0,H,0.0644,above_bound,0.1000,0.1
10,0.0,123,7,1.7177,34.99,35.54,1.0,H,0.0489,above_bound,0.1000,0.1
10,0.0,123,8,1.6327,38.62,40.32,1.0,H,0.0432,above_bound,0.1000,0.1
10,0.0,123,9,1.5443,42.67,39.81,1.0,H,0.0423,above_bound,0.1000,0.1
10,0.0,123,10,1.4902,44.69,39.14,1.0,H,0.0441,above_bound,0.1000,0.1
10,0.0,123,11,1.3947,48.66,47.36,1.0,H,0.0382,above_bound,0.1000,0.1
10,0.0,123,12,1.3164,51.92,53.46,1.0,H,0.0308,above_bound,0.1000,0.1
10,0.0,123,13,1.2586,53.98,45.10,1.0,H,0.0302,above_bound,0.1000,0.1
10,0.0,123,14,1.1691,57.53,49.79,1.0,H,0.0323,above_bound,0.1000,0.1
10,0.0,123,15,1.1151,59.62,54.08,1.0,H,0.0275,above_bound,0.1000,0.1
10,0.0,123,16,1.0548,61.76,57.62,1.0,H,0.0309,above_bound,0.1000,0.1
10,0.0,123,17,1.0017,63.90,60.95,1.0,H,0.0264,above_bound,0.1000,0.1
10,0.0,123,18,0.9337,66.73,65.12,1.0,H,0.0240,above_bound,0.1000,0.1
10,0.0,123,19,0.9013,68.03,65.05,1.0,H,0.0263,above_bound,0.1000,0.1
10,0.0,123,20,0.8495,69.67,66.18,1.0,H,0.0224,above_bound,0.1000,0.1
10,0.0,123,21,0.8181,71.04,69.62,1.0,H,0.0225,above_bound,0.1000,0.1
10,0.0,123,22,0.7726,72.73,66.70,1.0,H,0.0215,above_bound,0.1000,0.1
10,0.0,123,23,0.7531,73.49,73.64,1.0,H,0.0185,above_bound,0.1000,0.1
10,0.0,123,24,0.7124,74.88,72.05,1.0,H,0.0208,above_bound,0.1000,0.1
10,0.0,123,25,0.6944,75.66,72.63,1.0,H,0.0188,above_bound,0.1000,0.1
10,0.0,123,26,0.6659,76.57,72.63,1.0,H,0.0192,above_bound,0.1000,0.1
10,0.0,123,27,0.6506,77.31,71.45,1.0,H,0.0179,above_bound,0.1000,0.1
10,0.0,123,28,0.6381,77.56,72.76,1.0,H,0.0230,above_bound,0.1000,0.1
10,0.0,123,29,0.6000,78.94,72.77,1.0,H,0.0174,above_bound,0.1000,0.1
10,0.0,123,30,0.5928,79.26,76.73,1.0,H,0.0169,above_bound,0.1000,0.1
10,0.0,123,31,0.5067,82.48,81.68,1.0,H,0.0118,above_bound,0.7838,0.1
10,0.0,123,32,0.4889,82.90,81.44,1.0,H,0.0044,above_bound,0.7838,0.1
10,0.0,123,33,0.4832,83.32,81.62,1.0,H,0.0089,above_bound,0.7838,0.1
10,0.0,123,34,0.4727,83.48,81.31,1.0,H,0.0097,above_bound,0.7838,0.1
10,0.0,123,35,0.4632,83.97,81.54,1.0,H,0.0106,above_bound,0.7838,0.1
10,0.0,123,36,0.4564,84.13,81.98,1.0,H,0.0143,above_bound,0.7838,0.1
10,0.0,123,37,0.4555,84.19,80.87,1.0,H,0.0118,above_bound,0.7838,0.1
10,0.0,123,38,0.4499,84.40,82.54,1.0,H,0.0139,above_bound,0.7838,0.1
10,0.0,123,39,0.4422,84.61,82.52,1.0,H,0.0121,above_bound,0.7838,0.1
10,0.0,123,40,0.4369,84.76,81.96,1.0,H,0.0140,above_bound,0.7838,0.1
10,0.0,123,41,0.4100,85.64,83.39,1.0,H,0.0064,above_bound,0.9500,0.1
10,0.0,123,42,0.4033,85.99,83.42,1.0,H,0.0050,above_bound,0.9500,0.1
10,0.0,123,43,0.3982,86.18,83.47,1.0,H,0.0019,above_bound,0.9500,0.1
10,0.0,123,44,0.3951,86.23,83.33,1.0,H,0.0052,above_bound,0.9500,0.1
10,0.0,123,45,0.3923,86.33,83.57,1.0,H,0.0062,above_bound,0.9500,0.1
10,0.0,123,46,0.3899,86.47,83.57,1.0,H,0.0062,above_bound,0.9500,0.1
10,0.0,123,47,0.3855,86.66,83.50,1.0,H,0.0048,above_bound,0.9500,0.1
10,0.0,123,48,0.3876,86.42,83.72,1.0,H,0.0064,above_bound,0.9500,0.1
10,0.0,123,49,0.3783,86.89,83.37,1.0,H,0.0028,above_bound,0.9500,0.1
10,0.0,123,50,0.3802,86.61,83.53,1.0,H,0.0073,above_bound,0.9500,0.1
