tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
10,0.0,456,1,2.1536,22.24,25.76,0.1,C,0.0747
10,0.0,456,2,1.8527,30.43,35.11,0.1,C,0.0400
10,0.0,456,3,1.7236,34.66,37.18,0.1,C,0.0533
10,0.0,456,4,1.6537,37.80,41.76,0.1,C,0.0546
10,0.0,456,5,1.5563,41.78,39.70,0.1,C,0.0425
10,0.0,456,6,1.5102,43.96,46.55,0.1,C,0.0396
10,0.0,456,7,1.4430,46.98,41.21,0.1,C,0.0413
10,0.0,456,8,1.4128,47.95,49.99,0.1,C,0.0438
10,0.0,456,9,1.3830,49.47,51.43,0.1,C,0.0320
10,0.0,456,10,1.3354,50.94,50.04,0.1,C,0.0340
10,0.0,456,11,1.2950,52.95,50.30,0.1,C,0.0442
10,0.0,456,12,1.2583,54.37,55.06,0.1,C,0.0305
10,0.0,456,13,1.2326,55.01,57.01,0.1,C,0.0359
10,0.0,456,14,1.1927,56.53,56.92,0.1,C,0.0370
10,0.0,456,15,1.1835,56.91,58.47,0.1,C,0.0386
10,0.0,456,16,1.1426,58.68,57.03,0.1,C,0.0333
10,0.0,456,17,1.1236,59.08,57.77,0.1,C,0.0288
10,0.0,456,18,1.0987,60.08,60.63,0.1,C,0.0312
10,0.0,456,19,1.0659,61.40,62.14,0.1,C,0.0193
10,0.0,456,20,1.0512,62.09,62.31,0.1,C,0.0347
10,0.0,456,21,1.0191,63.36,59.82,0.1,C,0.0264
10,0.0,456,22,1.0101,63.62,63.51,0.1,C,0.0337
10,0.0,456,23,0.9781,64.79,63.65,0.1,C,0.0251
10,0.0,456,24,0.9782,64.84,64.92,0.1,C,0.0301
10,0.0,456,25,0.9486,65.95,64.10,0.1,C,0.0195
10,0.0,456,26,0.9549,65.89,65.52,0.1,C,0.0358
10,0.0,456,27,0.9271,67.06,65.62,0.1,C,0.0222
10,0.0,456,28,0.9281,66.46,65.89,0.1,C,0.0321
10,0.0,456,29,0.8956,67.93,64.42,0.1,C,0.0305
10,0.0,456,30,0.8860,68.23,68.67,0.1,C,0.0276
10,0.0,456,31,0.8387,70.12,70.39,0.1,C,0.0204
10,0.0,456,32,0.8295,70.64,70.27,0.1,C,-0.0001
10,0.0,456,33,0.8278,70.64,70.51,0.1,C,-0.0020
10,0.0,456,34,0.8256,70.58,70.44,0.1,C,0.0064
10,0.0,456,35,0.8210,70.74,70.56,0.1,C,0.0025
10,0.0,456,36,0.8206,70.87,70.71,0.1,C,-0.0025
10,0.0,456,37,0.8172,70.91,70.87,0.1,C,0.0046
10,0.0,456,38,0.8172,71.06,70.81,0.1,C,0.0037
10,0.0,456,39,0.8158,71.11,70.87,0.1,C,0.0014
10,0.0,456,40,0.8136,71.12,70.69,0.1,C,-0.0011
10,0.0,456,41,0.8100,71.24,70.85,0.1,C,-0.0045
10,0.0,456,42,0.8081,71.22,70.93,0.1,C,-0.0005
10,0.0,456,43,0.8076,71.36,71.02,0.1,C,-0.0030
10,0.0,456,44,0.8055,71.62,71.00,0.1,C,-0.0011
10,0.0,456,45,0.8063,71.45,71.02,0.1,C,0.0009
10,0.0,456,46,0.8104,71.23,70.88,0.1,C,-0.0062
10,0.0,456,47,0.8084,71.25,71.00,0.1,C,-0.0010
10,0.0,456,48,0.8099,71.17,70.92,0.1,C,-0.0002
10,0.0,456,49,0.8096,71.09,71.18,0.1,C,-0.0009
10,0.0,456,50,0.8055,71.58,71.02,0.1,C,0.0011
