tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,0.0,42,1,2.0383,25.89,26.00,0.2,C,0.1001
5,0.0,42,2,1.7141,35.28,39.93,0.2,C,0.0702
5,0.0,42,3,1.5925,39.83,41.67,0.2,C,0.0728
5,0.0,42,4,1.4948,44.32,47.60,0.2,C,0.0719
5,0.0,42,5,1.4000,48.20,48.20,0.2,C,0.0630
5,0.0,42,6,1.3307,50.99,50.37,0.2,C,0.0669
5,0.0,42,7,1.2746,53.44,54.64,0.2,C,0.0671
5,0.0,42,8,1.1960,56.77,52.54,0.2,C,0.0605
5,0.0,42,9,1.1585,58.05,55.33,0.2,C,0.0599
5,0.0,42,10,1.1213,59.47,57.86,0.2,C,0.0589
5,0.0,42,11,1.0694,61.64,58.65,0.2,C,0.0517
5,0.0,42,12,1.0304,62.83,61.29,0.2,C,0.0477
5,0.0,42,13,0.9966,64.09,59.61,0.2,C,0.0397
5,0.0,42,14,0.9712,65.18,65.09,0.2,C,0.0485
5,0.0,42,15,0.9346,66.57,64.54,0.2,C,0.0429
5,0.0,42,16,0.9069,67.72,66.21,0.2,C,0.0452
5,0.0,42,17,0.8879,68.22,67.26,0.2,C,0.0473
5,0.0,42,18,0.8691,69.21,68.38,0.2,C,0.0442
5,0.0,42,19,0.8490,69.77,68.95,0.2,C,0.0377
5,0.0,42,20,0.8243,70.69,69.29,0.2,C,0.0487
5,0.0,42,21,0.8048,71.60,68.80,0.2,C,0.0418
5,0.0,42,22,0.7897,72.14,67.30,0.2,C,0.0428
5,0.0,42,23,0.7721,72.64,71.88,0.2,C,0.0350
5,0.0,42,24,0.7545,73.52,70.78,0.2,C,0.0393
5,0.0,42,25,0.7430,73.90,72.30,0.2,C,0.0435
5,0.0,42,26,0.7276,74.47,72.28,0.2,C,0.0422
5,0.0,42,27,0.7061,75.10,73.03,0.2,C,0.0362
5,0.0,42,28,0.6955,75.57,73.53,0.2,C,0.0369
5,0.0,42,29,0.6739,76.27,72.62,0.2,C,0.0324
5,0.0,42,30,0.6671,76.78,74.51,0.2,C,0.0363
5,0.0,42,31,0.6146,78.50,77.57,0.2,C,0.0122
5,0.0,42,32,0.6067,78.72,77.75,0.2,C,-0.0060
5,0.0,42,33,0.6019,78.95,77.88,0.2,C,0.0019
5,0.0,42,34,0.5993,79.18,78.03,0.2,C,0.0056
5,0.0,42,35,0.5987,78.89,77.98,0.2,C,0.0031
5,0.0,42,36,0.5955,79.32,78.04,0.2,C,0.0056
5,0.0,42,37,0.5944,79.28,78.14,0.2,C,0.0043
5,0.0,42,38,0.5927,79.39,78.13,0.2,C,0.0038
5,0.0,42,39,0.5897,79.44,78.39,0.2,C,0.0081
5,0.0,42,40,0.5935,79.23,78.22,0.2,C,0.0016
5,0.0,42,41,0.5835,79.64,78.16,0.2,C,0.0029
5,0.0,42,42,0.5868,79.53,78.37,0.2,C,0.0041
5,0.0,42,43,0.5854,79.62,78.52,0.2,C,-0.0002
5,0.0,42,44,0.5841,79.65,78.44,0.2,C,-0.0015
5,0.0,42,45,0.5869,79.33,78.46,0.2,C,-0.0030
5,0.0,42,46,0.5851,79.49,78.63,0.2,C,0.0022
5,0.0,42,47,0.5852,79.65,78.60,0.2,C,-0.0078
5,0.0,42,48,0.5838,79.58,78.48,0.2,C,-0.0040
5,0.0,42,49,0.5844,79.73,78.53,0.2,C,-0.0021
5,0.0,42,50,0.5830,79.70,78.53,0.2,C,0.0046
