tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,42,1,2.4457,19.52,21.96,1.0,G,0.1091,above_bound,0.0000
5,0.0,42,2,2.0634,21.44,27.27,1.0,G,0.1778,above_bound,0.5929
5,0.0,42,3,1.8677,28.20,26.92,1.0,G,0.1973,above_bound,0.5929
5,0.0,42,4,1.7401,34.10,34.95,1.0,G,0.1909,above_bound,0.5929
5,0.0,42,5,1.6199,39.15,40.40,1.0,G,0.1813,above_bound,0.5929
5,0.0,42,6,1.5004,44.35,33.97,1.0,G,0.1629,above_bound,0.5929
5,0.0,42,7,1.3845,48.81,49.64,1.0,G,0.1489,above_bound,0.5929
5,0.0,42,8,1.2683,53.49,50.87,1.0,G,0.1348,above_bound,0.5929
5,0.0,42,9,1.1566,58.10,58.41,1.0,G,0.1145,above_bound,0.5929
5,0.0,42,10,1.0521,62.25,53.27,1.0,G,0.0971,above_bound,0.5929
5,0.0,42,11,0.9756,64.94,66.88,1.0,G,0.0888,above_bound,0.5929
5,0.0,42,12,0.8962,68.18,67.16,1.0,G,0.0761,above_bound,0.5929
5,0.0,42,13,0.8357,70.55,64.71,1.0,G,0.0717,above_bound,0.5929
5,0.0,42,14,0.7841,72.46,68.34,1.0,G,0.0677,above_bound,0.5929
5,0.0,42,15,0.7379,74.09,74.40,1.0,G,0.0619,above_bound,0.5929
5,0.0,42,16,0.6931,75.58,70.08,1.0,G,0.0606,above_bound,0.5929
5,0.0,42,17,0.6650,76.79,72.11,1.0,G,0.0624,above_bound,0.5929
5,0.0,42,18,0.6485,77.30,77.40,1.0,G,0.0590,above_bound,0.5929
5,0.0,42,19,0.5963,79.27,75.13,1.0,G,0.0441,above_bound,0.5929
5,0.0,42,20,0.5843,79.74,75.25,1.0,G,0.0522,above_bound,0.5929
5,0.0,42,21,0.5605,80.50,76.87,1.0,G,0.0493,above_bound,0.5929
5,0.0,42,22,0.5451,81.09,74.65,1.0,G,0.0497,above_bound,0.5929
5,0.0,42,23,0.5294,81.41,77.22,1.0,G,0.0451,above_bound,0.5929
5,0.0,42,24,0.5107,82.27,78.75,1.0,G,0.0436,above_bound,0.5929
5,0.0,42,25,0.4982,82.82,74.09,1.0,G,0.0463,above_bound,0.5929
5,0.0,42,26,0.4881,82.99,80.15,1.0,G,0.0420,above_bound,0.5929
5,0.0,42,27,0.4642,84.01,80.51,1.0,G,0.0404,above_bound,0.5929
5,0.0,42,28,0.4551,84.27,80.11,1.0,G,0.0389,above_bound,0.5929
5,0.0,42,29,0.4449,84.61,80.07,1.0,G,0.0370,above_bound,0.5929
5,0.0,42,30,0.4335,84.94,80.52,1.0,G,0.0386,above_bound,0.5929
5,0.0,42,31,0.3891,86.53,83.03,1.0,G,0.0383,above_bound,0.9500
5,0.0,42,32,0.3823,86.72,84.12,1.0,G,0.0389,above_bound,0.9500
5,0.0,42,33,0.3798,86.67,82.83,1.0,G,0.0437,above_bound,0.9500
5,0.0,42,34,0.3806,86.58,83.86,1.0,G,0.0503,above_bound,0.9500
5,0.0,42,35,0.3668,87.22,83.54,1.0,G,0.0442,above_bound,0.9500
5,0.0,42,36,0.3576,87.45,82.15,1.0,G,0.0384,above_bound,0.9500
5,0.0,42,37,0.3542,87.66,83.26,1.0,G,0.0446,above_bound,0.9500
5,0.0,42,38,0.3425,88.17,84.99,1.0,G,0.0407,above_bound,0.9500
5,0.0,42,39,0.3542,87.68,80.81,1.0,G,0.0523,above_bound,0.9500
5,0.0,42,40,0.3526,87.63,82.73,1.0,G,0.0507,above_bound,0.9500
5,0.0,42,41,0.2704,90.66,87.49,1.0,G,0.0116,above_bound,0.9500
5,0.0,42,42,0.2521,91.36,87.59,1.0,G,0.0024,above_bound,0.9500
5,0.0,42,43,0.2437,91.58,87.86,1.0,G,0.0015,above_bound,0.9500
5,0.0,42,44,0.2403,91.73,87.87,1.0,G,0.0026,above_bound,0.9500
5,0.0,42,45,0.2331,92.03,87.96,1.0,G,-0.0018,above_bound,0.9500
5,0.0,42,46,0.2315,91.98,88.03,1.0,G,0.0041,above_bound,0.9500
5,0.0,42,47,0.2288,92.08,88.03,1.0,G,0.0014,above_bound,0.9500
5,0.0,42,48,0.2248,92.34,88.08,1.0,G,0.0012,above_bound,0.9500
5,0.0,42,49,0.2241,92.38,88.05,1.0,G,-0.0003,above_bound,0.9500
5,0.0,42,50,0.2211,92.37,87.94,1.0,G,0.0031,above_bound,0.9500
