tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
10,0.0,123,1,2.1131,23.78,29.52,0.1,C,0.0579
10,0.0,123,2,1.8204,31.47,31.95,0.1,C,0.0451
10,0.0,123,3,1.7127,35.27,36.06,0.1,C,0.0409
10,0.0,123,4,1.6387,38.25,38.26,0.1,C,0.0433
10,0.0,123,5,1.5670,41.69,42.32,0.1,C,0.0461
10,0.0,123,6,1.5099,44.09,46.26,0.1,C,0.0432
10,0.0,123,7,1.4604,45.95,49.40,0.1,C,0.0404
10,0.0,123,8,1.4124,48.15,49.13,0.1,C,0.0332
10,0.0,123,9,1.3931,48.88,48.98,0.1,C,0.0384
10,0.0,123,10,1.3355,50.98,53.83,0.1,C,0.0319
10,0.0,123,11,1.3016,52.29,52.85,0.1,C,0.0295
10,0.0,123,12,1.2877,52.84,52.81,0.1,C,0.0365
10,0.0,123,13,1.2338,55.11,53.91,0.1,C,0.0298
10,0.0,123,14,1.2089,56.09,57.38,0.1,C,0.0272
10,0.0,123,15,1.1927,56.75,54.23,0.1,C,0.0382
10,0.0,123,16,1.1475,58.50,59.23,0.1,C,0.0324
10,0.0,123,17,1.1350,59.19,55.28,0.1,C,0.0329
10,0.0,123,18,1.1015,60.68,60.95,0.1,C,0.0264
10,0.0,123,19,1.0829,61.01,60.75,0.1,C,0.0256
10,0.0,123,20,1.0490,62.48,61.12,0.1,C,0.0260
10,0.0,123,21,1.0414,62.65,63.63,0.1,C,0.0237
10,0.0,123,22,1.0165,63.75,60.80,0.1,C,0.0283
10,0.0,123,23,1.0080,63.66,62.35,0.1,C,0.0302
10,0.0,123,24,0.9841,64.85,62.53,0.1,C,0.0276
10,0.0,123,25,0.9683,65.33,65.65,0.1,C,0.0222
10,0.0,123,26,0.9378,66.71,66.87,0.1,C,0.0241
10,0.0,123,27,0.9300,66.83,66.80,0.1,C,0.0165
10,0.0,123,28,0.9084,67.90,67.64,0.1,C,0.0274
10,0.0,123,29,0.8907,68.25,67.81,0.1,C,0.0248
10,0.0,123,30,0.8811,68.87,67.97,0.1,C,0.0176
10,0.0,123,31,0.8341,70.59,70.18,0.1,C,0.0146
10,0.0,123,32,0.8278,70.56,70.16,0.1,C,-0.0026
10,0.0,123,33,0.8260,70.68,70.09,0.1,C,-0.0023
10,0.0,123,34,0.8211,71.15,70.30,0.1,C,0.0034
10,0.0,123,35,0.8213,71.11,70.39,0.1,C,-0.0014
10,0.0,123,36,0.8161,71.04,70.37,0.1,C,0.0078
10,0.0,123,37,0.8152,71.29,70.32,0.1,C,-0.0005
10,0.0,123,38,0.8164,71.26,70.48,0.1,C,0.0096
10,0.0,123,39,0.8116,71.27,70.81,0.1,C,0.0006
10,0.0,123,40,0.8135,71.26,70.55,0.1,C,0.0046
10,0.0,123,41,0.8089,71.54,70.63,0.1,C,-0.0015
10,0.0,123,42,0.8136,71.35,70.48,0.1,C,0.0061
10,0.0,123,43,0.8070,71.68,70.62,0.1,C,-0.0033
10,0.0,123,44,0.8089,71.39,70.63,0.1,C,-0.0049
10,0.0,123,45,0.8071,71.56,70.67,0.1,C,-0.0033
10,0.0,123,46,0.8094,71.33,70.81,0.1,C,0.0033
10,0.0,123,47,0.8014,71.84,70.59,0.1,C,0.0031
10,0.0,123,48,0.8091,71.56,70.57,0.1,C,-0.0045
10,0.0,123,49,0.8101,71.44,70.63,0.1,C,-0.0021
10,0.0,123,50,0.8092,71.46,70.61,0.1,C,0.0022
