tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,456,1,3.3200,14.34,15.46,1.0,G,0.0961,at_bound,0.0000
10,0.0,456,2,2.1029,19.08,20.68,1.0,G,0.0416,at_bound,0.0000
10,0.0,456,3,2.0094,22.33,22.80,1.0,G,0.0632,at_bound,0.0000
10,0.0,456,4,1.9266,25.13,26.84,1.0,G,0.0537,at_bound,0.0000
10,0.0,456,5,1.8426,29.25,32.06,1.0,G,0.0490,at_bound,0.0000
10,0.0,456,6,1.7526,32.79,37.21,1.0,G,0.0549,at_bound,0.0000
10,0.0,456,7,1.6616,36.81,35.22,1.0,G,0.0395,at_bound,0.0000
10,0.0,456,8,1.6010,39.35,40.04,1.0,G,0.0400,at_bound,0.0000
10,0.0,456,9,1.5332,41.93,42.06,1.0,G,0.0322,at_bound,0.0000
10,0.0,456,10,1.4890,44.14,44.10,1.0,G,0.0453,at_bound,0.0000
10,0.0,456,11,1.4168,47.30,48.04,1.0,G,0.0388,at_bound,0.0000
10,0.0,456,12,1.3540,50.55,42.70,1.0,G,0.0329,at_bound,0.0000
10,0.0,456,13,1.2913,52.48,52.28,1.0,G,0.0364,at_bound,0.0000
10,0.0,456,14,1.2358,54.61,47.13,1.0,G,0.0314,at_bound,0.0000
10,0.0,456,15,1.1906,56.57,50.70,1.0,G,0.0308,at_bound,0.0000
10,0.0,456,16,1.1528,57.96,58.61,1.0,G,0.0321,at_bound,0.0000
10,0.0,456,17,1.0929,60.52,53.52,1.0,G,0.0230,at_bound,0.0000
10,0.0,456,18,1.0424,62.34,60.78,1.0,G,0.0317,at_bound,0.0000
10,0.0,456,19,0.9962,64.18,58.29,1.0,G,0.0283,at_bound,0.0000
10,0.0,456,20,0.9453,66.27,62.41,1.0,G,0.0258,at_bound,0.0000
10,0.0,456,21,0.9161,67.20,62.35,1.0,G,0.0293,at_bound,0.0000
10,0.0,456,22,0.8769,68.74,65.34,1.0,G,0.0260,at_bound,0.0000
10,0.0,456,23,0.8323,70.66,67.87,1.0,G,0.0224,at_bound,0.0000
10,0.0,456,24,0.8085,71.53,70.75,1.0,G,0.0282,at_bound,0.0000
10,0.0,456,25,0.7639,72.94,69.85,1.0,G,0.0207,at_bound,0.0000
10,0.0,456,26,0.7353,74.14,67.81,1.0,G,0.0210,at_bound,0.0000
10,0.0,456,27,0.7204,74.77,73.10,1.0,G,0.0199,at_bound,0.0000
10,0.0,456,28,0.7097,75.09,68.40,1.0,G,0.0249,at_bound,0.0000
10,0.0,456,29,0.6821,76.08,73.37,1.0,G,0.0239,at_bound,0.0000
10,0.0,456,30,0.6671,76.73,73.72,1.0,G,0.0236,at_bound,0.0000
10,0.0,456,31,0.5636,80.42,79.38,1.0,G,0.0135,at_bound,0.6838
10,0.0,456,32,0.5486,80.86,79.74,1.0,G,0.0048,at_bound,0.6838
10,0.0,456,33,0.5397,81.33,80.08,1.0,G,0.0045,at_bound,0.6838
10,0.0,456,34,0.5353,81.22,80.24,1.0,G,0.0050,at_bound,0.6838
10,0.0,456,35,0.5267,81.71,80.52,1.0,G,0.0089,at_bound,0.6838
10,0.0,456,36,0.5190,81.95,79.99,1.0,G,0.0089,at_bound,0.6838
10,0.0,456,37,0.5123,82.18,80.17,1.0,G,0.0081,at_bound,0.6838
10,0.0,456,38,0.5099,82.42,80.30,1.0,G,0.0113,at_bound,0.6838
10,0.0,456,39,0.4999,82.46,80.33,1.0,G,0.0082,at_bound,0.6838
10,0.0,456,40,0.4972,82.43,80.48,1.0,G,0.0132,at_bound,0.6838
10,0.0,456,41,0.4768,83.45,81.36,1.0,G,0.0040,at_bound,0.9000
10,0.0,456,42,0.4727,83.56,81.40,1.0,G,0.0023,at_bound,0.9000
10,0.0,456,43,0.4716,83.51,81.41,1.0,G,0.0045,at_bound,0.9000
10,0.0,456,44,0.4677,83.64,81.53,1.0,G,0.0046,at_bound,0.9000
10,0.0,456,45,0.4696,83.58,81.66,1.0,G,0.0036,at_bound,0.9000
10,0.0,456,46,0.4658,83.82,81.41,1.0,G,-0.0030,at_bound,0.9000
10,0.0,456,47,0.4580,84.08,81.58,1.0,G,0.0051,at_bound,0.9000
10,0.0,456,48,0.4586,83.84,81.33,1.0,G,0.0060,at_bound,0.9000
10,0.0,456,49,0.4574,84.11,81.32,1.0,G,0.0037,at_bound,0.9000
10,0.0,456,50,0.4564,84.15,81.44,1.0,G,0.0029,at_bound,0.9000
