tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,42,1,2.4457,19.52,21.96,1.0,G,0.1091,below_bound,0.0000
5,0.0,42,2,1.8653,28.66,36.26,1.0,G,0.0820,below_bound,-0.0071
5,0.0,42,3,1.7041,35.21,37.70,1.0,G,0.0772,below_bound,-0.0071
5,0.0,42,4,1.5948,40.19,39.12,1.0,G,0.0825,below_bound,-0.0071
5,0.0,42,5,1.4665,45.63,43.80,1.0,G,0.0742,below_bound,-0.0071
5,0.0,42,6,1.3670,49.51,48.80,1.0,G,0.0737,below_bound,-0.0071
5,0.0,42,7,1.2720,53.25,46.18,1.0,G,0.0706,below_bound,-0.0071
5,0.0,42,8,1.1616,57.56,57.10,1.0,G,0.0677,below_bound,-0.0071
5,0.0,42,9,1.0795,60.83,49.58,1.0,G,0.0612,below_bound,-0.0071
5,0.0,42,10,1.0177,63.46,54.21,1.0,G,0.0566,below_bound,-0.0071
5,0.0,42,11,0.9514,65.97,65.39,1.0,G,0.0447,below_bound,-0.0071
5,0.0,42,12,0.8974,67.74,66.02,1.0,G,0.0436,below_bound,-0.0071
5,0.0,42,13,0.8363,70.28,50.13,1.0,G,0.0425,below_bound,-0.0071
5,0.0,42,14,0.7909,71.95,70.50,1.0,G,0.0446,below_bound,-0.0071
5,0.0,42,15,0.7533,73.32,68.68,1.0,G,0.0452,below_bound,-0.0071
5,0.0,42,16,0.7188,74.64,72.87,1.0,G,0.0443,below_bound,-0.0071
5,0.0,42,17,0.6873,75.90,69.33,1.0,G,0.0370,below_bound,-0.0071
5,0.0,42,18,0.6552,76.96,73.44,1.0,G,0.0428,below_bound,-0.0071
5,0.0,42,19,0.6268,78.18,75.64,1.0,G,0.0307,below_bound,-0.0071
5,0.0,42,20,0.6081,78.73,75.94,1.0,G,0.0366,below_bound,-0.0071
5,0.0,42,21,0.5821,79.69,77.32,1.0,G,0.0354,below_bound,-0.0071
5,0.0,42,22,0.5656,80.33,73.56,1.0,G,0.0337,below_bound,-0.0071
5,0.0,42,23,0.5510,80.80,75.39,1.0,G,0.0330,below_bound,-0.0071
5,0.0,42,24,0.5383,81.30,77.01,1.0,G,0.0304,below_bound,-0.0071
5,0.0,42,25,0.5202,81.82,78.55,1.0,G,0.0344,below_bound,-0.0071
5,0.0,42,26,0.5089,82.18,79.99,1.0,G,0.0346,below_bound,-0.0071
5,0.0,42,27,0.4862,83.09,75.06,1.0,G,0.0278,below_bound,-0.0071
5,0.0,42,28,0.4809,83.33,79.86,1.0,G,0.0296,below_bound,-0.0071
5,0.0,42,29,0.4665,83.68,77.84,1.0,G,0.0287,below_bound,-0.0071
5,0.0,42,30,0.4573,84.05,78.72,1.0,G,0.0273,below_bound,-0.0071
5,0.0,42,31,0.3834,86.69,85.01,1.0,G,0.0055,below_bound,0.4764
5,0.0,42,32,0.3691,87.22,84.52,1.0,G,0.0008,below_bound,0.4764
5,0.0,42,33,0.3641,87.50,85.10,1.0,G,0.0062,below_bound,0.4764
5,0.0,42,34,0.3585,87.66,84.98,1.0,G,0.0058,below_bound,0.4764
5,0.0,42,35,0.3546,87.76,85.07,1.0,G,0.0072,below_bound,0.4764
5,0.0,42,36,0.3519,87.93,84.96,1.0,G,0.0040,below_bound,0.4764
5,0.0,42,37,0.3461,87.79,85.21,1.0,G,0.0055,below_bound,0.4764
5,0.0,42,38,0.3472,88.01,85.21,1.0,G,0.0061,below_bound,0.4764
5,0.0,42,39,0.3401,88.25,85.27,1.0,G,0.0099,below_bound,0.4764
5,0.0,42,40,0.3387,88.32,85.19,1.0,G,0.0054,below_bound,0.4764
5,0.0,42,41,0.3263,88.65,85.60,1.0,G,0.0048,below_bound,0.6293
5,0.0,42,42,0.3279,88.65,85.66,1.0,G,-0.0005,below_bound,0.6293
5,0.0,42,43,0.3235,88.80,85.70,1.0,G,0.0004,below_bound,0.6293
5,0.0,42,44,0.3238,88.92,85.71,1.0,G,0.0002,below_bound,0.6293
5,0.0,42,45,0.3225,88.80,85.75,1.0,G,0.0014,below_bound,0.6293
5,0.0,42,46,0.3224,88.82,85.80,1.0,G,0.0011,below_bound,0.6293
5,0.0,42,47,0.3241,88.64,85.71,1.0,G,-0.0039,below_bound,0.6293
5,0.0,42,48,0.3201,88.93,85.70,1.0,G,0.0022,below_bound,0.6293
5,0.0,42,49,0.3211,89.00,85.69,1.0,G,0.0001,below_bound,0.6293
5,0.0,42,50,0.3177,88.94,85.69,1.0,G,0.0008,below_bound,0.6293
