tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,-0.1,42,1,2.3950,20.82,28.05,1.0,F,0.1097
5,-0.1,42,2,1.8118,30.43,31.08,1.0,F,0.0718
5,-0.1,42,3,1.6485,37.39,36.96,1.0,F,0.0700
5,-0.1,42,4,1.5241,42.72,44.68,1.0,F,0.0673
5,-0.1,42,5,1.4052,47.71,50.15,1.0,F,0.0610
5,-0.1,42,6,1.2970,52.19,50.33,1.0,F,0.0550
5,-0.1,42,7,1.1962,56.22,54.67,1.0,F,0.0564
5,-0.1,42,8,1.1222,59.16,52.29,1.0,F,0.0601
5,-0.1,42,9,1.0175,63.41,56.53,1.0,F,0.0521
5,-0.1,42,10,0.9608,65.64,61.71,1.0,F,0.0416
5,-0.1,42,11,0.8981,67.88,66.38,1.0,F,0.0434
5,-0.1,42,12,0.8451,69.93,66.39,1.0,F,0.0380
5,-0.1,42,13,0.7993,71.88,59.76,1.0,F,0.0362
5,-0.1,42,14,0.7571,73.44,71.93,1.0,F,0.0364
5,-0.1,42,15,0.7266,74.33,71.64,1.0,F,0.0337
5,-0.1,42,16,0.6866,76.07,75.17,1.0,F,0.0370
5,-0.1,42,17,0.6595,76.89,68.44,1.0,F,0.0372
5,-0.1,42,18,0.6393,77.56,75.08,1.0,F,0.0366
5,-0.1,42,19,0.6158,78.33,74.43,1.0,F,0.0277
5,-0.1,42,20,0.5888,79.52,74.05,1.0,F,0.0357
5,-0.1,42,21,0.5725,80.22,79.26,1.0,F,0.0278
5,-0.1,42,22,0.5542,80.52,78.83,1.0,F,0.0318
5,-0.1,42,23,0.5432,80.97,77.44,1.0,F,0.0250
5,-0.1,42,24,0.5273,81.65,78.23,1.0,F,0.0279
5,-0.1,42,25,0.5171,81.90,79.92,1.0,F,0.0305
5,-0.1,42,26,0.4985,82.54,78.87,1.0,F,0.0265
5,-0.1,42,27,0.4864,83.13,70.72,1.0,F,0.0280
5,-0.1,42,28,0.4714,83.48,77.38,1.0,F,0.0227
5,-0.1,42,29,0.4666,83.59,80.75,1.0,F,0.0252
5,-0.1,42,30,0.4539,84.26,80.01,1.0,F,0.0250
5,-0.1,42,31,0.3893,86.65,84.58,1.0,F,0.0059
5,-0.1,42,32,0.3758,87.10,84.53,1.0,F,-0.0029
5,-0.1,42,33,0.3671,87.42,85.07,1.0,F,0.0019
5,-0.1,42,34,0.3678,87.38,84.82,1.0,F,0.0002
5,-0.1,42,35,0.3641,87.50,84.86,1.0,F,-0.0001
5,-0.1,42,36,0.3589,87.59,85.01,1.0,F,0.0050
5,-0.1,42,37,0.3571,87.71,84.92,1.0,F,0.0038
5,-0.1,42,38,0.3566,87.72,85.01,1.0,F,0.0068
5,-0.1,42,39,0.3516,87.89,84.98,1.0,F,0.0043
5,-0.1,42,40,0.3541,87.85,84.89,1.0,F,0.0016
5,-0.1,42,41,0.3438,88.14,85.05,1.0,F,0.0019
5,-0.1,42,42,0.3459,88.11,84.84,1.0,F,0.0032
5,-0.1,42,43,0.3427,88.13,85.00,1.0,F,-0.0005
5,-0.1,42,44,0.3424,88.29,85.21,1.0,F,-0.0007
5,-0.1,42,45,0.3440,88.12,85.07,1.0,F,-0.0016
5,-0.1,42,46,0.3405,88.26,85.18,1.0,F,-0.0006
5,-0.1,42,47,0.3446,88.09,85.39,1.0,F,-0.0041
5,-0.1,42,48,0.3421,88.26,85.18,1.0,F,-0.0009
5,-0.1,42,49,0.3432,88.14,85.16,1.0,F,-0.0011
5,-0.1,42,50,0.3423,88.22,85.28,1.0,F,-0.0004
