tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,0.0,42,1,3.3883,14.23,20.10,0.223607,C,0.0809
20,0.0,42,2,2.0197,23.52,27.54,0.223607,C,0.0665
20,0.0,42,3,1.9074,26.84,27.01,0.223607,C,0.0368
20,0.0,42,4,1.8426,29.80,32.40,0.223607,C,0.0353
20,0.0,42,5,1.8009,30.93,34.13,0.223607,C,0.0308
20,0.0,42,6,1.7422,33.42,35.93,0.223607,C,0.0234
20,0.0,42,7,1.7022,35.43,35.53,0.223607,C,0.0263
20,0.0,42,8,1.6845,36.04,39.69,0.223607,C,0.0295
20,0.0,42,9,1.6123,39.00,40.08,0.223607,C,0.0211
20,0.0,42,10,1.6024,39.41,43.31,0.223607,C,0.0205
20,0.0,42,11,1.5458,41.86,45.65,0.223607,C,0.0193
20,0.0,42,12,1.5200,42.86,45.83,0.223607,C,0.0292
20,0.0,42,13,1.5036,44.08,45.23,0.223607,C,0.0200
20,0.0,42,14,1.4442,45.99,48.44,0.223607,C,0.0259
20,0.0,42,15,1.4312,47.20,44.38,0.223607,C,0.0181
20,0.0,42,16,1.3870,49.30,50.91,0.223607,C,0.0247
20,0.0,42,17,1.3505,49.63,51.98,0.223607,C,0.0182
20,0.0,42,18,1.3235,51.04,46.28,0.223607,C,0.0162
20,0.0,42,19,1.2900,52.48,54.61,0.223607,C,0.0220
20,0.0,42,20,1.2677,53.44,52.50,0.223607,C,0.0152
20,0.0,42,21,1.2538,53.96,51.95,0.223607,C,0.0222
20,0.0,42,22,1.2192,55.50,55.65,0.223607,C,0.0235
20,0.0,42,23,1.2044,55.85,58.11,0.223607,C,0.0177
20,0.0,42,24,1.1605,57.48,55.29,0.223607,C,0.0192
20,0.0,42,25,1.1431,58.31,58.95,0.223607,C,0.0142
20,0.0,42,26,1.1226,59.16,60.40,0.223607,C,0.0173
20,0.0,42,27,1.0987,60.23,62.09,0.223607,C,0.0148
20,0.0,42,28,1.0634,61.49,59.01,0.223607,C,0.0121
20,0.0,42,29,1.0527,61.65,60.96,0.223607,C,0.0158
20,0.0,42,30,1.0197,63.13,64.28,0.223607,C,0.0134
20,0.0,42,31,0.9211,67.29,68.02,0.223607,C,0.0400
20,0.0,42,32,0.8985,68.03,68.12,0.223607,C,0.0030
20,0.0,42,33,0.8884,68.30,68.56,0.223607,C,-0.0000
20,0.0,42,34,0.8908,68.35,68.44,0.223607,C,0.0035
20,0.0,42,35,0.8820,68.73,68.35,0.223607,C,0.0006
20,0.0,42,36,0.8822,68.67,68.60,0.223607,C,0.0050
20,0.0,42,37,0.8738,68.96,68.75,0.223607,C,0.0037
20,0.0,42,38,0.8679,69.14,68.77,0.223607,C,0.0046
20,0.0,42,39,0.8667,69.11,69.03,0.223607,C,0.0058
20,0.0,42,40,0.8666,69.24,69.05,0.223607,C,0.0021
20,0.0,42,41,0.8603,69.37,69.10,0.223607,C,-0.0017
20,0.0,42,42,0.8589,69.49,69.19,0.223607,C,0.0013
20,0.0,42,43,0.8619,69.43,69.13,0.223607,C,-0.0013
20,0.0,42,44,0.8621,69.25,69.27,0.223607,C,0.0024
20,0.0,42,45,0.8598,69.50,69.21,0.223607,C,-0.0036
20,0.0,42,46,0.8591,69.32,69.29,0.223607,C,0.0022
20,0.0,42,47,0.8612,69.44,69.19,0.223607,C,0.0008
20,0.0,42,48,0.8608,69.26,69.15,0.223607,C,-0.0032
20,0.0,42,49,0.8581,69.40,69.20,0.223607,C,-0.0019
20,0.0,42,50,0.8569,69.62,69.27,0.223607,C,-0.0035
