tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,456,1,3.3200,14.34,15.46,1.0,G,0.0961,neg_ramp,0.0000
10,0.0,456,2,2.1089,19.28,21.16,1.0,G,0.0791,neg_ramp,-0.9000
10,0.0,456,3,2.0312,20.80,21.37,1.0,G,0.2320,neg_ramp,-0.9000
10,0.0,456,4,1.9673,23.10,25.18,1.0,G,0.1469,neg_ramp,-0.9000
10,0.0,456,5,1.9205,25.11,26.37,1.0,G,0.2197,neg_ramp,-0.9000
10,0.0,456,6,1.8688,27.25,29.54,1.0,G,0.2892,neg_ramp,-0.9000
10,0.0,456,7,1.8088,30.31,34.43,1.0,G,0.2527,neg_ramp,-0.9000
10,0.0,456,8,1.7353,33.53,35.71,1.0,G,0.2523,neg_ramp,-0.9000
10,0.0,456,9,1.6800,35.16,34.88,1.0,G,0.2791,neg_ramp,-0.9000
10,0.0,456,10,1.6256,38.21,36.31,1.0,G,0.2234,neg_ramp,-0.9000
10,0.0,456,11,1.5807,39.54,40.01,1.0,G,0.2248,neg_ramp,-0.9000
10,0.0,456,12,1.5418,41.62,37.51,1.0,G,0.2225,neg_ramp,-0.9000
10,0.0,456,13,1.4921,43.76,40.73,1.0,G,0.1647,neg_ramp,-0.9000
10,0.0,456,14,1.4636,44.93,45.04,1.0,G,0.1925,neg_ramp,-0.9000
10,0.0,456,15,1.4420,45.84,46.13,1.0,G,0.1983,neg_ramp,-0.9000
10,0.0,456,16,1.3773,48.73,49.73,1.0,G,0.1618,neg_ramp,-0.9000
10,0.0,456,17,1.3442,50.42,47.01,1.0,G,0.1701,neg_ramp,-0.9000
10,0.0,456,18,1.3064,51.29,48.10,1.0,G,0.1701,neg_ramp,-0.9000
10,0.0,456,19,1.2443,54.10,45.67,1.0,G,0.1345,neg_ramp,-0.9000
10,0.0,456,20,1.2165,55.68,51.68,1.0,G,0.1476,neg_ramp,-0.9000
10,0.0,456,21,1.1727,57.40,50.17,1.0,G,0.1211,neg_ramp,-0.9000
10,0.0,456,22,1.1384,58.47,60.26,1.0,G,0.1175,neg_ramp,-0.9000
10,0.0,456,23,1.1079,59.64,53.87,1.0,G,0.1319,neg_ramp,-0.9000
10,0.0,456,24,1.0789,61.10,58.46,1.0,G,0.1308,neg_ramp,-0.9000
10,0.0,456,25,1.0374,62.57,56.42,1.0,G,0.1140,neg_ramp,-0.9000
10,0.0,456,26,1.0199,63.40,57.61,1.0,G,0.1194,neg_ramp,-0.9000
10,0.0,456,27,0.9641,65.71,61.92,1.0,G,0.0900,neg_ramp,-0.9000
10,0.0,456,28,0.9383,66.22,58.46,1.0,G,0.0896,neg_ramp,-0.9000
10,0.0,456,29,0.9090,67.60,61.95,1.0,G,0.0792,neg_ramp,-0.9000
10,0.0,456,30,0.8878,68.60,63.60,1.0,G,0.0881,neg_ramp,-0.9000
10,0.0,456,31,0.7871,72.13,72.90,1.0,G,0.0195,neg_ramp,0.6838
10,0.0,456,32,0.7626,73.07,72.22,1.0,G,0.0159,neg_ramp,0.6838
10,0.0,456,33,0.7446,74.01,72.64,1.0,G,0.0129,neg_ramp,0.6838
10,0.0,456,34,0.7385,74.00,74.06,1.0,G,0.0141,neg_ramp,0.6838
10,0.0,456,35,0.7209,74.66,73.59,1.0,G,0.0182,neg_ramp,0.6838
10,0.0,456,36,0.7117,74.90,75.10,1.0,G,0.0203,neg_ramp,0.6838
10,0.0,456,37,0.7055,75.04,73.79,1.0,G,0.0248,neg_ramp,0.6838
10,0.0,456,38,0.6951,75.70,73.96,1.0,G,0.0278,neg_ramp,0.6838
10,0.0,456,39,0.6830,76.15,75.71,1.0,G,0.0219,neg_ramp,0.6838
10,0.0,456,40,0.6769,76.24,75.10,1.0,G,0.0280,neg_ramp,0.6838
10,0.0,456,41,0.6331,77.85,77.70,1.0,G,0.0112,neg_ramp,0.9000
10,0.0,456,42,0.6187,78.37,77.86,1.0,G,0.0069,neg_ramp,0.9000
10,0.0,456,43,0.6204,78.30,77.72,1.0,G,0.0032,neg_ramp,0.9000
10,0.0,456,44,0.6110,78.72,78.18,1.0,G,0.0073,neg_ramp,0.9000
10,0.0,456,45,0.6090,78.57,78.11,1.0,G,0.0046,neg_ramp,0.9000
10,0.0,456,46,0.6030,79.00,77.86,1.0,G,-0.0008,neg_ramp,0.9000
10,0.0,456,47,0.5983,79.09,78.40,1.0,G,0.0089,neg_ramp,0.9000
10,0.0,456,48,0.6007,79.10,78.40,1.0,G,0.0068,neg_ramp,0.9000
10,0.0,456,49,0.5967,79.07,78.28,1.0,G,0.0056,neg_ramp,0.9000
10,0.0,456,50,0.5893,79.50,78.74,1.0,G,0.0091,neg_ramp,0.9000
