tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,456,1,3.3200,14.34,15.46,1.0,H,0.0961,above_bound,0.0000,0.5
10,0.0,456,2,2.1830,17.49,21.52,1.0,H,0.0834,above_bound,0.5000,0.5
10,0.0,456,3,2.0540,20.82,22.45,1.0,H,0.1267,above_bound,0.5000,0.5
10,0.0,456,4,1.9538,24.67,29.31,1.0,H,0.0953,above_bound,0.5000,0.5
10,0.0,456,5,1.8789,27.09,28.74,1.0,H,0.0941,above_bound,0.5000,0.5
10,0.0,456,6,1.7919,31.02,33.62,1.0,H,0.0931,above_bound,0.5000,0.5
10,0.0,456,7,1.7118,34.27,33.48,1.0,H,0.0861,above_bound,0.5000,0.5
10,0.0,456,8,1.6274,38.12,40.36,1.0,H,0.0745,above_bound,0.5000,0.5
10,0.0,456,9,1.5766,40.21,40.51,1.0,H,0.0757,above_bound,0.5000,0.5
10,0.0,456,10,1.5132,43.49,43.09,1.0,H,0.0745,above_bound,0.5000,0.5
10,0.0,456,11,1.4480,46.12,48.53,1.0,H,0.0720,above_bound,0.5000,0.5
10,0.0,456,12,1.3895,48.87,50.61,1.0,H,0.0670,above_bound,0.5000,0.5
10,0.0,456,13,1.3205,51.60,44.52,1.0,H,0.0605,above_bound,0.5000,0.5
10,0.0,456,14,1.2444,54.23,47.97,1.0,H,0.0571,above_bound,0.5000,0.5
10,0.0,456,15,1.1925,56.35,58.80,1.0,H,0.0594,above_bound,0.5000,0.5
10,0.0,456,16,1.1445,58.45,57.48,1.0,H,0.0499,above_bound,0.5000,0.5
10,0.0,456,17,1.0665,61.77,59.68,1.0,H,0.0444,above_bound,0.5000,0.5
10,0.0,456,18,1.0198,63.45,61.36,1.0,H,0.0465,above_bound,0.5000,0.5
10,0.0,456,19,0.9528,65.88,66.27,1.0,H,0.0441,above_bound,0.5000,0.5
10,0.0,456,20,0.9040,67.83,68.82,1.0,H,0.0419,above_bound,0.5000,0.5
10,0.0,456,21,0.8330,70.71,64.83,1.0,H,0.0311,above_bound,0.5000,0.5
10,0.0,456,22,0.8178,71.10,64.86,1.0,H,0.0386,above_bound,0.5000,0.5
10,0.0,456,23,0.7360,74.27,72.39,1.0,H,0.0301,above_bound,0.5000,0.5
10,0.0,456,24,0.7386,74.18,72.53,1.0,H,0.0324,above_bound,0.5000,0.5
10,0.0,456,25,0.6878,76.16,68.88,1.0,H,0.0276,above_bound,0.5000,0.5
10,0.0,456,26,0.6757,76.40,74.72,1.0,H,0.0324,above_bound,0.5000,0.5
10,0.0,456,27,0.6585,77.19,75.18,1.0,H,0.0271,above_bound,0.5000,0.5
10,0.0,456,28,0.6286,78.09,75.20,1.0,H,0.0287,above_bound,0.5000,0.5
10,0.0,456,29,0.6110,78.83,77.07,1.0,H,0.0296,above_bound,0.5000,0.5
10,0.0,456,30,0.5906,79.73,76.23,1.0,H,0.0244,above_bound,0.5000,0.5
10,0.0,456,31,0.6159,78.60,72.38,1.0,H,0.0750,above_bound,0.9500,0.5
10,0.0,456,32,0.6311,78.18,79.93,1.0,H,0.0851,above_bound,0.9500,0.5
10,0.0,456,33,0.5659,80.35,78.43,1.0,H,0.0589,above_bound,0.9500,0.5
10,0.0,456,34,0.5696,80.12,76.18,1.0,H,0.0664,above_bound,0.9500,0.5
10,0.0,456,35,0.5491,81.05,79.53,1.0,H,0.0624,above_bound,0.9500,0.5
10,0.0,456,36,0.5419,81.22,75.89,1.0,H,0.0610,above_bound,0.9500,0.5
10,0.0,456,37,0.5327,81.38,79.69,1.0,H,0.0603,above_bound,0.9500,0.5
10,0.0,456,38,0.5127,82.17,77.88,1.0,H,0.0520,above_bound,0.9500,0.5
10,0.0,456,39,0.4865,83.22,77.85,1.0,H,0.0465,above_bound,0.9500,0.5
10,0.0,456,40,0.5128,82.28,78.56,1.0,H,0.0606,above_bound,0.9500,0.5
10,0.0,456,41,0.3999,86.21,85.02,1.0,H,0.0118,above_bound,0.9500,0.5
10,0.0,456,42,0.3722,87.39,85.40,1.0,H,0.0022,above_bound,0.9500,0.5
10,0.0,456,43,0.3601,87.75,85.34,1.0,H,0.0033,above_bound,0.9500,0.5
10,0.0,456,44,0.3561,87.75,85.58,1.0,H,0.0024,above_bound,0.9500,0.5
10,0.0,456,45,0.3508,87.86,85.73,1.0,H,0.0019,above_bound,0.9500,0.5
10,0.0,456,46,0.3487,88.04,85.71,1.0,H,-0.0016,above_bound,0.9500,0.5
10,0.0,456,47,0.3427,88.31,85.68,1.0,H,0.0018,above_bound,0.9500,0.5
10,0.0,456,48,0.3384,88.35,85.81,1.0,H,0.0030,above_bound,0.9500,0.5
10,0.0,456,49,0.3388,88.30,85.72,1.0,H,0.0027,above_bound,0.9500,0.5
10,0.0,456,50,0.3337,88.55,86.08,1.0,H,-0.0014,above_bound,0.9500,0.5
