tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,42,1,2.4457,19.52,21.96,1.0,H,0.1091,above_bound,0.0000,0.5
5,0.0,42,2,2.2989,14.67,17.53,1.0,H,0.1617,above_bound,0.7929,0.5
5,0.0,42,3,2.0220,22.53,27.09,1.0,H,0.2860,above_bound,0.7929,0.5
5,0.0,42,4,1.8843,27.81,28.13,1.0,H,0.2746,above_bound,0.7929,0.5
5,0.0,42,5,1.7673,32.27,36.82,1.0,H,0.2717,above_bound,0.7929,0.5
5,0.0,42,6,1.6831,35.88,38.66,1.0,H,0.2608,above_bound,0.7929,0.5
5,0.0,42,7,1.6008,40.05,41.99,1.0,H,0.2443,above_bound,0.7929,0.5
5,0.0,42,8,1.5067,43.86,42.02,1.0,H,0.2407,above_bound,0.7929,0.5
5,0.0,42,9,1.3866,48.82,43.97,1.0,H,0.2068,above_bound,0.7929,0.5
5,0.0,42,10,1.2987,52.36,47.43,1.0,H,0.1987,above_bound,0.7929,0.5
5,0.0,42,11,1.1580,58.22,55.43,1.0,H,0.1578,above_bound,0.7929,0.5
5,0.0,42,12,1.0656,61.64,59.55,1.0,H,0.1457,above_bound,0.7929,0.5
5,0.0,42,13,0.9833,64.81,64.83,1.0,H,0.1317,above_bound,0.7929,0.5
5,0.0,42,14,0.9121,67.43,60.24,1.0,H,0.1225,above_bound,0.7929,0.5
5,0.0,42,15,0.8648,69.73,67.59,1.0,H,0.1176,above_bound,0.7929,0.5
5,0.0,42,16,0.7896,72.10,65.63,1.0,H,0.0981,above_bound,0.7929,0.5
5,0.0,42,17,0.7756,72.79,66.00,1.0,H,0.1074,above_bound,0.7929,0.5
5,0.0,42,18,0.7307,74.43,66.06,1.0,H,0.0939,above_bound,0.7929,0.5
5,0.0,42,19,0.6724,76.46,72.22,1.0,H,0.0732,above_bound,0.7929,0.5
5,0.0,42,20,0.6712,76.65,68.24,1.0,H,0.0899,above_bound,0.7929,0.5
5,0.0,42,21,0.6369,77.68,71.82,1.0,H,0.0763,above_bound,0.7929,0.5
5,0.0,42,22,0.6220,78.35,73.43,1.0,H,0.0767,above_bound,0.7929,0.5
5,0.0,42,23,0.5991,79.09,78.04,1.0,H,0.0750,above_bound,0.7929,0.5
5,0.0,42,24,0.5691,80.21,74.68,1.0,H,0.0647,above_bound,0.7929,0.5
5,0.0,42,25,0.5712,80.36,70.07,1.0,H,0.0710,above_bound,0.7929,0.5
5,0.0,42,26,0.5500,81.00,80.87,1.0,H,0.0678,above_bound,0.7929,0.5
5,0.0,42,27,0.5165,82.03,80.53,1.0,H,0.0566,above_bound,0.7929,0.5
5,0.0,42,28,0.5076,82.34,77.70,1.0,H,0.0599,above_bound,0.7929,0.5
5,0.0,42,29,0.5080,82.30,78.58,1.0,H,0.0645,above_bound,0.7929,0.5
5,0.0,42,30,0.4906,82.98,75.22,1.0,H,0.0576,above_bound,0.7929,0.5
5,0.0,42,31,0.3736,87.17,86.03,1.0,H,0.0141,above_bound,0.9500,0.5
5,0.0,42,32,0.3585,87.67,85.33,1.0,H,0.0148,above_bound,0.9500,0.5
5,0.0,42,33,0.3454,87.95,85.71,1.0,H,0.0149,above_bound,0.9500,0.5
5,0.0,42,34,0.3426,88.12,85.91,1.0,H,0.0159,above_bound,0.9500,0.5
5,0.0,42,35,0.3312,88.67,85.94,1.0,H,0.0193,above_bound,0.9500,0.5
5,0.0,42,36,0.3269,88.56,84.82,1.0,H,0.0201,above_bound,0.9500,0.5
5,0.0,42,37,0.3259,88.86,86.14,1.0,H,0.0257,above_bound,0.9500,0.5
5,0.0,42,38,0.3235,88.84,85.83,1.0,H,0.0265,above_bound,0.9500,0.5
5,0.0,42,39,0.3161,88.96,84.81,1.0,H,0.0268,above_bound,0.9500,0.5
5,0.0,42,40,0.3156,88.77,85.47,1.0,H,0.0249,above_bound,0.9500,0.5
5,0.0,42,41,0.2695,90.67,87.41,1.0,H,0.0075,above_bound,0.9500,0.5
5,0.0,42,42,0.2558,91.22,87.60,1.0,H,0.0024,above_bound,0.9500,0.5
5,0.0,42,43,0.2487,91.36,87.83,1.0,H,0.0004,above_bound,0.9500,0.5
5,0.0,42,44,0.2466,91.57,87.76,1.0,H,0.0035,above_bound,0.9500,0.5
5,0.0,42,45,0.2431,91.51,87.94,1.0,H,0.0011,above_bound,0.9500,0.5
5,0.0,42,46,0.2443,91.55,87.91,1.0,H,0.0042,above_bound,0.9500,0.5
5,0.0,42,47,0.2396,91.69,87.93,1.0,H,0.0004,above_bound,0.9500,0.5
5,0.0,42,48,0.2388,91.73,88.01,1.0,H,0.0015,above_bound,0.9500,0.5
5,0.0,42,49,0.2351,91.84,87.91,1.0,H,-0.0038,above_bound,0.9500,0.5
5,0.0,42,50,0.2354,91.75,88.04,1.0,H,0.0027,above_bound,0.9500,0.5
