tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.4,123,1,1.5749,41.84,42.67,1.0,E,
0,0.4,123,2,1.1692,57.61,60.10,1.0,E,
0,0.4,123,3,0.9808,64.63,62.85,1.0,E,
0,0.4,123,4,0.8599,69.46,66.97,1.0,E,
0,0.4,123,5,0.7607,73.33,72.67,1.0,E,
0,0.4,123,6,0.6979,75.38,72.29,1.0,E,
0,0.4,123,7,0.6410,77.70,69.04,1.0,E,
0,0.4,123,8,0.6059,78.98,63.74,1.0,E,
0,0.4,123,9,0.5729,79.98,76.38,1.0,E,
0,0.4,123,10,0.5447,81.10,76.51,1.0,E,
0,0.4,123,11,0.5156,82.10,76.00,1.0,E,
0,0.4,123,12,0.4952,82.82,75.41,1.0,E,
0,0.4,123,13,0.4741,83.66,78.64,1.0,E,
0,0.4,123,14,0.4568,84.28,78.23,1.0,E,
0,0.4,123,15,0.4433,84.45,78.67,1.0,E,
0,0.4,123,16,0.4296,85.10,74.57,1.0,E,
0,0.4,123,17,0.4145,85.50,82.38,1.0,E,
0,0.4,123,18,0.4037,86.14,82.29,1.0,E,
0,0.4,123,19,0.3905,86.41,82.21,1.0,E,
0,0.4,123,20,0.3793,86.80,81.24,1.0,E,
0,0.4,123,21,0.3675,87.12,83.83,1.0,E,
0,0.4,123,22,0.3610,87.46,79.95,1.0,E,
0,0.4,123,23,0.3508,87.80,84.10,1.0,E,
0,0.4,123,24,0.3388,88.30,80.23,1.0,E,
0,0.4,123,25,0.3339,88.34,83.85,1.0,E,
0,0.4,123,26,0.3263,88.66,82.75,1.0,E,
0,0.4,123,27,0.3197,88.69,84.54,1.0,E,
0,0.4,123,28,0.3116,89.12,81.44,1.0,E,
0,0.4,123,29,0.2996,89.53,85.57,1.0,E,
0,0.4,123,30,0.2992,89.45,85.24,1.0,E,
0,0.4,123,31,0.2373,91.89,87.80,1.0,E,
0,0.4,123,32,0.2175,92.57,87.69,1.0,E,
0,0.4,123,33,0.2141,92.63,87.94,1.0,E,
0,0.4,123,34,0.2065,92.79,87.91,1.0,E,
0,0.4,123,35,0.2023,92.94,88.00,1.0,E,
0,0.4,123,36,0.2005,93.18,87.96,1.0,E,
0,0.4,123,37,0.2001,93.12,88.05,1.0,E,
0,0.4,123,38,0.1943,93.45,88.01,1.0,E,
0,0.4,123,39,0.1921,93.48,88.00,1.0,E,
0,0.4,123,40,0.1916,93.43,88.03,1.0,E,
0,0.4,123,41,0.1853,93.63,88.04,1.0,E,
0,0.4,123,42,0.1839,93.66,88.03,1.0,E,
0,0.4,123,43,0.1826,93.74,88.00,1.0,E,
0,0.4,123,44,0.1829,93.83,88.05,1.0,E,
0,0.4,123,45,0.1806,93.81,88.08,1.0,E,
0,0.4,123,46,0.1830,93.72,88.25,1.0,E,
0,0.4,123,47,0.1800,93.85,88.09,1.0,E,
0,0.4,123,48,0.1811,93.89,88.24,1.0,E,
0,0.4,123,49,0.1807,93.83,88.21,1.0,E,
0,0.4,123,50,0.1806,93.75,88.16,1.0,E,
