tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,-0.5,123,1,4.2441,10.55,10.86,1.0,F,0.0985
20,-0.5,123,2,2.3039,12.04,12.49,1.0,F,0.0227
20,-0.5,123,3,2.2916,12.91,12.39,1.0,F,0.0262
20,-0.5,123,4,2.2817,13.33,12.89,1.0,F,0.0131
20,-0.5,123,5,2.2742,13.98,13.62,1.0,F,0.0150
20,-0.5,123,6,2.2337,17.03,17.35,1.0,F,0.0334
20,-0.5,123,7,2.0828,20.47,21.34,1.0,F,0.0568
20,-0.5,123,8,2.0075,22.90,24.71,1.0,F,0.0250
20,-0.5,123,9,1.9721,24.54,26.35,1.0,F,0.0302
20,-0.5,123,10,1.9385,26.09,27.13,1.0,F,0.0284
20,-0.5,123,11,1.8613,28.65,31.28,1.0,F,0.0289
20,-0.5,123,12,1.8239,30.52,34.32,1.0,F,0.0214
20,-0.5,123,13,1.7626,32.40,34.45,1.0,F,0.0206
20,-0.5,123,14,1.7153,34.86,34.64,1.0,F,0.0229
20,-0.5,123,15,1.6745,37.02,36.46,1.0,F,0.0150
20,-0.5,123,16,1.6166,38.78,43.34,1.0,F,0.0195
20,-0.5,123,17,1.5938,40.20,42.51,1.0,F,0.0210
20,-0.5,123,18,1.5464,42.29,43.78,1.0,F,0.0221
20,-0.5,123,19,1.4908,44.40,41.94,1.0,F,0.0094
20,-0.5,123,20,1.4494,46.24,42.10,1.0,F,0.0161
20,-0.5,123,21,1.4174,47.93,47.34,1.0,F,0.0187
20,-0.5,123,22,1.3498,50.06,45.17,1.0,F,0.0104
20,-0.5,123,23,1.3043,52.06,49.60,1.0,F,0.0140
20,-0.5,123,24,1.3204,51.52,56.58,1.0,F,0.0170
20,-0.5,123,25,1.2167,55.38,52.47,1.0,F,0.0052
20,-0.5,123,26,1.1877,56.59,51.19,1.0,F,0.0180
20,-0.5,123,27,1.1724,57.28,60.00,1.0,F,0.0127
20,-0.5,123,28,1.1391,58.62,50.98,1.0,F,0.0162
20,-0.5,123,29,1.0791,60.87,61.94,1.0,F,0.0181
20,-0.5,123,30,1.0833,60.72,61.10,1.0,F,0.0105
20,-0.5,123,31,0.9302,66.73,68.10,1.0,F,0.0305
20,-0.5,123,32,0.9038,67.65,68.20,1.0,F,0.0091
20,-0.5,123,33,0.8938,68.11,68.54,1.0,F,0.0022
20,-0.5,123,34,0.8895,68.26,68.94,1.0,F,0.0047
20,-0.5,123,35,0.8819,68.58,69.01,1.0,F,0.0050
20,-0.5,123,36,0.8726,68.74,69.39,1.0,F,0.0018
20,-0.5,123,37,0.8665,68.85,69.73,1.0,F,0.0014
20,-0.5,123,38,0.8617,69.22,69.50,1.0,F,0.0039
20,-0.5,123,39,0.8550,69.32,69.76,1.0,F,0.0010
20,-0.5,123,40,0.8469,69.86,70.15,1.0,F,0.0049
20,-0.5,123,41,0.8453,69.75,70.20,1.0,F,0.0027
20,-0.5,123,42,0.8429,69.82,70.20,1.0,F,0.0013
20,-0.5,123,43,0.8440,69.82,70.15,1.0,F,0.0050
20,-0.5,123,44,0.8454,69.86,70.12,1.0,F,-0.0024
20,-0.5,123,45,0.8410,69.93,70.30,1.0,F,-0.0019
20,-0.5,123,46,0.8435,69.74,70.45,1.0,F,0.0009
20,-0.5,123,47,0.8397,69.95,70.53,1.0,F,0.0014
20,-0.5,123,48,0.8417,69.97,70.43,1.0,F,0.0014
20,-0.5,123,49,0.8380,70.13,70.24,1.0,F,-0.0009
20,-0.5,123,50,0.8425,69.95,70.45,1.0,F,-0.0006
