tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,456,1,3.3200,14.34,15.46,1.0,H,0.0961,above_bound,0.0000,0.7
10,0.0,456,2,2.2243,16.20,19.73,1.0,H,0.1477,above_bound,0.7000,0.7
10,0.0,456,3,2.0971,20.00,24.20,1.0,H,0.1683,above_bound,0.7000,0.7
10,0.0,456,4,1.9799,23.68,26.45,1.0,H,0.1450,above_bound,0.7000,0.7
10,0.0,456,5,1.9083,26.32,27.66,1.0,H,0.1449,above_bound,0.7000,0.7
10,0.0,456,6,1.8404,29.73,31.97,1.0,H,0.1522,above_bound,0.7000,0.7
10,0.0,456,7,1.7588,32.98,36.83,1.0,H,0.1515,above_bound,0.7000,0.7
10,0.0,456,8,1.6765,35.89,32.77,1.0,H,0.1279,above_bound,0.7000,0.7
10,0.0,456,9,1.6505,37.82,38.62,1.0,H,0.1390,above_bound,0.7000,0.7
10,0.0,456,10,1.5951,40.06,36.04,1.0,H,0.1262,above_bound,0.7000,0.7
10,0.0,456,11,1.5344,43.48,43.47,1.0,H,0.1239,above_bound,0.7000,0.7
10,0.0,456,12,1.4681,45.68,42.55,1.0,H,0.1047,above_bound,0.7000,0.7
10,0.0,456,13,1.4174,47.78,48.43,1.0,H,0.1052,above_bound,0.7000,0.7
10,0.0,456,14,1.3429,50.72,45.80,1.0,H,0.1008,above_bound,0.7000,0.7
10,0.0,456,15,1.2945,52.65,54.78,1.0,H,0.1030,above_bound,0.7000,0.7
10,0.0,456,16,1.2204,55.71,54.94,1.0,H,0.0927,above_bound,0.7000,0.7
10,0.0,456,17,1.1614,57.95,55.87,1.0,H,0.0856,above_bound,0.7000,0.7
10,0.0,456,18,1.1336,59.41,57.14,1.0,H,0.0876,above_bound,0.7000,0.7
10,0.0,456,19,1.0649,61.61,56.40,1.0,H,0.0779,above_bound,0.7000,0.7
10,0.0,456,20,1.0227,63.36,56.55,1.0,H,0.0807,above_bound,0.7000,0.7
10,0.0,456,21,0.9827,65.33,64.99,1.0,H,0.0773,above_bound,0.7000,0.7
10,0.0,456,22,0.9245,67.04,62.48,1.0,H,0.0683,above_bound,0.7000,0.7
10,0.0,456,23,0.8479,70.13,66.72,1.0,H,0.0587,above_bound,0.7000,0.7
10,0.0,456,24,0.8630,69.51,64.29,1.0,H,0.0677,above_bound,0.7000,0.7
10,0.0,456,25,0.7968,72.26,69.46,1.0,H,0.0566,above_bound,0.7000,0.7
10,0.0,456,26,0.7771,72.92,69.12,1.0,H,0.0598,above_bound,0.7000,0.7
10,0.0,456,27,0.7304,74.48,60.18,1.0,H,0.0434,above_bound,0.7000,0.7
10,0.0,456,28,0.7231,74.84,70.83,1.0,H,0.0532,above_bound,0.7000,0.7
10,0.0,456,29,0.7052,75.27,72.47,1.0,H,0.0529,above_bound,0.7000,0.7
10,0.0,456,30,0.6658,76.86,73.53,1.0,H,0.0458,above_bound,0.7000,0.7
10,0.0,456,31,0.5453,80.92,80.43,1.0,H,0.0374,above_bound,0.9500,0.7
10,0.0,456,32,0.5271,81.61,79.50,1.0,H,0.0369,above_bound,0.9500,0.7
10,0.0,456,33,0.5205,81.94,80.93,1.0,H,0.0421,above_bound,0.9500,0.7
10,0.0,456,34,0.5014,82.62,80.29,1.0,H,0.0339,above_bound,0.9500,0.7
10,0.0,456,35,0.5094,82.33,80.90,1.0,H,0.0490,above_bound,0.9500,0.7
10,0.0,456,36,0.5045,82.43,77.52,1.0,H,0.0496,above_bound,0.9500,0.7
10,0.0,456,37,0.5137,82.15,81.57,1.0,H,0.0604,above_bound,0.9500,0.7
10,0.0,456,38,0.4859,83.09,79.03,1.0,H,0.0491,above_bound,0.9500,0.7
10,0.0,456,39,0.4905,82.99,79.91,1.0,H,0.0555,above_bound,0.9500,0.7
10,0.0,456,40,0.4738,83.45,81.48,1.0,H,0.0470,above_bound,0.9500,0.7
10,0.0,456,41,0.3967,86.30,85.09,1.0,H,0.0093,above_bound,0.9500,0.7
10,0.0,456,42,0.3772,86.89,85.00,1.0,H,0.0001,above_bound,0.9500,0.7
10,0.0,456,43,0.3706,87.20,85.02,1.0,H,0.0030,above_bound,0.9500,0.7
10,0.0,456,44,0.3630,87.54,85.03,1.0,H,0.0032,above_bound,0.9500,0.7
10,0.0,456,45,0.3603,87.59,85.09,1.0,H,0.0017,above_bound,0.9500,0.7
10,0.0,456,46,0.3591,87.61,85.29,1.0,H,-0.0025,above_bound,0.9500,0.7
10,0.0,456,47,0.3561,87.56,85.39,1.0,H,0.0016,above_bound,0.9500,0.7
10,0.0,456,48,0.3547,87.72,85.22,1.0,H,0.0015,above_bound,0.9500,0.7
10,0.0,456,49,0.3515,87.74,85.40,1.0,H,0.0005,above_bound,0.9500,0.7
10,0.0,456,50,0.3467,88.12,85.27,1.0,H,0.0023,above_bound,0.9500,0.7
