tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,-0.5,456,1,2.3598,22.00,31.67,1.0,F,0.0875
5,-0.5,456,2,1.7712,32.17,35.95,1.0,F,0.0689
5,-0.5,456,3,1.6363,37.95,36.45,1.0,F,0.0571
5,-0.5,456,4,1.5301,42.79,40.43,1.0,F,0.0510
5,-0.5,456,5,1.4373,46.71,45.30,1.0,F,0.0520
5,-0.5,456,6,1.3398,50.53,51.37,1.0,F,0.0498
5,-0.5,456,7,1.2253,55.18,51.20,1.0,F,0.0484
5,-0.5,456,8,1.1441,58.52,59.56,1.0,F,0.0510
5,-0.5,456,9,1.0727,61.22,61.32,1.0,F,0.0457
5,-0.5,456,10,0.9921,64.38,60.19,1.0,F,0.0442
5,-0.5,456,11,0.9299,66.89,65.27,1.0,F,0.0434
5,-0.5,456,12,0.8654,69.40,67.88,1.0,F,0.0394
5,-0.5,456,13,0.8232,70.81,73.23,1.0,F,0.0386
5,-0.5,456,14,0.7778,72.68,72.85,1.0,F,0.0315
5,-0.5,456,15,0.7499,73.64,70.50,1.0,F,0.0298
5,-0.5,456,16,0.7087,75.12,71.08,1.0,F,0.0304
5,-0.5,456,17,0.6844,76.00,73.79,1.0,F,0.0344
5,-0.5,456,18,0.6543,77.10,70.74,1.0,F,0.0314
5,-0.5,456,19,0.6378,77.75,75.12,1.0,F,0.0318
5,-0.5,456,20,0.6180,78.70,73.53,1.0,F,0.0299
5,-0.5,456,21,0.5912,79.47,76.70,1.0,F,0.0318
5,-0.5,456,22,0.5818,79.79,76.98,1.0,F,0.0303
5,-0.5,456,23,0.5680,80.34,76.31,1.0,F,0.0281
5,-0.5,456,24,0.5488,80.95,74.14,1.0,F,0.0277
5,-0.5,456,25,0.5398,81.10,78.10,1.0,F,0.0268
5,-0.5,456,26,0.5245,81.92,75.92,1.0,F,0.0267
5,-0.5,456,27,0.5125,82.17,74.94,1.0,F,0.0288
5,-0.5,456,28,0.5000,82.52,77.97,1.0,F,0.0255
5,-0.5,456,29,0.4839,83.11,80.68,1.0,F,0.0199
5,-0.5,456,30,0.4774,83.37,78.39,1.0,F,0.0287
5,-0.5,456,31,0.4146,85.59,84.26,1.0,F,0.0104
5,-0.5,456,32,0.4017,86.07,84.24,1.0,F,0.0048
5,-0.5,456,33,0.3961,86.38,84.52,1.0,F,0.0019
5,-0.5,456,34,0.3930,86.43,84.41,1.0,F,0.0021
5,-0.5,456,35,0.3899,86.53,84.64,1.0,F,0.0008
5,-0.5,456,36,0.3861,86.57,84.67,1.0,F,0.0024
5,-0.5,456,37,0.3824,86.68,84.56,1.0,F,0.0027
5,-0.5,456,38,0.3809,86.81,84.72,1.0,F,0.0015
5,-0.5,456,39,0.3788,86.86,84.60,1.0,F,0.0042
5,-0.5,456,40,0.3803,86.71,84.41,1.0,F,0.0026
5,-0.5,456,41,0.3718,87.15,84.58,1.0,F,0.0040
5,-0.5,456,42,0.3735,87.14,84.62,1.0,F,-0.0006
5,-0.5,456,43,0.3728,87.14,84.57,1.0,F,0.0003
5,-0.5,456,44,0.3687,87.20,84.73,1.0,F,0.0014
5,-0.5,456,45,0.3718,87.11,84.52,1.0,F,0.0019
5,-0.5,456,46,0.3726,87.20,84.55,1.0,F,-0.0013
5,-0.5,456,47,0.3698,87.15,84.57,1.0,F,0.0007
5,-0.5,456,48,0.3717,87.20,84.72,1.0,F,0.0017
5,-0.5,456,49,0.3707,87.19,84.67,1.0,F,-0.0000
5,-0.5,456,50,0.3697,87.29,84.60,1.0,F,-0.0007
