tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,0.0,456,1,3.4208,14.57,20.36,0.223607,C,0.0830
20,0.0,456,2,2.0681,22.98,27.62,0.223607,C,0.0538
20,0.0,456,3,1.9555,26.80,27.70,0.223607,C,0.0265
20,0.0,456,4,1.8723,29.88,33.22,0.223607,C,0.0303
20,0.0,456,5,1.7928,31.82,32.25,0.223607,C,0.0218
20,0.0,456,6,1.7364,33.68,34.59,0.223607,C,0.0334
20,0.0,456,7,1.6679,36.10,36.98,0.223607,C,0.0215
20,0.0,456,8,1.6460,36.59,39.71,0.223607,C,0.0253
20,0.0,456,9,1.5982,39.30,38.97,0.223607,C,0.0250
20,0.0,456,10,1.5856,39.68,42.47,0.223607,C,0.0241
20,0.0,456,11,1.5162,43.21,44.59,0.223607,C,0.0229
20,0.0,456,12,1.4932,44.19,40.98,0.223607,C,0.0269
20,0.0,456,13,1.4433,45.91,44.55,0.223607,C,0.0227
20,0.0,456,14,1.4189,47.07,48.13,0.223607,C,0.0190
20,0.0,456,15,1.3819,48.67,51.13,0.223607,C,0.0269
20,0.0,456,16,1.3384,50.52,52.57,0.223607,C,0.0188
20,0.0,456,17,1.3060,51.58,50.79,0.223607,C,0.0185
20,0.0,456,18,1.3049,51.72,50.88,0.223607,C,0.0208
20,0.0,456,19,1.2471,54.58,55.55,0.223607,C,0.0231
20,0.0,456,20,1.2257,54.89,58.20,0.223607,C,0.0239
20,0.0,456,21,1.1938,56.39,56.18,0.223607,C,0.0232
20,0.0,456,22,1.1448,58.43,58.60,0.223607,C,0.0107
20,0.0,456,23,1.1264,58.92,56.64,0.223607,C,0.0139
20,0.0,456,24,1.1194,59.00,58.95,0.223607,C,0.0175
20,0.0,456,25,1.1015,59.71,55.76,0.223607,C,0.0111
20,0.0,456,26,1.0554,61.59,59.11,0.223607,C,0.0190
20,0.0,456,27,1.0267,62.89,63.96,0.223607,C,0.0220
20,0.0,456,28,1.0235,62.50,61.97,0.223607,C,0.0175
20,0.0,456,29,1.0032,63.65,63.91,0.223607,C,0.0192
20,0.0,456,30,0.9536,65.72,65.01,0.223607,C,0.0155
20,0.0,456,31,0.8733,68.88,69.68,0.223607,C,0.0214
20,0.0,456,32,0.8553,69.73,69.93,0.223607,C,0.0035
20,0.0,456,33,0.8514,69.79,70.16,0.223607,C,0.0028
20,0.0,456,34,0.8462,69.94,70.07,0.223607,C,0.0020
20,0.0,456,35,0.8431,70.13,70.07,0.223607,C,0.0019
20,0.0,456,36,0.8371,70.26,70.29,0.223607,C,0.0023
20,0.0,456,37,0.8338,70.36,70.18,0.223607,C,-0.0002
20,0.0,456,38,0.8326,70.37,70.62,0.223607,C,0.0043
20,0.0,456,39,0.8309,70.38,70.49,0.223607,C,-0.0035
20,0.0,456,40,0.8297,70.51,70.62,0.223607,C,0.0026
20,0.0,456,41,0.8245,70.58,70.57,0.223607,C,0.0037
20,0.0,456,42,0.8229,70.75,70.57,0.223607,C,0.0018
20,0.0,456,43,0.8240,70.69,70.51,0.223607,C,-0.0041
20,0.0,456,44,0.8224,70.99,70.54,0.223607,C,0.0010
20,0.0,456,45,0.8203,70.83,70.89,0.223607,C,-0.0003
20,0.0,456,46,0.8239,70.59,70.55,0.223607,C,0.0009
20,0.0,456,47,0.8234,70.67,70.65,0.223607,C,-0.0027
20,0.0,456,48,0.8226,70.78,70.68,0.223607,C,0.0036
20,0.0,456,49,0.8229,70.65,70.70,0.223607,C,0.0009
20,0.0,456,50,0.8203,70.89,70.73,0.223607,C,0.0022
