tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,456,1,2.5256,19.03,26.18,1.0,G,0.1006,at_bound,0.0000
5,0.0,456,2,1.8958,28.31,33.41,1.0,G,0.1250,at_bound,0.2929
5,0.0,456,3,1.7153,34.18,35.87,1.0,G,0.1082,at_bound,0.2929
5,0.0,456,4,1.6265,38.34,42.74,1.0,G,0.1045,at_bound,0.2929
5,0.0,456,5,1.5271,42.43,42.09,1.0,G,0.0917,at_bound,0.2929
5,0.0,456,6,1.4148,47.17,48.17,1.0,G,0.0983,at_bound,0.2929
5,0.0,456,7,1.2939,52.21,40.47,1.0,G,0.0859,at_bound,0.2929
5,0.0,456,8,1.1741,57.28,56.34,1.0,G,0.0789,at_bound,0.2929
5,0.0,456,9,1.0760,61.10,56.82,1.0,G,0.0755,at_bound,0.2929
5,0.0,456,10,0.9855,64.40,62.52,1.0,G,0.0676,at_bound,0.2929
5,0.0,456,11,0.9019,67.69,65.94,1.0,G,0.0629,at_bound,0.2929
5,0.0,456,12,0.8235,70.99,66.73,1.0,G,0.0553,at_bound,0.2929
5,0.0,456,13,0.7740,72.84,71.42,1.0,G,0.0512,at_bound,0.2929
5,0.0,456,14,0.7243,74.41,72.04,1.0,G,0.0461,at_bound,0.2929
5,0.0,456,15,0.6872,76.03,72.54,1.0,G,0.0430,at_bound,0.2929
5,0.0,456,16,0.6562,77.06,73.98,1.0,G,0.0398,at_bound,0.2929
5,0.0,456,17,0.6224,78.38,75.10,1.0,G,0.0441,at_bound,0.2929
5,0.0,456,18,0.5917,79.34,76.66,1.0,G,0.0374,at_bound,0.2929
5,0.0,456,19,0.5777,79.89,70.67,1.0,G,0.0346,at_bound,0.2929
5,0.0,456,20,0.5510,81.05,72.51,1.0,G,0.0312,at_bound,0.2929
5,0.0,456,21,0.5292,81.70,74.05,1.0,G,0.0362,at_bound,0.2929
5,0.0,456,22,0.5185,81.94,76.00,1.0,G,0.0323,at_bound,0.2929
5,0.0,456,23,0.5029,82.39,74.25,1.0,G,0.0329,at_bound,0.2929
5,0.0,456,24,0.4903,83.09,80.64,1.0,G,0.0362,at_bound,0.2929
5,0.0,456,25,0.4697,83.69,78.14,1.0,G,0.0292,at_bound,0.2929
5,0.0,456,26,0.4637,84.04,79.59,1.0,G,0.0323,at_bound,0.2929
5,0.0,456,27,0.4470,84.54,73.57,1.0,G,0.0303,at_bound,0.2929
5,0.0,456,28,0.4332,84.82,78.98,1.0,G,0.0306,at_bound,0.2929
5,0.0,456,29,0.4186,85.44,81.22,1.0,G,0.0235,at_bound,0.2929
5,0.0,456,30,0.4157,85.60,80.80,1.0,G,0.0294,at_bound,0.2929
5,0.0,456,31,0.3405,88.30,86.06,1.0,G,0.0104,at_bound,0.7764
5,0.0,456,32,0.3260,88.75,86.10,1.0,G,0.0110,at_bound,0.7764
5,0.0,456,33,0.3195,88.88,85.98,1.0,G,0.0062,at_bound,0.7764
5,0.0,456,34,0.3145,89.09,85.99,1.0,G,0.0097,at_bound,0.7764
5,0.0,456,35,0.3095,89.27,85.87,1.0,G,0.0085,at_bound,0.7764
5,0.0,456,36,0.3058,89.36,85.99,1.0,G,0.0114,at_bound,0.7764
5,0.0,456,37,0.3014,89.42,86.02,1.0,G,0.0106,at_bound,0.7764
5,0.0,456,38,0.2995,89.61,86.10,1.0,G,0.0093,at_bound,0.7764
5,0.0,456,39,0.2945,89.75,86.07,1.0,G,0.0135,at_bound,0.7764
5,0.0,456,40,0.2922,89.79,86.11,1.0,G,0.0110,at_bound,0.7764
5,0.0,456,41,0.2696,90.78,86.83,1.0,G,0.0044,at_bound,0.9293
5,0.0,456,42,0.2651,90.70,86.72,1.0,G,0.0024,at_bound,0.9293
5,0.0,456,43,0.2623,90.91,87.01,1.0,G,0.0030,at_bound,0.9293
5,0.0,456,44,0.2604,90.90,86.91,1.0,G,0.0043,at_bound,0.9293
5,0.0,456,45,0.2602,90.80,86.67,1.0,G,-0.0001,at_bound,0.9293
5,0.0,456,46,0.2607,90.96,86.99,1.0,G,0.0039,at_bound,0.9293
5,0.0,456,47,0.2537,91.37,86.59,1.0,G,0.0037,at_bound,0.9293
5,0.0,456,48,0.2521,91.31,86.77,1.0,G,0.0040,at_bound,0.9293
5,0.0,456,49,0.2525,91.22,86.69,1.0,G,0.0049,at_bound,0.9293
5,0.0,456,50,0.2493,91.34,86.95,1.0,G,-0.0014,at_bound,0.9293
