tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
10,-0.1,42,1,3.0642,10.78,11.01,1.0,F,0.1197
10,-0.1,42,2,2.2472,14.60,21.05,1.0,F,0.0624
10,-0.1,42,3,2.0957,20.77,25.09,1.0,F,0.0584
10,-0.1,42,4,1.9596,24.09,21.21,1.0,F,0.0431
10,-0.1,42,5,1.8829,27.04,29.66,1.0,F,0.0533
10,-0.1,42,6,1.7969,31.17,33.95,1.0,F,0.0427
10,-0.1,42,7,1.7355,34.12,35.86,1.0,F,0.0264
10,-0.1,42,8,1.6854,36.16,36.24,1.0,F,0.0377
10,-0.1,42,9,1.6238,38.74,42.52,1.0,F,0.0489
10,-0.1,42,10,1.5798,40.35,42.93,1.0,F,0.0379
10,-0.1,42,11,1.5290,42.85,45.03,1.0,F,0.0392
10,-0.1,42,12,1.4623,46.01,48.26,1.0,F,0.0370
10,-0.1,42,13,1.4159,47.36,46.23,1.0,F,0.0280
10,-0.1,42,14,1.3552,50.22,48.85,1.0,F,0.0338
10,-0.1,42,15,1.3320,50.94,50.54,1.0,F,0.0286
10,-0.1,42,16,1.2586,53.82,50.21,1.0,F,0.0326
10,-0.1,42,17,1.2149,55.47,51.32,1.0,F,0.0231
10,-0.1,42,18,1.1590,58.18,60.55,1.0,F,0.0262
10,-0.1,42,19,1.1126,59.61,60.15,1.0,F,0.0314
10,-0.1,42,20,1.0719,61.63,57.77,1.0,F,0.0307
10,-0.1,42,21,1.0059,64.10,61.38,1.0,F,0.0279
10,-0.1,42,22,0.9662,65.53,60.52,1.0,F,0.0298
10,-0.1,42,23,0.9028,68.15,65.90,1.0,F,0.0225
10,-0.1,42,24,0.8706,69.15,60.87,1.0,F,0.0302
10,-0.1,42,25,0.8403,70.28,67.83,1.0,F,0.0212
10,-0.1,42,26,0.7980,72.01,68.55,1.0,F,0.0170
10,-0.1,42,27,0.7686,73.09,69.19,1.0,F,0.0196
10,-0.1,42,28,0.7484,73.66,73.19,1.0,F,0.0260
10,-0.1,42,29,0.7069,75.32,70.95,1.0,F,0.0170
10,-0.1,42,30,0.6958,75.53,73.12,1.0,F,0.0183
10,-0.1,42,31,0.5965,79.45,78.89,1.0,F,0.0113
10,-0.1,42,32,0.5818,79.84,79.03,1.0,F,0.0014
10,-0.1,42,33,0.5717,80.27,79.48,1.0,F,0.0024
10,-0.1,42,34,0.5675,80.40,79.44,1.0,F,0.0007
10,-0.1,42,35,0.5635,80.53,79.70,1.0,F,-0.0003
10,-0.1,42,36,0.5604,80.71,79.67,1.0,F,0.0028
10,-0.1,42,37,0.5544,80.80,79.80,1.0,F,0.0016
10,-0.1,42,38,0.5519,80.80,79.81,1.0,F,0.0012
10,-0.1,42,39,0.5474,81.08,79.98,1.0,F,0.0079
10,-0.1,42,40,0.5468,80.88,79.91,1.0,F,-0.0001
10,-0.1,42,41,0.5404,81.25,80.06,1.0,F,0.0016
10,-0.1,42,42,0.5389,81.52,80.04,1.0,F,-0.0012
10,-0.1,42,43,0.5423,81.10,80.09,1.0,F,0.0043
10,-0.1,42,44,0.5405,81.19,80.24,1.0,F,-0.0010
10,-0.1,42,45,0.5367,81.38,80.20,1.0,F,0.0034
10,-0.1,42,46,0.5361,81.38,80.19,1.0,F,0.0035
10,-0.1,42,47,0.5398,81.11,80.15,1.0,F,0.0013
10,-0.1,42,48,0.5375,81.43,80.22,1.0,F,0.0014
10,-0.1,42,49,0.5367,81.51,80.14,1.0,F,-0.0025
10,-0.1,42,50,0.5369,81.41,80.08,1.0,F,0.0001
