tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,456,1,2.5256,19.03,26.18,1.0,G,0.1006,above_bound,0.0000
5,0.0,456,2,2.0763,22.47,22.10,1.0,G,0.1985,above_bound,0.5929
5,0.0,456,3,1.7961,31.49,36.48,1.0,G,0.1894,above_bound,0.5929
5,0.0,456,4,1.6633,36.71,38.83,1.0,G,0.1592,above_bound,0.5929
5,0.0,456,5,1.5791,40.04,41.22,1.0,G,0.1546,above_bound,0.5929
5,0.0,456,6,1.4783,44.73,42.71,1.0,G,0.1543,above_bound,0.5929
5,0.0,456,7,1.3464,49.86,51.97,1.0,G,0.1332,above_bound,0.5929
5,0.0,456,8,1.2163,55.91,51.32,1.0,G,0.1237,above_bound,0.5929
5,0.0,456,9,1.1040,60.08,58.98,1.0,G,0.1076,above_bound,0.5929
5,0.0,456,10,0.9903,64.31,62.85,1.0,G,0.0905,above_bound,0.5929
5,0.0,456,11,0.9163,67.30,65.24,1.0,G,0.0847,above_bound,0.5929
5,0.0,456,12,0.8418,69.95,67.28,1.0,G,0.0781,above_bound,0.5929
5,0.0,456,13,0.7655,73.08,67.88,1.0,G,0.0675,above_bound,0.5929
5,0.0,456,14,0.7113,74.83,73.45,1.0,G,0.0587,above_bound,0.5929
5,0.0,456,15,0.6719,76.51,75.68,1.0,G,0.0536,above_bound,0.5929
5,0.0,456,16,0.6330,78.06,75.77,1.0,G,0.0479,above_bound,0.5929
5,0.0,456,17,0.6086,78.61,74.13,1.0,G,0.0530,above_bound,0.5929
5,0.0,456,18,0.5701,80.19,78.78,1.0,G,0.0483,above_bound,0.5929
5,0.0,456,19,0.5527,80.88,68.83,1.0,G,0.0454,above_bound,0.5929
5,0.0,456,20,0.5376,81.42,72.88,1.0,G,0.0479,above_bound,0.5929
5,0.0,456,21,0.5111,82.25,79.05,1.0,G,0.0445,above_bound,0.5929
5,0.0,456,22,0.4978,82.59,82.10,1.0,G,0.0413,above_bound,0.5929
5,0.0,456,23,0.4759,83.52,80.54,1.0,G,0.0392,above_bound,0.5929
5,0.0,456,24,0.4664,83.75,78.88,1.0,G,0.0411,above_bound,0.5929
5,0.0,456,25,0.4480,84.42,77.98,1.0,G,0.0373,above_bound,0.5929
5,0.0,456,26,0.4452,84.57,79.87,1.0,G,0.0395,above_bound,0.5929
5,0.0,456,27,0.4276,85.07,78.52,1.0,G,0.0387,above_bound,0.5929
5,0.0,456,28,0.4117,85.69,80.09,1.0,G,0.0329,above_bound,0.5929
5,0.0,456,29,0.3997,86.05,82.69,1.0,G,0.0280,above_bound,0.5929
5,0.0,456,30,0.3958,86.23,80.56,1.0,G,0.0365,above_bound,0.5929
5,0.0,456,31,0.3400,88.02,82.86,1.0,G,0.0265,above_bound,0.9500
5,0.0,456,32,0.3508,87.75,85.35,1.0,G,0.0402,above_bound,0.9500
5,0.0,456,33,0.3366,88.26,84.80,1.0,G,0.0366,above_bound,0.9500
5,0.0,456,34,0.3309,88.50,83.37,1.0,G,0.0382,above_bound,0.9500
5,0.0,456,35,0.3396,87.88,84.59,1.0,G,0.0433,above_bound,0.9500
5,0.0,456,36,0.3196,88.72,85.05,1.0,G,0.0372,above_bound,0.9500
5,0.0,456,37,0.3122,89.06,84.88,1.0,G,0.0356,above_bound,0.9500
5,0.0,456,38,0.3077,89.38,85.68,1.0,G,0.0345,above_bound,0.9500
5,0.0,456,39,0.3073,89.18,85.48,1.0,G,0.0386,above_bound,0.9500
5,0.0,456,40,0.3125,88.97,83.79,1.0,G,0.0383,above_bound,0.9500
5,0.0,456,41,0.2416,91.75,88.03,1.0,G,0.0093,above_bound,0.9500
5,0.0,456,42,0.2208,92.44,88.21,1.0,G,0.0011,above_bound,0.9500
5,0.0,456,43,0.2109,92.79,88.41,1.0,G,0.0016,above_bound,0.9500
5,0.0,456,44,0.2070,92.85,88.40,1.0,G,0.0003,above_bound,0.9500
5,0.0,456,45,0.2036,93.11,88.53,1.0,G,-0.0000,above_bound,0.9500
5,0.0,456,46,0.2009,93.16,88.59,1.0,G,0.0030,above_bound,0.9500
5,0.0,456,47,0.1967,93.23,88.28,1.0,G,0.0028,above_bound,0.9500
5,0.0,456,48,0.1937,93.39,88.70,1.0,G,0.0032,above_bound,0.9500
5,0.0,456,49,0.1922,93.35,88.45,1.0,G,0.0020,above_bound,0.9500
5,0.0,456,50,0.1863,93.65,88.63,1.0,G,0.0002,above_bound,0.9500
