tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset,delay_type,M
16,0.9,42,1,4.6178,10.25,10.04,0.25,C,0.1378,fixed,0.9000,0.3,fifo,1
16,0.9,42,2,2.3032,10.08,10.02,0.25,C,0.0380,fixed,0.9000,0.3,fifo,1
16,0.9,42,3,2.3035,10.03,10.03,0.25,C,0.0173,fixed,0.9000,0.3,fifo,1
16,0.9,42,4,2.3035,10.04,10.08,0.25,C,0.0158,fixed,0.9000,0.3,fifo,1
16,0.9,42,5,2.3030,10.07,10.07,0.25,C,-0.0135,fixed,0.9000,0.3,fifo,1
16,0.9,42,6,2.3034,9.83,9.91,0.25,C,0.0038,fixed,0.9000,0.3,fifo,1
16,0.9,42,7,2.3033,9.97,10.03,0.25,C,-0.0075,fixed,0.9000,0.3,fifo,1
16,0.9,42,8,2.3030,10.07,10.01,0.25,C,0.0148,fixed,0.9000,0.3,fifo,1
16,0.9,42,9,2.3034,9.73,10.02,0.25,C,-0.0016,fixed,0.9000,0.3,fifo,1
16,0.9,42,10,2.3035,9.97,9.99,0.25,C,0.0182,fixed,0.9000,0.3,fifo,1
16,0.9,42,11,2.3034,9.76,10.32,0.25,C,0.0068,fixed,0.9000,0.3,fifo,1
16,0.9,42,12,2.3036,10.02,10.00,0.25,C,0.0389,fixed,0.9000,0.3,fifo,1
16,0.9,42,13,2.3033,9.98,9.77,0.25,C,-0.0012,fixed,0.9000,0.3,fifo,1
16,0.9,42,14,2.3031,10.07,10.05,0.25,C,0.0061,fixed,0.9000,0.3,fifo,1
16,0.9,42,15,2.3036,9.83,10.03,0.25,C,0.0285,fixed,0.9000,0.3,fifo,1
16,0.9,42,16,2.3033,10.03,9.96,0.25,C,0.0281,fixed,0.9000,0.3,fifo,1
16,0.9,42,17,2.3031,9.71,10.00,0.25,C,0.0182,fixed,0.9000,0.3,fifo,1
16,0.9,42,18,2.3029,9.90,10.25,0.25,C,0.0090,fixed,0.9000,0.3,fifo,1
16,0.9,42,19,2.3027,10.21,9.99,0.25,C,0.0276,fixed,0.9000,0.3,fifo,1
16,0.9,42,20,2.3024,10.08,10.21,0.25,C,0.0132,fixed,0.9000,0.3,fifo,1
16,0.9,42,21,2.3013,10.46,10.78,0.25,C,-0.0075,fixed,0.9000,0.3,fifo,1
16,0.9,42,22,2.2979,10.85,12.17,0.25,C,0.0061,fixed,0.9000,0.3,fifo,1
16,0.9,42,23,2.2891,11.72,11.36,0.25,C,0.0211,fixed,0.9000,0.3,fifo,1
16,0.9,42,24,2.2682,13.16,14.43,0.25,C,0.1007,fixed,0.9000,0.3,fifo,1
16,0.9,42,25,2.2037,15.24,16.39,0.25,C,0.1577,fixed,0.9000,0.3,fifo,1
16,0.9,42,26,2.1770,16.23,14.93,0.25,C,0.1883,fixed,0.9000,0.3,fifo,1
16,0.9,42,27,2.1392,17.14,15.29,0.25,C,0.2352,fixed,0.9000,0.3,fifo,1
16,0.9,42,28,2.1344,17.02,18.07,0.25,C,0.3059,fixed,0.9000,0.3,fifo,1
16,0.9,42,29,2.1112,17.27,18.28,0.25,C,0.2679,fixed,0.9000,0.3,fifo,1
16,0.9,42,30,2.1245,17.36,17.35,0.25,C,0.2270,fixed,0.9000,0.3,fifo,1
16,0.9,42,31,1.9988,19.34,19.74,0.25,C,0.0930,fixed,0.9000,0.3,fifo,1
16,0.9,42,32,1.9787,19.73,19.44,0.25,C,0.0126,fixed,0.9000,0.3,fifo,1
16,0.9,42,33,1.9700,19.89,20.01,0.25,C,0.0223,fixed,0.9000,0.3,fifo,1
16,0.9,42,34,1.9625,20.06,20.10,0.25,C,0.0063,fixed,0.9000,0.3,fifo,1
16,0.9,42,35,1.9572,20.19,20.09,0.25,C,0.0394,fixed,0.9000,0.3,fifo,1
16,0.9,42,36,1.9513,20.30,20.14,0.25,C,0.0124,fixed,0.9000,0.3,fifo,1
16,0.9,42,37,1.9471,20.18,20.74,0.25,C,0.0052,fixed,0.9000,0.3,fifo,1
16,0.9,42,38,1.9425,20.54,20.79,0.25,C,0.0159,fixed,0.9000,0.3,fifo,1
16,0.9,42,39,1.9379,20.77,21.35,0.25,C,0.0062,fixed,0.9000,0.3,fifo,1
16,0.9,42,40,1.9383,20.74,21.13,0.25,C,0.0136,fixed,0.9000,0.3,fifo,1
16,0.9,42,41,1.9311,20.91,21.05,0.25,C,0.0168,fixed,0.9000,0.3,fifo,1
16,0.9,42,42,1.9333,21.11,21.29,0.25,C,0.0129,fixed,0.9000,0.3,fifo,1
16,0.9,42,43,1.9329,21.04,21.15,0.25,C,-0.0076,fixed,0.9000,0.3,fifo,1
16,0.9,42,44,1.9330,21.08,21.13,0.25,C,0.0081,fixed,0.9000,0.3,fifo,1
16,0.9,42,45,1.9317,21.18,21.30,0.25,C,0.0072,fixed,0.9000,0.3,fifo,1
16,0.9,42,46,1.9328,20.84,21.05,0.25,C,-0.0142,fixed,0.9000,0.3,fifo,1
16,0.9,42,47,1.9305,20.88,21.20,0.25,C,0.0064,fixed,0.9000,0.3,fifo,1
16,0.9,42,48,1.9312,21.13,21.26,0.25,C,0.0057,fixed,0.9000,0.3,fifo,1
16,0.9,42,49,1.9317,20.90,21.25,0.25,C,-0.0019,fixed,0.9000,0.3,fifo,1
16,0.9,42,50,1.9291,21.12,21.24,0.25,C,0.0179,fixed,0.9000,0.3,fifo,1
