tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset,delay_type,M
16,0.9,42,1,3.9628,10.84,10.67,0.0625,C,0.1390,fixed,0.9000,0.3,fifo,1
16,0.9,42,2,2.3041,11.74,12.53,0.0625,C,0.0376,fixed,0.9000,0.3,fifo,1
16,0.9,42,3,2.2716,14.56,14.73,0.0625,C,0.0423,fixed,0.9000,0.3,fifo,1
16,0.9,42,4,2.2232,16.15,17.03,0.0625,C,0.0901,fixed,0.9000,0.3,fifo,1
16,0.9,42,5,2.1254,19.04,19.26,0.0625,C,0.1522,fixed,0.9000,0.3,fifo,1
16,0.9,42,6,2.0383,21.84,22.08,0.0625,C,0.1623,fixed,0.9000,0.3,fifo,1
16,0.9,42,7,1.9794,24.03,24.76,0.0625,C,0.1526,fixed,0.9000,0.3,fifo,1
16,0.9,42,8,1.9445,24.84,27.24,0.0625,C,0.1907,fixed,0.9000,0.3,fifo,1
16,0.9,42,9,1.8825,28.02,29.54,0.0625,C,0.1720,fixed,0.9000,0.3,fifo,1
16,0.9,42,10,1.8582,29.26,35.13,0.0625,C,0.2110,fixed,0.9000,0.3,fifo,1
16,0.9,42,11,1.7699,32.07,31.79,0.0625,C,0.1697,fixed,0.9000,0.3,fifo,1
16,0.9,42,12,1.7569,32.95,31.51,0.0625,C,0.2027,fixed,0.9000,0.3,fifo,1
16,0.9,42,13,1.7009,35.30,35.27,0.0625,C,0.1883,fixed,0.9000,0.3,fifo,1
16,0.9,42,14,1.6829,36.40,36.59,0.0625,C,0.1920,fixed,0.9000,0.3,fifo,1
16,0.9,42,15,1.6052,39.37,33.46,0.0625,C,0.1624,fixed,0.9000,0.3,fifo,1
16,0.9,42,16,1.5847,39.85,42.44,0.0625,C,0.1699,fixed,0.9000,0.3,fifo,1
16,0.9,42,17,1.5345,42.40,42.91,0.0625,C,0.1521,fixed,0.9000,0.3,fifo,1
16,0.9,42,18,1.5034,43.52,43.62,0.0625,C,0.1517,fixed,0.9000,0.3,fifo,1
16,0.9,42,19,1.4710,45.02,40.64,0.0625,C,0.1410,fixed,0.9000,0.3,fifo,1
16,0.9,42,20,1.4386,46.52,48.80,0.0625,C,0.1475,fixed,0.9000,0.3,fifo,1
16,0.9,42,21,1.3906,48.24,49.90,0.0625,C,0.1226,fixed,0.9000,0.3,fifo,1
16,0.9,42,22,1.3744,48.60,50.59,0.0625,C,0.1327,fixed,0.9000,0.3,fifo,1
16,0.9,42,23,1.3367,50.61,51.46,0.0625,C,0.1331,fixed,0.9000,0.3,fifo,1
16,0.9,42,24,1.3137,51.50,42.62,0.0625,C,0.1326,fixed,0.9000,0.3,fifo,1
16,0.9,42,25,1.2846,53.17,52.85,0.0625,C,0.1313,fixed,0.9000,0.3,fifo,1
16,0.9,42,26,1.2399,54.93,52.33,0.0625,C,0.1229,fixed,0.9000,0.3,fifo,1
16,0.9,42,27,1.2144,55.81,54.59,0.0625,C,0.1176,fixed,0.9000,0.3,fifo,1
16,0.9,42,28,1.1666,57.62,53.09,0.0625,C,0.1042,fixed,0.9000,0.3,fifo,1
16,0.9,42,29,1.1621,57.66,58.88,0.0625,C,0.1173,fixed,0.9000,0.3,fifo,1
16,0.9,42,30,1.1310,58.99,52.66,0.0625,C,0.1064,fixed,0.9000,0.3,fifo,1
16,0.9,42,31,0.9972,64.34,65.36,0.0625,C,0.0458,fixed,0.9000,0.3,fifo,1
16,0.9,42,32,0.9675,65.23,65.54,0.0625,C,0.0051,fixed,0.9000,0.3,fifo,1
16,0.9,42,33,0.9508,65.86,65.96,0.0625,C,0.0039,fixed,0.9000,0.3,fifo,1
16,0.9,42,34,0.9455,66.09,66.10,0.0625,C,0.0034,fixed,0.9000,0.3,fifo,1
16,0.9,42,35,0.9423,66.15,66.23,0.0625,C,0.0029,fixed,0.9000,0.3,fifo,1
16,0.9,42,36,0.9338,66.37,66.32,0.0625,C,0.0051,fixed,0.9000,0.3,fifo,1
16,0.9,42,37,0.9273,66.57,66.62,0.0625,C,0.0058,fixed,0.9000,0.3,fifo,1
16,0.9,42,38,0.9221,66.86,66.62,0.0625,C,0.0018,fixed,0.9000,0.3,fifo,1
16,0.9,42,39,0.9169,67.08,66.98,0.0625,C,0.0032,fixed,0.9000,0.3,fifo,1
16,0.9,42,40,0.9151,67.01,67.09,0.0625,C,0.0038,fixed,0.9000,0.3,fifo,1
16,0.9,42,41,0.9039,67.57,67.03,0.0625,C,0.0030,fixed,0.9000,0.3,fifo,1
16,0.9,42,42,0.9072,67.36,67.06,0.0625,C,0.0030,fixed,0.9000,0.3,fifo,1
16,0.9,42,43,0.9038,67.36,67.14,0.0625,C,0.0027,fixed,0.9000,0.3,fifo,1
16,0.9,42,44,0.9049,67.32,67.38,0.0625,C,0.0001,fixed,0.9000,0.3,fifo,1
16,0.9,42,45,0.9031,67.37,67.37,0.0625,C,0.0057,fixed,0.9000,0.3,fifo,1
16,0.9,42,46,0.9039,67.30,67.39,0.0625,C,-0.0019,fixed,0.9000,0.3,fifo,1
16,0.9,42,47,0.9062,67.32,67.28,0.0625,C,0.0008,fixed,0.9000,0.3,fifo,1
16,0.9,42,48,0.9022,67.52,67.57,0.0625,C,0.0002,fixed,0.9000,0.3,fifo,1
16,0.9,42,49,0.9036,67.61,67.45,0.0625,C,-0.0036,fixed,0.9000,0.3,fifo,1
16,0.9,42,50,0.9030,67.57,67.51,0.0625,C,-0.0032,fixed,0.9000,0.3,fifo,1
