tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset,delay_type,M
4,0.0,456,1,2.3351,22.31,31.85,1.0,A,0.1305,fixed,0.0000,0.3,fifo,1
4,0.0,456,2,1.7423,33.51,37.47,1.0,A,0.1015,fixed,0.0000,0.3,fifo,1
4,0.0,456,3,1.5856,40.04,40.09,1.0,A,0.0852,fixed,0.0000,0.3,fifo,1
4,0.0,456,4,1.4696,45.08,43.34,1.0,A,0.0851,fixed,0.0000,0.3,fifo,1
4,0.0,456,5,1.3426,50.51,54.35,1.0,A,0.0823,fixed,0.0000,0.3,fifo,1
4,0.0,456,6,1.2290,55.01,56.89,1.0,A,0.0756,fixed,0.0000,0.3,fifo,1
4,0.0,456,7,1.1190,59.34,58.98,1.0,A,0.0659,fixed,0.0000,0.3,fifo,1
4,0.0,456,8,1.0382,62.58,63.67,1.0,A,0.0592,fixed,0.0000,0.3,fifo,1
4,0.0,456,9,0.9778,64.86,67.55,1.0,A,0.0616,fixed,0.0000,0.3,fifo,1
4,0.0,456,10,0.9078,67.73,66.00,1.0,A,0.0560,fixed,0.0000,0.3,fifo,1
4,0.0,456,11,0.8456,70.03,68.99,1.0,A,0.0525,fixed,0.0000,0.3,fifo,1
4,0.0,456,12,0.7952,71.88,72.70,1.0,A,0.0522,fixed,0.0000,0.3,fifo,1
4,0.0,456,13,0.7475,73.61,68.68,1.0,A,0.0455,fixed,0.0000,0.3,fifo,1
4,0.0,456,14,0.7062,75.26,70.94,1.0,A,0.0430,fixed,0.0000,0.3,fifo,1
4,0.0,456,15,0.6815,76.21,74.60,1.0,A,0.0438,fixed,0.0000,0.3,fifo,1
4,0.0,456,16,0.6458,77.51,75.75,1.0,A,0.0407,fixed,0.0000,0.3,fifo,1
4,0.0,456,17,0.6263,77.95,76.74,1.0,A,0.0367,fixed,0.0000,0.3,fifo,1
4,0.0,456,18,0.5936,79.26,74.43,1.0,A,0.0334,fixed,0.0000,0.3,fifo,1
4,0.0,456,19,0.5764,80.00,77.50,1.0,A,0.0353,fixed,0.0000,0.3,fifo,1
4,0.0,456,20,0.5663,80.33,72.76,1.0,A,0.0405,fixed,0.0000,0.3,fifo,1
4,0.0,456,21,0.5283,81.57,79.09,1.0,A,0.0319,fixed,0.0000,0.3,fifo,1
4,0.0,456,22,0.5277,81.61,78.12,1.0,A,0.0296,fixed,0.0000,0.3,fifo,1
4,0.0,456,23,0.5060,82.33,77.06,1.0,A,0.0303,fixed,0.0000,0.3,fifo,1
4,0.0,456,24,0.4933,82.85,76.35,1.0,A,0.0341,fixed,0.0000,0.3,fifo,1
4,0.0,456,25,0.4808,83.25,78.90,1.0,A,0.0309,fixed,0.0000,0.3,fifo,1
4,0.0,456,26,0.4693,83.74,78.93,1.0,A,0.0330,fixed,0.0000,0.3,fifo,1
4,0.0,456,27,0.4553,84.12,76.90,1.0,A,0.0328,fixed,0.0000,0.3,fifo,1
4,0.0,456,28,0.4445,84.31,79.46,1.0,A,0.0297,fixed,0.0000,0.3,fifo,1
4,0.0,456,29,0.4373,84.77,79.48,1.0,A,0.0262,fixed,0.0000,0.3,fifo,1
4,0.0,456,30,0.4244,85.24,80.87,1.0,A,0.0240,fixed,0.0000,0.3,fifo,1
4,0.0,456,31,0.3571,87.69,85.48,1.0,A,0.0084,fixed,0.0000,0.3,fifo,1
4,0.0,456,32,0.3438,88.11,85.81,1.0,A,0.0003,fixed,0.0000,0.3,fifo,1
4,0.0,456,33,0.3362,88.34,85.82,1.0,A,0.0013,fixed,0.0000,0.3,fifo,1
4,0.0,456,34,0.3332,88.33,85.75,1.0,A,0.0020,fixed,0.0000,0.3,fifo,1
4,0.0,456,35,0.3313,88.54,85.89,1.0,A,-0.0004,fixed,0.0000,0.3,fifo,1
4,0.0,456,36,0.3265,88.77,85.98,1.0,A,0.0028,fixed,0.0000,0.3,fifo,1
4,0.0,456,37,0.3256,88.75,86.01,1.0,A,0.0018,fixed,0.0000,0.3,fifo,1
4,0.0,456,38,0.3228,88.78,86.16,1.0,A,0.0013,fixed,0.0000,0.3,fifo,1
4,0.0,456,39,0.3175,89.08,85.93,1.0,A,0.0015,fixed,0.0000,0.3,fifo,1
4,0.0,456,40,0.3216,88.90,85.92,1.0,A,0.0036,fixed,0.0000,0.3,fifo,1
4,0.0,456,41,0.3107,89.22,86.04,1.0,A,0.0045,fixed,0.0000,0.3,fifo,1
4,0.0,456,42,0.3133,89.22,86.11,1.0,A,0.0027,fixed,0.0000,0.3,fifo,1
4,0.0,456,43,0.3106,89.16,86.18,1.0,A,-0.0015,fixed,0.0000,0.3,fifo,1
4,0.0,456,44,0.3106,89.22,86.25,1.0,A,-0.0024,fixed,0.0000,0.3,fifo,1
4,0.0,456,45,0.3106,89.35,86.01,1.0,A,-0.0002,fixed,0.0000,0.3,fifo,1
4,0.0,456,46,0.3111,89.28,86.17,1.0,A,-0.0009,fixed,0.0000,0.3,fifo,1
4,0.0,456,47,0.3106,89.20,86.25,1.0,A,0.0010,fixed,0.0000,0.3,fifo,1
4,0.0,456,48,0.3101,89.24,86.24,1.0,A,0.0015,fixed,0.0000,0.3,fifo,1
4,0.0,456,49,0.3089,89.32,86.28,1.0,A,0.0023,fixed,0.0000,0.3,fifo,1
4,0.0,456,50,0.3085,89.28,86.22,1.0,A,-0.0013,fixed,0.0000,0.3,fifo,1
