tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,0.0,123,1,2.2291,24.59,32.55,0.447214,C,0.1057
5,0.0,123,2,1.7174,34.98,37.15,0.447214,C,0.0742
5,0.0,123,3,1.5570,42.03,40.29,0.447214,C,0.0744
5,0.0,123,4,1.4293,47.26,47.95,0.447214,C,0.0702
5,0.0,123,5,1.3169,51.55,57.28,0.447214,C,0.0728
5,0.0,123,6,1.2146,55.62,57.36,0.447214,C,0.0591
5,0.0,123,7,1.1494,57.92,58.12,0.447214,C,0.0656
5,0.0,123,8,1.0788,61.01,56.40,0.447214,C,0.0544
5,0.0,123,9,1.0165,63.24,60.65,0.447214,C,0.0482
5,0.0,123,10,0.9685,65.03,65.53,0.447214,C,0.0460
5,0.0,123,11,0.9283,66.58,68.40,0.447214,C,0.0487
5,0.0,123,12,0.8908,68.19,68.96,0.447214,C,0.0434
5,0.0,123,13,0.8506,69.79,69.64,0.447214,C,0.0434
5,0.0,123,14,0.8181,70.91,62.41,0.447214,C,0.0425
5,0.0,123,15,0.7883,72.05,72.09,0.447214,C,0.0437
5,0.0,123,16,0.7559,73.13,70.17,0.447214,C,0.0435
5,0.0,123,17,0.7273,74.13,69.12,0.447214,C,0.0396
5,0.0,123,18,0.6978,75.47,72.58,0.447214,C,0.0349
5,0.0,123,19,0.6758,76.33,74.79,0.447214,C,0.0342
5,0.0,123,20,0.6574,76.81,74.35,0.447214,C,0.0330
5,0.0,123,21,0.6325,77.77,74.24,0.447214,C,0.0326
5,0.0,123,22,0.6075,78.76,76.69,0.447214,C,0.0302
5,0.0,123,23,0.6028,78.95,75.87,0.447214,C,0.0341
5,0.0,123,24,0.5843,79.69,77.94,0.447214,C,0.0329
5,0.0,123,25,0.5638,80.21,76.66,0.447214,C,0.0303
5,0.0,123,26,0.5526,80.80,79.21,0.447214,C,0.0300
5,0.0,123,27,0.5436,80.90,78.76,0.447214,C,0.0295
5,0.0,123,28,0.5259,81.58,80.27,0.447214,C,0.0275
5,0.0,123,29,0.5219,81.82,78.81,0.447214,C,0.0369
5,0.0,123,30,0.5132,82.13,79.84,0.447214,C,0.0307
5,0.0,123,31,0.4484,84.55,83.18,0.447214,C,0.0100
5,0.0,123,32,0.4374,84.97,83.08,0.447214,C,0.0019
5,0.0,123,33,0.4347,85.08,83.38,0.447214,C,0.0053
5,0.0,123,34,0.4287,85.26,83.28,0.447214,C,0.0020
5,0.0,123,35,0.4274,85.26,83.24,0.447214,C,-0.0007
5,0.0,123,36,0.4251,85.37,83.45,0.447214,C,0.0059
5,0.0,123,37,0.4232,85.48,83.60,0.447214,C,0.0055
5,0.0,123,38,0.4232,85.48,83.68,0.447214,C,0.0048
5,0.0,123,39,0.4183,85.49,83.78,0.447214,C,0.0045
5,0.0,123,40,0.4158,85.81,83.73,0.447214,C,0.0055
5,0.0,123,41,0.4139,85.76,83.70,0.447214,C,0.0007
5,0.0,123,42,0.4126,85.92,83.61,0.447214,C,0.0015
5,0.0,123,43,0.4129,85.75,83.65,0.447214,C,0.0034
5,0.0,123,44,0.4138,85.74,83.71,0.447214,C,-0.0045
5,0.0,123,45,0.4120,85.90,83.80,0.447214,C,-0.0005
5,0.0,123,46,0.4120,85.86,83.79,0.447214,C,-0.0012
5,0.0,123,47,0.4094,85.74,83.78,0.447214,C,-0.0036
5,0.0,123,48,0.4148,85.81,83.82,0.447214,C,0.0016
5,0.0,123,49,0.4137,85.83,83.82,0.447214,C,-0.0024
5,0.0,123,50,0.4131,85.71,83.76,0.447214,C,-0.0001
