tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,0.0,123,1,3.2910,15.12,21.58,0.223607,C,0.0880
20,0.0,123,2,2.0570,22.57,27.09,0.223607,C,0.0402
20,0.0,123,3,1.9348,27.19,28.27,0.223607,C,0.0347
20,0.0,123,4,1.8676,29.44,30.05,0.223607,C,0.0387
20,0.0,123,5,1.7991,31.87,35.38,0.223607,C,0.0288
20,0.0,123,6,1.7395,34.24,35.83,0.223607,C,0.0248
20,0.0,123,7,1.7034,35.66,36.09,0.223607,C,0.0312
20,0.0,123,8,1.6426,38.31,38.53,0.223607,C,0.0304
20,0.0,123,9,1.6146,39.72,38.24,0.223607,C,0.0162
20,0.0,123,10,1.6004,39.74,43.82,0.223607,C,0.0245
20,0.0,123,11,1.5516,42.18,41.31,0.223607,C,0.0249
20,0.0,123,12,1.5096,43.85,45.35,0.223607,C,0.0251
20,0.0,123,13,1.4889,44.57,40.07,0.223607,C,0.0202
20,0.0,123,14,1.4478,46.45,47.62,0.223607,C,0.0258
20,0.0,123,15,1.4162,47.79,47.99,0.223607,C,0.0197
20,0.0,123,16,1.3737,49.38,52.96,0.223607,C,0.0182
20,0.0,123,17,1.3302,50.95,48.11,0.223607,C,0.0117
20,0.0,123,18,1.3283,51.16,47.65,0.223607,C,0.0149
20,0.0,123,19,1.2910,52.93,52.86,0.223607,C,0.0231
20,0.0,123,20,1.2485,54.47,54.79,0.223607,C,0.0233
20,0.0,123,21,1.2083,55.82,54.66,0.223607,C,0.0146
20,0.0,123,22,1.1752,57.03,57.12,0.223607,C,0.0188
20,0.0,123,23,1.1700,57.25,55.54,0.223607,C,0.0178
20,0.0,123,24,1.1193,58.99,60.83,0.223607,C,0.0217
20,0.0,123,25,1.1317,58.80,59.65,0.223607,C,0.0155
20,0.0,123,26,1.0460,62.45,62.35,0.223607,C,0.0155
20,0.0,123,27,1.0750,60.96,61.21,0.223607,C,0.0190
20,0.0,123,28,1.0354,62.76,63.58,0.223607,C,0.0198
20,0.0,123,29,1.0011,64.22,64.73,0.223607,C,0.0177
20,0.0,123,30,0.9781,64.99,62.63,0.223607,C,0.0114
20,0.0,123,31,0.8935,68.42,68.85,0.223607,C,0.0413
20,0.0,123,32,0.8661,69.34,69.26,0.223607,C,0.0081
20,0.0,123,33,0.8640,69.39,69.50,0.223607,C,0.0022
20,0.0,123,34,0.8563,69.68,69.53,0.223607,C,0.0077
20,0.0,123,35,0.8530,69.91,69.74,0.223607,C,-0.0002
20,0.0,123,36,0.8447,70.19,69.90,0.223607,C,0.0073
20,0.0,123,37,0.8457,70.17,69.95,0.223607,C,-0.0000
20,0.0,123,38,0.8419,70.46,70.18,0.223607,C,0.0013
20,0.0,123,39,0.8373,70.35,70.14,0.223607,C,0.0015
20,0.0,123,40,0.8321,70.55,70.17,0.223607,C,0.0033
20,0.0,123,41,0.8306,70.78,70.17,0.223607,C,0.0002
20,0.0,123,42,0.8341,70.70,70.27,0.223607,C,-0.0017
20,0.0,123,43,0.8306,70.65,70.33,0.223607,C,0.0026
20,0.0,123,44,0.8355,70.36,70.31,0.223607,C,0.0030
20,0.0,123,45,0.8287,70.83,70.35,0.223607,C,0.0008
20,0.0,123,46,0.8318,70.37,70.29,0.223607,C,-0.0011
20,0.0,123,47,0.8306,70.86,70.48,0.223607,C,-0.0005
20,0.0,123,48,0.8311,70.52,70.09,0.223607,C,-0.0016
20,0.0,123,49,0.8317,70.71,70.31,0.223607,C,-0.0011
20,0.0,123,50,0.8285,70.75,70.42,0.223607,C,-0.0021
