tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.8,456,1,1.6238,40.31,47.47,1.0,A,
0,0.8,456,2,1.1370,59.05,59.80,1.0,A,
0,0.8,456,3,0.8972,68.18,70.18,1.0,A,
0,0.8,456,4,0.7617,73.19,73.36,1.0,A,
0,0.8,456,5,0.6673,76.78,73.35,1.0,A,
0,0.8,456,6,0.6129,78.64,74.34,1.0,A,
0,0.8,456,7,0.5618,80.72,78.54,1.0,A,
0,0.8,456,8,0.5289,81.57,77.22,1.0,A,
0,0.8,456,9,0.4999,82.81,74.71,1.0,A,
0,0.8,456,10,0.4732,83.69,78.19,1.0,A,
0,0.8,456,11,0.4571,84.19,80.77,1.0,A,
0,0.8,456,12,0.4297,85.09,79.61,1.0,A,
0,0.8,456,13,0.4203,85.45,80.79,1.0,A,
0,0.8,456,14,0.3993,86.28,83.25,1.0,A,
0,0.8,456,15,0.3908,86.42,82.34,1.0,A,
0,0.8,456,16,0.3795,86.89,84.42,1.0,A,
0,0.8,456,17,0.3672,87.28,83.73,1.0,A,
0,0.8,456,18,0.3541,87.68,83.63,1.0,A,
0,0.8,456,19,0.3462,87.98,80.56,1.0,A,
0,0.8,456,20,0.3418,88.09,81.73,1.0,A,
0,0.8,456,21,0.3277,88.54,83.94,1.0,A,
0,0.8,456,22,0.3234,88.80,84.49,1.0,A,
0,0.8,456,23,0.3183,88.96,84.09,1.0,A,
0,0.8,456,24,0.3063,89.41,85.00,1.0,A,
0,0.8,456,25,0.3051,89.27,83.96,1.0,A,
0,0.8,456,26,0.2991,89.59,84.81,1.0,A,
0,0.8,456,27,0.2941,89.60,84.73,1.0,A,
0,0.8,456,28,0.2841,90.06,85.14,1.0,A,
0,0.8,456,29,0.2856,89.95,84.01,1.0,A,
0,0.8,456,30,0.2737,90.42,84.67,1.0,A,
0,0.8,456,31,0.1962,93.36,89.63,1.0,A,
0,0.8,456,32,0.1798,93.91,89.84,1.0,A,
0,0.8,456,33,0.1687,94.28,89.77,1.0,A,
0,0.8,456,34,0.1607,94.52,89.68,1.0,A,
0,0.8,456,35,0.1560,94.70,89.91,1.0,A,
0,0.8,456,36,0.1509,94.93,89.91,1.0,A,
0,0.8,456,37,0.1485,94.98,90.03,1.0,A,
0,0.8,456,38,0.1450,94.97,89.96,1.0,A,
0,0.8,456,39,0.1421,95.14,90.08,1.0,A,
0,0.8,456,40,0.1388,95.28,89.79,1.0,A,
0,0.8,456,41,0.1302,95.52,89.92,1.0,A,
0,0.8,456,42,0.1325,95.56,89.97,1.0,A,
0,0.8,456,43,0.1293,95.60,89.97,1.0,A,
0,0.8,456,44,0.1289,95.70,90.07,1.0,A,
0,0.8,456,45,0.1295,95.61,89.95,1.0,A,
0,0.8,456,46,0.1271,95.62,89.96,1.0,A,
0,0.8,456,47,0.1262,95.73,90.05,1.0,A,
0,0.8,456,48,0.1273,95.71,90.04,1.0,A,
0,0.8,456,49,0.1271,95.75,90.07,1.0,A,
0,0.8,456,50,0.1239,95.74,89.97,1.0,A,
