tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,0.0,123,1,2.2669,19.85,29.55,0.05,C,0.0762
20,0.0,123,2,1.9433,27.75,31.65,0.05,C,0.0312
20,0.0,123,3,1.8401,30.30,31.80,0.05,C,0.0284
20,0.0,123,4,1.7714,32.61,34.38,0.05,C,0.0280
20,0.0,123,5,1.7267,34.35,37.01,0.05,C,0.0213
20,0.0,123,6,1.6311,38.27,41.92,0.05,C,0.0267
20,0.0,123,7,1.6352,37.82,38.98,0.05,C,0.0236
20,0.0,123,8,1.5927,40.27,41.15,0.05,C,0.0203
20,0.0,123,9,1.5488,42.03,43.46,0.05,C,0.0161
20,0.0,123,10,1.5217,43.47,42.39,0.05,C,0.0225
20,0.0,123,11,1.4909,44.61,45.53,0.05,C,0.0135
20,0.0,123,12,1.4777,45.49,48.17,0.05,C,0.0185
20,0.0,123,13,1.4449,46.72,45.49,0.05,C,0.0211
20,0.0,123,14,1.4271,47.01,47.49,0.05,C,0.0232
20,0.0,123,15,1.4069,48.04,46.56,0.05,C,0.0235
20,0.0,123,16,1.3878,48.87,48.51,0.05,C,0.0223
20,0.0,123,17,1.3522,50.06,51.57,0.05,C,0.0187
20,0.0,123,18,1.3341,51.24,49.78,0.05,C,0.0125
20,0.0,123,19,1.3295,51.16,53.04,0.05,C,0.0185
20,0.0,123,20,1.2957,52.76,53.36,0.05,C,0.0225
20,0.0,123,21,1.2831,53.11,51.97,0.05,C,0.0187
20,0.0,123,22,1.2583,54.24,54.42,0.05,C,0.0108
20,0.0,123,23,1.2526,54.26,55.16,0.05,C,0.0138
20,0.0,123,24,1.2277,55.46,56.60,0.05,C,0.0187
20,0.0,123,25,1.1991,56.62,56.84,0.05,C,0.0166
20,0.0,123,26,1.2013,56.25,53.14,0.05,C,0.0172
20,0.0,123,27,1.1817,57.16,56.95,0.05,C,0.0186
20,0.0,123,28,1.1816,57.10,57.00,0.05,C,0.0232
20,0.0,123,29,1.1488,58.65,59.78,0.05,C,0.0271
20,0.0,123,30,1.1365,59.02,59.43,0.05,C,0.0103
20,0.0,123,31,1.0780,61.70,62.02,0.05,C,0.0319
20,0.0,123,32,1.0697,61.75,62.24,0.05,C,0.0027
20,0.0,123,33,1.0697,61.90,62.31,0.05,C,0.0002
20,0.0,123,34,1.0649,62.10,62.46,0.05,C,0.0063
20,0.0,123,35,1.0630,62.11,62.55,0.05,C,0.0021
20,0.0,123,36,1.0591,62.18,62.58,0.05,C,0.0033
20,0.0,123,37,1.0579,62.40,62.58,0.05,C,-0.0018
20,0.0,123,38,1.0593,62.26,62.54,0.05,C,0.0004
20,0.0,123,39,1.0551,62.40,62.71,0.05,C,0.0087
20,0.0,123,40,1.0540,62.43,62.75,0.05,C,0.0046
20,0.0,123,41,1.0525,62.49,62.62,0.05,C,0.0009
20,0.0,123,42,1.0539,62.40,62.83,0.05,C,-0.0014
20,0.0,123,43,1.0534,62.43,62.89,0.05,C,-0.0010
20,0.0,123,44,1.0516,62.51,62.78,0.05,C,0.0004
20,0.0,123,45,1.0497,62.72,62.67,0.05,C,-0.0055
20,0.0,123,46,1.0500,62.56,62.86,0.05,C,-0.0007
20,0.0,123,47,1.0500,62.52,62.89,0.05,C,0.0003
20,0.0,123,48,1.0526,62.37,62.95,0.05,C,-0.0063
20,0.0,123,49,1.0509,62.48,62.77,0.05,C,0.0029
20,0.0,123,50,1.0499,62.50,62.86,0.05,C,0.0020
