tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.3,456,1,1.6045,40.68,33.06,1.0,E,
0,0.3,456,2,1.1965,56.78,54.73,1.0,E,
0,0.3,456,3,1.0172,63.60,56.23,1.0,E,
0,0.3,456,4,0.8912,68.20,59.38,1.0,E,
0,0.3,456,5,0.8030,71.56,58.93,1.0,E,
0,0.3,456,6,0.7299,74.35,71.16,1.0,E,
0,0.3,456,7,0.6829,76.03,71.53,1.0,E,
0,0.3,456,8,0.6418,77.54,70.65,1.0,E,
0,0.3,456,9,0.6030,78.88,66.33,1.0,E,
0,0.3,456,10,0.5768,80.05,72.39,1.0,E,
0,0.3,456,11,0.5481,80.88,66.82,1.0,E,
0,0.3,456,12,0.5252,81.70,77.25,1.0,E,
0,0.3,456,13,0.5073,82.34,72.70,1.0,E,
0,0.3,456,14,0.4874,83.01,75.12,1.0,E,
0,0.3,456,15,0.4773,83.37,76.59,1.0,E,
0,0.3,456,16,0.4572,84.10,79.10,1.0,E,
0,0.3,456,17,0.4408,84.64,77.60,1.0,E,
0,0.3,456,18,0.4253,85.23,81.80,1.0,E,
0,0.3,456,19,0.4173,85.53,77.76,1.0,E,
0,0.3,456,20,0.4111,85.66,82.31,1.0,E,
0,0.3,456,21,0.3906,86.41,82.02,1.0,E,
0,0.3,456,22,0.3827,86.68,77.74,1.0,E,
0,0.3,456,23,0.3757,86.94,78.80,1.0,E,
0,0.3,456,24,0.3634,87.36,80.67,1.0,E,
0,0.3,456,25,0.3570,87.53,80.24,1.0,E,
0,0.3,456,26,0.3464,88.02,78.69,1.0,E,
0,0.3,456,27,0.3421,88.00,79.67,1.0,E,
0,0.3,456,28,0.3308,88.40,83.08,1.0,E,
0,0.3,456,29,0.3272,88.62,83.62,1.0,E,
0,0.3,456,30,0.3197,88.77,80.62,1.0,E,
0,0.3,456,31,0.2566,91.08,87.70,1.0,E,
0,0.3,456,32,0.2414,91.72,87.90,1.0,E,
0,0.3,456,33,0.2335,91.92,87.76,1.0,E,
0,0.3,456,34,0.2293,92.13,87.82,1.0,E,
0,0.3,456,35,0.2285,92.23,88.05,1.0,E,
0,0.3,456,36,0.2218,92.38,88.01,1.0,E,
0,0.3,456,37,0.2193,92.53,87.91,1.0,E,
0,0.3,456,38,0.2189,92.50,88.14,1.0,E,
0,0.3,456,39,0.2152,92.66,88.00,1.0,E,
0,0.3,456,40,0.2112,92.60,87.98,1.0,E,
0,0.3,456,41,0.2033,93.01,88.22,1.0,E,
0,0.3,456,42,0.2080,92.88,88.17,1.0,E,
0,0.3,456,43,0.2059,92.91,88.30,1.0,E,
0,0.3,456,44,0.2057,92.93,88.22,1.0,E,
0,0.3,456,45,0.2023,93.14,88.24,1.0,E,
0,0.3,456,46,0.2025,93.20,88.32,1.0,E,
0,0.3,456,47,0.2036,93.13,88.16,1.0,E,
0,0.3,456,48,0.2043,92.90,88.20,1.0,E,
0,0.3,456,49,0.2035,93.00,88.31,1.0,E,
0,0.3,456,50,0.2009,93.11,88.38,1.0,E,
