dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,5,4.0,0,0.9,42,1,2.4768,10.14,9.99,0.0871,3.948,3.210,20,17.0
geometric,5,4.0,0,0.9,42,2,2.3011,10.24,10.00,0.0395,4.008,3.872,34,16.0
geometric,5,4.0,0,0.9,42,3,2.2783,12.14,10.70,0.0786,3.992,3.627,26,15.0
geometric,5,4.0,0,0.9,42,4,2.1555,16.10,17.90,0.1583,4.008,3.658,31,16.1
geometric,5,4.0,0,0.9,42,5,2.0293,19.96,19.97,0.2961,4.015,3.904,29,20.1
geometric,5,4.0,0,0.9,42,6,1.9957,22.90,24.45,0.3089,3.997,3.901,40,18.2
geometric,5,4.0,0,0.9,42,7,1.9406,26.41,27.69,0.3279,3.990,3.037,20,15.1
geometric,5,4.0,0,0.9,42,8,1.8587,30.07,27.56,0.2971,4.008,3.497,22,15.3
geometric,5,4.0,0,0.9,42,9,1.7766,33.13,32.86,0.2927,3.997,3.738,23,19.0
geometric,5,4.0,0,0.9,42,10,1.7261,36.07,26.98,0.3063,4.010,3.383,28,16.2
geometric,5,4.0,0,0.9,42,11,1.6439,38.88,34.73,0.2728,3.985,3.351,22,15.0
geometric,5,4.0,0,0.9,42,12,1.5586,42.61,44.73,0.2409,4.015,3.582,26,18.0
geometric,5,4.0,0,0.9,42,13,1.4963,44.83,49.42,0.2473,3.962,3.417,25,15.0
geometric,5,4.0,0,0.9,42,14,1.3158,51.66,49.61,0.1834,4.028,4.293,31,21.0
geometric,5,4.0,0,0.9,42,15,1.3071,52.56,45.04,0.2166,3.982,3.585,25,17.1
geometric,5,4.0,0,0.9,42,16,1.1965,57.08,49.66,0.1976,4.023,3.423,21,15.1
geometric,5,4.0,0,0.9,42,17,1.0957,60.66,61.07,0.1752,4.000,3.524,22,17.1
geometric,5,4.0,0,0.9,42,18,1.0054,64.04,54.07,0.1579,4.003,3.540,23,18.1
geometric,5,4.0,0,0.9,42,19,0.9201,67.67,69.23,0.1218,4.003,3.645,24,18.0
geometric,5,4.0,0,0.9,42,20,0.9171,68.05,68.52,0.1518,3.980,3.454,19,17.1
geometric,5,4.0,0,0.9,42,21,0.8337,70.98,70.68,0.1286,3.974,3.449,22,16.2
geometric,5,4.0,0,0.9,42,22,0.7727,73.09,73.67,0.1067,4.018,3.944,28,17.1
geometric,5,4.0,0,0.9,42,23,0.7687,73.35,63.92,0.1178,4.026,3.661,30,16.1
geometric,5,4.0,0,0.9,42,24,0.6965,75.75,69.56,0.0937,3.995,3.588,21,16.2
geometric,5,4.0,0,0.9,42,25,0.7090,75.62,64.57,0.1019,4.005,3.482,18,15.1
geometric,5,4.0,0,0.9,42,26,0.6533,77.53,74.09,0.0826,3.977,3.782,22,18.0
geometric,5,4.0,0,0.9,42,27,0.6469,77.76,70.20,0.0906,3.985,3.435,20,16.1
geometric,5,4.0,0,0.9,42,28,0.6450,77.99,75.40,0.0886,4.038,3.249,17,15.0
geometric,5,4.0,0,0.9,42,29,0.6018,79.33,76.52,0.0750,3.992,3.452,26,15.2
geometric,5,4.0,0,0.9,42,30,0.5893,79.76,69.97,0.0780,3.987,4.038,36,18.4
geometric,5,4.0,0,0.9,42,31,0.5960,79.43,74.95,0.0825,4.015,3.657,25,18.4
geometric,5,4.0,0,0.9,42,32,0.5677,80.39,75.31,0.0694,4.008,3.692,24,18.1
geometric,5,4.0,0,0.9,42,33,0.5473,81.10,76.95,0.0700,3.982,3.610,24,17.3
geometric,5,4.0,0,0.9,42,34,0.5528,80.89,73.24,0.0766,4.018,3.770,32,16.1
geometric,5,4.0,0,0.9,42,35,0.5528,80.86,78.02,0.0733,3.992,3.391,24,15.1
geometric,5,4.0,0,0.9,42,36,0.5273,81.77,76.94,0.0689,4.000,3.542,21,18.0
geometric,5,4.0,0,0.9,42,37,0.5050,82.57,72.77,0.0562,3.990,3.638,25,17.2
geometric,5,4.0,0,0.9,42,38,0.4935,83.17,80.38,0.0614,4.018,4.203,36,20.3
geometric,5,4.0,0,0.9,42,39,0.4926,83.00,78.85,0.0600,3.990,3.482,26,17.1
geometric,5,4.0,0,0.9,42,40,0.4910,83.18,79.66,0.0597,4.008,3.706,24,18.1
geometric,5,4.0,0,0.9,42,41,0.5001,82.87,80.78,0.0710,3.985,3.231,28,15.2
geometric,5,4.0,0,0.9,42,42,0.4774,83.50,80.52,0.0588,3.995,3.275,19,14.0
geometric,5,4.0,0,0.9,42,43,0.4480,84.72,80.86,0.0486,4.010,3.722,21,15.0
geometric,5,4.0,0,0.9,42,44,0.4968,82.87,77.41,0.0734,4.005,3.827,26,17.1
geometric,5,4.0,0,0.9,42,45,0.4682,83.76,81.27,0.0634,4.000,3.460,27,16.0
geometric,5,4.0,0,0.9,42,46,0.4670,83.93,77.34,0.0613,4.003,3.658,25,16.3
geometric,5,4.0,0,0.9,42,47,0.4364,84.91,79.64,0.0510,4.000,3.768,24,18.1
geometric,5,4.0,0,0.9,42,48,0.4559,84.27,78.21,0.0647,4.000,3.255,18,16.1
geometric,5,4.0,0,0.9,42,49,0.4234,85.31,81.96,0.0513,3.918,3.670,22,16.2
geometric,5,4.0,0,0.9,42,50,0.4523,84.50,83.73,0.0661,4.074,3.607,24,16.0
