dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,64,0.9,456,1,6.2673,11.03,10.01,-0.0020,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,2,2.7772,10.74,12.21,0.2020,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,3,2.3257,10.33,9.02,0.1228,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,4,2.3039,9.37,10.52,0.0928,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,5,2.2925,10.51,11.43,0.0627,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,6,2.2799,11.58,12.47,0.1017,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,7,2.2650,12.35,12.78,0.1068,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,8,2.2446,12.87,13.56,0.0973,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,9,2.2338,13.31,14.51,0.1085,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,10,2.2023,15.84,16.89,0.0520,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,11,2.1830,16.97,19.49,0.0916,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,12,2.1599,19.33,20.33,0.0625,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,13,2.1450,19.87,21.04,0.0959,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,14,2.1187,19.76,20.68,0.0563,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,15,2.0904,20.66,22.10,0.0697,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,16,2.0665,21.03,22.59,0.0894,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,17,2.0604,21.15,21.41,0.0579,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,18,2.0615,20.60,20.95,0.0434,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,19,2.0354,22.02,23.24,0.0826,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,20,1.9998,22.92,23.36,0.0285,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,21,2.0117,22.38,23.96,0.0737,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,22,1.9814,23.28,24.38,0.0684,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,23,1.9795,23.17,23.28,0.0393,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,24,1.9710,23.78,23.93,0.0777,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,25,1.9449,24.74,26.72,0.0745,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,26,1.9274,25.26,24.78,0.0684,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,27,1.8892,25.93,27.63,0.0739,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,28,1.8814,26.41,28.21,0.0395,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,29,1.8882,26.34,26.72,0.0482,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,30,1.8942,26.31,29.34,0.0906,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,31,1.8372,28.76,29.41,0.0603,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,32,1.8677,27.09,28.54,0.0840,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,33,1.8425,28.58,30.29,0.0610,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,34,1.8239,29.17,29.77,0.0741,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,35,1.8102,28.68,30.83,0.0743,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,36,1.8298,28.68,29.71,0.0522,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,37,1.8028,30.05,32.65,0.0851,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,38,1.7619,31.79,33.87,0.0516,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,39,1.7741,31.22,31.17,0.0449,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,40,1.7717,31.21,32.82,0.0689,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,41,1.7730,31.16,35.41,0.0753,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,42,1.7544,31.78,33.27,0.0689,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,43,1.7666,31.88,31.84,0.0671,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,44,1.7581,32.15,33.25,0.0895,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,45,1.7176,33.65,34.75,0.0501,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,46,1.7038,33.99,35.55,0.0681,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,47,1.7035,33.90,34.61,0.0559,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,48,1.6942,34.92,38.23,0.0666,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,49,1.7153,35.05,34.91,0.0521,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,50,1.7429,33.77,37.24,0.0880,64.000,0.000,64,64.0
