dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,4,0.9,42,1,2.8710,10.10,9.97,0.1631,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,2,2.3056,9.85,10.00,0.0591,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,3,2.3053,10.42,10.02,0.0725,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,4,2.3062,9.85,10.00,0.0648,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,5,2.3054,10.07,10.01,0.0569,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,6,2.3047,10.06,10.00,0.0496,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,7,2.3047,10.17,10.00,0.0505,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,8,2.3054,9.89,10.00,0.0346,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,9,2.3063,9.72,10.00,0.1017,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,10,2.3046,10.00,10.00,0.0510,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,11,2.3054,9.98,10.00,0.0770,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,12,2.3062,10.01,10.00,0.0913,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,13,2.3054,10.09,10.00,0.0879,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,14,2.3053,9.84,10.00,0.0609,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,15,2.3053,9.99,9.95,0.0587,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,16,2.3053,10.12,10.02,0.0839,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,17,2.3045,10.26,10.00,0.0387,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,18,2.2825,11.72,16.78,0.1335,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,19,2.1643,17.06,21.34,0.3931,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,20,2.0875,19.98,18.85,0.3994,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,21,2.0829,20.80,17.45,0.3871,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,22,2.0351,21.97,23.48,0.4439,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,23,1.9417,25.10,28.95,0.4122,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,24,1.8752,28.47,30.70,0.4084,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,25,1.8017,31.48,31.60,0.3917,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,26,1.7289,35.01,36.77,0.3508,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,27,1.6719,37.57,33.73,0.3505,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,28,1.6405,39.12,39.03,0.3449,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,29,1.5764,41.56,41.94,0.3243,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,30,1.5070,44.75,45.26,0.3049,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,31,1.4477,46.80,42.01,0.2879,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,32,1.4301,48.11,43.83,0.3063,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,33,1.3394,50.97,46.96,0.2751,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,34,1.2673,54.23,56.29,0.2385,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,35,1.2361,55.54,49.12,0.2410,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,36,1.1741,57.91,57.94,0.2188,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,37,1.0937,60.86,58.20,0.1957,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,38,1.0516,62.62,53.39,0.1907,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,39,1.0175,64.11,56.59,0.1922,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,40,0.9677,65.88,56.59,0.1834,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,41,0.9145,67.78,60.14,0.1595,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,42,0.8739,69.16,66.77,0.1519,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,43,0.8744,69.31,68.01,0.1686,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,44,0.8277,71.22,69.07,0.1461,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,45,0.7930,72.25,66.76,0.1368,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,46,0.7791,72.71,61.61,0.1398,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,47,0.7674,73.18,72.37,0.1382,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,48,0.7320,74.60,72.70,0.1234,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,49,0.7003,75.58,70.06,0.1144,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,42,50,0.7244,75.07,76.00,0.1350,4.000,0.000,4,4.0
