dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,4,0.9,456,1,2.7589,10.11,8.69,0.0947,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,2,2.2911,11.36,17.32,0.1314,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,3,2.2149,14.91,18.23,0.3507,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,4,2.1767,17.42,18.41,0.4319,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,5,2.1353,18.55,16.64,0.4270,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,6,2.0750,21.32,24.57,0.4428,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,7,2.0461,21.84,19.14,0.4414,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,8,1.9856,23.60,19.72,0.4124,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,9,1.8965,26.39,24.07,0.3749,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,10,1.7999,29.11,29.81,0.2968,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,11,1.7491,32.04,32.62,0.3095,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,12,1.7168,34.12,37.44,0.3339,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,13,1.6600,37.38,31.68,0.3376,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,14,1.6006,39.43,43.73,0.3538,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,15,1.5233,43.48,42.61,0.3079,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,16,1.5111,44.03,40.46,0.3275,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,17,1.4389,46.60,52.83,0.3110,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,18,1.3910,48.99,45.81,0.3020,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,19,1.3166,52.08,46.08,0.2751,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,20,1.2533,54.83,49.46,0.2553,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,21,1.1989,56.93,44.65,0.2345,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,22,1.1325,59.30,57.29,0.2107,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,23,1.0813,61.19,61.55,0.1964,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,24,1.0629,61.94,48.60,0.2050,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,25,1.0601,62.40,47.70,0.2178,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,26,0.9865,65.00,48.02,0.1877,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,27,0.9701,65.86,58.38,0.1889,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,28,0.8949,68.71,61.87,0.1544,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,29,0.9079,68.20,62.04,0.1816,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,30,0.8661,69.87,66.64,0.1655,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,31,0.8361,70.82,65.48,0.1575,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,32,0.8166,71.67,66.78,0.1542,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,33,0.7739,73.23,72.17,0.1388,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,34,0.7574,73.85,64.51,0.1314,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,35,0.7640,73.74,63.03,0.1466,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,36,0.7030,75.78,74.40,0.1178,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,37,0.7569,74.10,65.42,0.1585,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,38,0.6826,76.45,73.45,0.1213,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,39,0.6549,77.47,73.16,0.1064,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,40,0.6575,77.44,70.09,0.1145,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,41,0.6529,77.62,72.38,0.1128,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,42,0.6151,78.71,75.81,0.1038,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,43,0.6115,78.99,76.98,0.1039,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,44,0.6386,78.02,69.33,0.1237,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,45,0.5993,79.33,75.06,0.1067,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,46,0.5755,80.27,75.63,0.0957,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,47,0.5793,79.92,75.05,0.1002,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,48,0.5804,80.14,79.35,0.0990,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,49,0.5570,80.84,76.64,0.0913,4.000,0.000,4,4.0
fifo,0,4.0,4,0.9,456,50,0.5625,80.75,76.11,0.1002,4.000,0.000,4,4.0
