dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,456,1,3.8505,11.49,11.99,0.0741,52.531,41.660,270,191.8
geometric,65,4.0,0,0.9,456,2,2.4687,12.24,13.23,0.2071,63.974,52.769,499,243.2
geometric,65,4.0,0,0.9,456,3,2.2197,15.43,18.09,0.2006,65.151,52.277,326,279.2
geometric,65,4.0,0,0.9,456,4,2.0918,19.63,20.62,0.0966,62.903,49.580,290,245.3
geometric,65,4.0,0,0.9,456,5,2.0299,21.51,24.06,0.0686,64.895,55.164,351,266.9
geometric,65,4.0,0,0.9,456,6,1.9768,23.78,26.83,0.0647,65.583,52.365,341,232.5
geometric,65,4.0,0,0.9,456,7,1.9435,26.03,27.50,0.0474,60.422,42.427,250,222.0
geometric,65,4.0,0,0.9,456,8,1.9030,27.41,30.52,0.0623,65.744,57.601,405,305.1
geometric,65,4.0,0,0.9,456,9,1.8487,29.51,32.42,0.0468,63.829,56.565,457,272.9
geometric,65,4.0,0,0.9,456,10,1.8230,30.39,30.84,0.0360,63.882,54.845,425,255.7
geometric,65,4.0,0,0.9,456,11,1.8704,28.85,31.77,0.0828,64.609,50.261,367,235.5
geometric,65,4.0,0,0.9,456,12,1.8457,28.87,31.85,0.0800,63.980,44.850,287,212.6
geometric,65,4.0,0,0.9,456,13,1.8039,30.01,34.30,0.0663,61.872,52.215,411,258.6
geometric,65,4.0,0,0.9,456,14,1.7072,34.62,38.93,0.0368,64.471,56.283,480,309.8
geometric,65,4.0,0,0.9,456,15,1.7345,33.92,31.17,0.0422,66.826,57.176,363,271.1
geometric,65,4.0,0,0.9,456,16,1.7430,33.98,37.27,0.0802,61.980,50.520,302,270.2
geometric,65,4.0,0,0.9,456,17,1.7267,34.89,38.37,0.0627,64.575,50.565,280,250.1
geometric,65,4.0,0,0.9,456,18,1.6896,35.52,38.54,0.0567,63.460,52.999,383,273.5
geometric,65,4.0,0,0.9,456,19,1.6818,35.20,38.94,0.0523,65.043,53.031,467,239.4
geometric,65,4.0,0,0.9,456,20,1.6421,37.46,42.54,0.0726,63.054,52.810,303,253.0
geometric,65,4.0,0,0.9,456,21,1.6254,39.02,42.39,0.0682,63.903,55.365,389,264.6
geometric,65,4.0,0,0.9,456,22,1.5992,39.71,40.95,0.0475,63.455,52.064,359,241.5
geometric,65,4.0,0,0.9,456,23,1.5860,40.07,43.11,0.0459,66.036,52.662,368,244.2
geometric,65,4.0,0,0.9,456,24,1.5847,40.65,40.99,0.0521,62.629,50.705,369,252.8
geometric,65,4.0,0,0.9,456,25,1.6162,39.69,43.91,0.0680,64.194,53.197,412,257.7
geometric,65,4.0,0,0.9,456,26,1.5490,42.48,43.83,0.0601,62.788,49.080,304,240.7
geometric,65,4.0,0,0.9,456,27,1.5124,43.57,44.86,0.0532,66.220,56.229,318,277.3
geometric,65,4.0,0,0.9,456,28,1.4764,45.00,44.63,0.0450,61.629,49.555,309,242.1
geometric,65,4.0,0,0.9,456,29,1.4790,44.68,42.88,0.0441,66.199,55.104,429,268.4
geometric,65,4.0,0,0.9,456,30,1.4752,44.99,50.28,0.0614,62.279,48.328,340,219.9
geometric,65,4.0,0,0.9,456,31,1.4706,45.99,46.53,0.0486,66.199,54.120,437,236.2
geometric,65,4.0,0,0.9,456,32,1.4212,47.49,48.83,0.0468,63.246,51.232,347,239.3
geometric,65,4.0,0,0.9,456,33,1.3751,48.92,51.22,0.0491,62.926,50.370,276,238.5
geometric,65,4.0,0,0.9,456,34,1.3391,50.26,49.78,0.0355,64.685,54.954,387,259.1
geometric,65,4.0,0,0.9,456,35,1.4140,47.73,52.97,0.0604,63.586,50.630,326,261.4
geometric,65,4.0,0,0.9,456,36,1.2958,52.61,52.43,0.0321,65.010,54.244,363,273.0
geometric,65,4.0,0,0.9,456,37,1.3453,50.48,49.09,0.0390,63.749,48.415,307,231.3
geometric,65,4.0,0,0.9,456,38,1.3742,49.14,49.08,0.0598,64.366,50.857,345,241.6
geometric,65,4.0,0,0.9,456,39,1.3008,52.08,53.81,0.0489,64.077,55.506,409,264.7
geometric,65,4.0,0,0.9,456,40,1.2783,53.56,56.92,0.0450,63.908,46.491,293,223.8
geometric,65,4.0,0,0.9,456,41,1.1937,56.39,57.00,0.0292,64.013,47.694,423,224.1
geometric,65,4.0,0,0.9,456,42,1.2767,53.00,50.00,0.0338,64.506,49.311,434,243.3
geometric,65,4.0,0,0.9,456,43,1.2230,55.17,60.67,0.0413,62.918,49.954,367,232.4
geometric,65,4.0,0,0.9,456,44,1.1318,59.11,59.04,0.0254,64.491,53.597,389,287.1
geometric,65,4.0,0,0.9,456,45,1.1346,59.05,61.92,0.0376,63.987,50.795,338,228.2
geometric,65,4.0,0,0.9,456,46,1.1379,58.89,59.71,0.0360,62.752,48.292,472,230.2
geometric,65,4.0,0,0.9,456,47,1.1658,57.75,60.38,0.0374,64.785,54.981,438,273.2
geometric,65,4.0,0,0.9,456,48,1.0860,60.44,61.25,0.0348,64.425,52.196,357,232.3
geometric,65,4.0,0,0.9,456,49,1.0835,60.75,61.16,0.0347,62.598,51.443,414,223.4
geometric,65,4.0,0,0.9,456,50,1.0527,62.29,62.68,0.0286,65.593,50.945,411,224.3
