dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,456,1,5.2145,10.49,10.22,0.1319,52.531,41.660,270,191.8
geometric,65,4.0,0,0.9,456,2,2.3046,10.21,10.39,0.0450,63.974,52.769,499,243.2
geometric,65,4.0,0,0.9,456,3,2.3019,10.40,11.03,0.0104,65.151,52.277,326,279.2
geometric,65,4.0,0,0.9,456,4,2.3008,10.58,10.65,0.0202,62.903,49.580,290,245.3
geometric,65,4.0,0,0.9,456,5,2.2996,10.39,11.26,0.0290,64.895,55.164,351,266.9
geometric,65,4.0,0,0.9,456,6,2.2977,11.04,11.32,0.0164,65.583,52.365,341,232.5
geometric,65,4.0,0,0.9,456,7,2.2893,12.03,12.85,0.0287,60.422,42.427,250,222.0
geometric,65,4.0,0,0.9,456,8,2.2671,13.31,12.91,0.0529,65.744,57.601,405,305.1
geometric,65,4.0,0,0.9,456,9,2.2148,14.52,17.34,0.0291,63.829,56.565,457,272.9
geometric,65,4.0,0,0.9,456,10,2.1694,17.71,18.69,0.0381,63.882,54.845,425,255.7
geometric,65,4.0,0,0.9,456,11,2.1364,18.09,18.25,0.0535,64.609,50.261,367,235.5
geometric,65,4.0,0,0.9,456,12,2.1250,18.14,19.34,0.0537,63.980,44.850,287,212.6
geometric,65,4.0,0,0.9,456,13,2.1431,18.30,19.72,0.0939,61.872,52.215,411,258.6
geometric,65,4.0,0,0.9,456,14,2.1178,18.10,19.02,0.0670,64.471,56.283,480,309.8
geometric,65,4.0,0,0.9,456,15,2.0857,19.63,17.69,0.0749,66.826,57.176,363,271.1
geometric,65,4.0,0,0.9,456,16,2.0725,19.18,20.04,0.0827,61.980,50.520,302,270.2
geometric,65,4.0,0,0.9,456,17,2.0869,18.89,20.21,0.0980,64.575,50.565,280,250.1
geometric,65,4.0,0,0.9,456,18,2.1391,18.44,19.27,0.0734,63.460,52.999,383,273.5
geometric,65,4.0,0,0.9,456,19,2.0656,20.21,21.82,0.0815,65.043,53.031,467,239.4
geometric,65,4.0,0,0.9,456,20,2.0546,21.20,21.68,0.0824,63.054,52.810,303,253.0
geometric,65,4.0,0,0.9,456,21,2.0298,21.62,20.21,0.0856,63.903,55.365,389,264.6
geometric,65,4.0,0,0.9,456,22,1.9694,24.26,26.81,0.0584,63.455,52.064,359,241.5
geometric,65,4.0,0,0.9,456,23,1.9865,23.88,20.67,0.0495,66.036,52.662,368,244.2
geometric,65,4.0,0,0.9,456,24,1.9991,22.79,25.55,0.0769,62.629,50.705,369,252.8
geometric,65,4.0,0,0.9,456,25,2.0613,22.35,24.63,0.0825,64.194,53.197,412,257.7
geometric,65,4.0,0,0.9,456,26,1.9516,25.12,28.09,0.1068,62.788,49.080,304,240.7
geometric,65,4.0,0,0.9,456,27,1.8921,27.02,28.53,0.0580,66.220,56.229,318,277.3
geometric,65,4.0,0,0.9,456,28,2.0260,22.49,19.73,0.0860,61.629,49.555,309,242.1
geometric,65,4.0,0,0.9,456,29,1.9270,24.61,26.33,0.0737,66.199,55.104,429,268.4
geometric,65,4.0,0,0.9,456,30,1.9375,25.97,30.46,0.1029,62.279,48.328,340,219.9
geometric,65,4.0,0,0.9,456,31,1.8866,26.78,26.57,0.0610,66.199,54.120,437,236.2
geometric,65,4.0,0,0.9,456,32,1.8797,27.20,32.04,0.0757,63.246,51.232,347,239.3
geometric,65,4.0,0,0.9,456,33,1.8374,29.04,30.33,0.0838,62.926,50.370,276,238.5
geometric,65,4.0,0,0.9,456,34,1.8187,29.83,28.67,0.0618,64.685,54.954,387,259.1
geometric,65,4.0,0,0.9,456,35,1.9583,25.98,32.72,0.1028,63.586,50.630,326,261.4
geometric,65,4.0,0,0.9,456,36,1.7940,31.24,32.92,0.0606,65.010,54.244,363,273.0
geometric,65,4.0,0,0.9,456,37,1.9236,25.89,27.37,0.0882,63.749,48.415,307,231.3
geometric,65,4.0,0,0.9,456,38,1.8779,28.16,31.40,0.0901,64.366,50.857,345,241.6
geometric,65,4.0,0,0.9,456,39,1.7797,31.41,34.16,0.0696,64.077,55.506,409,264.7
geometric,65,4.0,0,0.9,456,40,1.7946,29.97,28.13,0.0390,63.908,46.491,293,223.8
geometric,65,4.0,0,0.9,456,41,1.8281,29.30,31.26,0.0632,64.013,47.694,423,224.1
geometric,65,4.0,0,0.9,456,42,1.8588,29.85,29.05,0.0706,64.506,49.311,434,243.3
geometric,65,4.0,0,0.9,456,43,1.8961,28.79,32.68,0.0910,62.918,49.954,367,232.4
geometric,65,4.0,0,0.9,456,44,1.7323,33.72,33.67,0.0669,64.491,53.597,389,287.1
geometric,65,4.0,0,0.9,456,45,1.6979,34.71,36.96,0.0573,63.987,50.795,338,228.2
geometric,65,4.0,0,0.9,456,46,1.7697,31.52,30.53,0.0531,62.752,48.292,472,230.2
geometric,65,4.0,0,0.9,456,47,1.7764,30.84,33.11,0.0675,64.785,54.981,438,273.2
geometric,65,4.0,0,0.9,456,48,1.7118,33.64,32.07,0.0517,64.425,52.196,357,232.3
geometric,65,4.0,0,0.9,456,49,1.7113,34.13,36.29,0.0666,62.598,51.443,414,223.4
geometric,65,4.0,0,0.9,456,50,1.7408,33.53,34.28,0.0574,65.593,50.945,411,224.3
