dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,64,0.9,42,1,6.6203,12.00,9.77,0.0031,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,2,2.6139,10.47,10.13,0.2756,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,3,2.3208,9.03,8.31,0.1167,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,4,2.3070,9.64,10.15,0.0506,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,5,2.3032,10.50,11.21,0.0297,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,6,2.3019,10.81,11.08,0.0055,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,7,2.3008,11.30,10.69,0.0076,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,8,2.3000,11.48,11.34,0.0182,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,9,2.2989,11.40,11.22,-0.0028,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,10,2.2982,11.67,11.20,0.0070,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,11,2.2975,11.99,11.26,-0.0156,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,12,2.2954,12.19,11.93,0.0487,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,13,2.2918,14.12,14.88,0.0343,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,14,2.2876,14.68,14.64,0.0323,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,15,2.2801,15.37,15.19,0.1086,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,16,2.2690,15.63,17.00,0.0625,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,17,2.2513,16.31,14.62,0.0679,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,18,2.2306,16.50,17.50,0.2269,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,19,2.1960,17.56,18.10,0.0586,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,20,2.1629,18.88,19.13,0.1418,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,21,2.1154,20.33,20.72,0.0820,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,22,2.0956,20.41,21.57,0.1040,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,23,2.0511,21.65,21.52,0.0676,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,24,2.0442,22.27,22.19,0.0564,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,25,2.0151,22.81,22.95,0.0892,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,26,2.0038,23.44,24.31,0.0567,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,27,1.9706,24.11,24.42,0.0610,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,28,1.9974,22.67,24.11,0.0994,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,29,1.9708,23.88,23.55,0.0596,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,30,1.9494,24.60,24.96,0.0627,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,31,1.9819,23.93,25.67,0.1041,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,32,1.9489,24.41,26.94,0.0808,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,33,1.9340,24.63,21.36,0.0562,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,34,1.9127,24.93,27.42,0.0764,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,35,1.9119,25.35,24.82,0.0645,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,36,1.9124,25.65,24.31,0.0532,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,37,1.9017,26.38,28.48,0.0932,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,38,1.8388,28.75,28.07,0.0355,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,39,1.8934,26.62,25.17,0.0459,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,40,1.8590,27.79,29.87,0.0945,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,41,1.8172,29.55,28.27,0.0479,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,42,1.8553,28.19,27.80,0.0726,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,43,1.8644,27.52,30.24,0.0865,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,44,1.8403,28.57,29.01,0.0771,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,45,1.8049,29.24,28.69,0.0733,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,46,1.7989,28.92,29.29,0.0568,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,47,1.7815,29.84,30.77,0.0702,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,48,1.7835,29.95,31.99,0.0578,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,49,1.7893,30.34,30.70,0.0880,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,42,50,1.7334,31.91,31.25,0.0551,64.000,0.000,64,64.0
