dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,42,1,3.8340,12.06,12.70,0.0638,54.500,40.164,300,173.5
geometric,65,4.0,0,0.9,42,2,2.3448,14.66,18.20,0.1878,62.910,51.005,334,235.1
geometric,65,4.0,0,0.9,42,3,2.1610,19.39,22.69,0.1957,64.043,53.078,417,239.8
geometric,65,4.0,0,0.9,42,4,2.0043,23.50,23.47,0.0506,64.069,52.904,396,256.7
geometric,65,4.0,0,0.9,42,5,1.9571,24.95,27.37,0.0930,63.706,50.554,278,248.3
geometric,65,4.0,0,0.9,42,6,1.8943,26.80,28.83,0.0767,64.542,59.020,425,330.5
geometric,65,4.0,0,0.9,42,7,1.8735,27.81,27.84,0.0656,63.719,54.665,525,261.1
geometric,65,4.0,0,0.9,42,8,1.8419,28.80,30.68,0.0629,63.987,48.646,374,210.0
geometric,65,4.0,0,0.9,42,9,1.8479,29.01,29.29,0.0623,63.634,51.189,278,253.3
geometric,65,4.0,0,0.9,42,10,1.8541,28.53,29.23,0.0733,63.834,49.809,422,259.7
geometric,65,4.0,0,0.9,42,11,1.8240,30.45,32.92,0.0933,65.169,53.548,433,254.9
geometric,65,4.0,0,0.9,42,12,1.7865,32.04,32.43,0.0550,63.752,47.219,296,237.2
geometric,65,4.0,0,0.9,42,13,1.7726,33.07,35.13,0.0734,64.529,55.935,402,281.4
geometric,65,4.0,0,0.9,42,14,1.7084,34.90,38.59,0.0692,61.941,50.318,319,251.5
geometric,65,4.0,0,0.9,42,15,1.6661,36.55,37.64,0.0491,65.404,59.528,475,306.1
geometric,65,4.0,0,0.9,42,16,1.7325,34.38,36.39,0.0749,64.698,52.373,329,267.5
geometric,65,4.0,0,0.9,42,17,1.6566,37.99,38.13,0.0722,64.430,50.487,284,252.4
geometric,65,4.0,0,0.9,42,18,1.7085,35.83,39.42,0.0727,61.974,47.264,301,238.9
geometric,65,4.0,0,0.9,42,19,1.6166,39.54,37.02,0.0574,64.596,49.375,359,224.6
geometric,65,4.0,0,0.9,42,20,1.6362,38.91,40.81,0.0705,64.312,51.105,389,258.7
geometric,65,4.0,0,0.9,42,21,1.5951,40.17,39.52,0.0547,64.174,52.086,317,282.9
geometric,65,4.0,0,0.9,42,22,1.5276,42.85,43.24,0.0552,63.752,55.649,330,258.0
geometric,65,4.0,0,0.9,42,23,1.5870,40.82,40.53,0.0652,63.627,50.596,272,258.6
geometric,65,4.0,0,0.9,42,24,1.5210,43.39,43.93,0.0642,64.811,52.814,486,226.2
geometric,65,4.0,0,0.9,42,25,1.4756,45.22,47.28,0.0561,63.478,54.131,346,256.7
geometric,65,4.0,0,0.9,42,26,1.4880,45.07,47.70,0.0607,63.614,49.597,264,241.0
geometric,65,4.0,0,0.9,42,27,1.4764,45.31,46.72,0.0570,64.964,52.300,293,271.0
geometric,65,4.0,0,0.9,42,28,1.4352,47.04,46.38,0.0407,64.043,49.267,316,232.2
geometric,65,4.0,0,0.9,42,29,1.4628,46.22,48.49,0.0575,64.123,45.858,245,217.2
geometric,65,4.0,0,0.9,42,30,1.4346,47.02,50.82,0.0575,62.992,51.055,344,255.5
geometric,65,4.0,0,0.9,42,31,1.3690,49.55,48.10,0.0381,65.123,59.749,525,315.4
geometric,65,4.0,0,0.9,42,32,1.3751,49.44,51.33,0.0535,62.903,49.366,350,237.9
geometric,65,4.0,0,0.9,42,33,1.4105,48.11,46.87,0.0576,63.143,55.463,384,291.3
geometric,65,4.0,0,0.9,42,34,1.3730,49.20,49.28,0.0581,64.496,49.529,335,242.8
geometric,65,4.0,0,0.9,42,35,1.3171,51.70,51.07,0.0408,65.527,54.138,438,229.8
geometric,65,4.0,0,0.9,42,36,1.2824,52.78,55.25,0.0489,62.657,47.889,387,207.3
geometric,65,4.0,0,0.9,42,37,1.2531,54.19,56.40,0.0386,63.624,53.615,324,267.6
geometric,65,4.0,0,0.9,42,38,1.2582,53.88,55.00,0.0444,64.921,56.841,372,309.7
geometric,65,4.0,0,0.9,42,39,1.2944,52.69,45.74,0.0305,63.987,50.270,427,237.6
geometric,65,4.0,0,0.9,42,40,1.3223,51.47,55.72,0.0730,63.417,59.320,542,278.1
geometric,65,4.0,0,0.9,42,41,1.1821,57.12,55.49,0.0379,65.665,53.646,381,259.2
geometric,65,4.0,0,0.9,42,42,1.3068,52.22,54.41,0.0467,64.499,46.902,326,216.2
geometric,65,4.0,0,0.9,42,43,1.1554,57.89,58.99,0.0410,61.504,48.741,283,231.7
geometric,65,4.0,0,0.9,42,44,1.1224,59.21,59.08,0.0311,64.332,51.405,329,246.0
geometric,65,4.0,0,0.9,42,45,1.1455,58.11,56.60,0.0330,64.946,53.310,392,240.1
geometric,65,4.0,0,0.9,42,46,1.1525,58.24,59.57,0.0398,64.087,49.910,304,263.3
geometric,65,4.0,0,0.9,42,47,1.1443,58.48,59.92,0.0455,62.373,51.671,411,249.4
geometric,65,4.0,0,0.9,42,48,1.1362,58.54,57.30,0.0357,66.289,54.219,394,262.3
geometric,65,4.0,0,0.9,42,49,1.0684,61.37,62.22,0.0406,62.885,48.505,267,234.6
geometric,65,4.0,0,0.9,42,50,1.0104,63.46,64.45,0.0308,64.000,56.339,379,281.1
