dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,64,0.9,123,1,6.3877,11.41,9.78,0.0282,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,2,2.3463,8.98,8.93,0.1374,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,3,2.2659,14.30,17.42,0.1142,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,4,2.2204,17.68,18.51,0.1168,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,5,2.1846,18.31,20.43,0.0886,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,6,2.1570,18.60,18.91,0.0863,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,7,2.1203,19.51,21.12,0.0768,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,8,2.0963,20.43,23.12,0.0963,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,9,2.0553,22.43,22.21,0.0380,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,10,2.0670,21.28,22.10,0.0706,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,11,2.0263,23.00,25.02,0.0696,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,12,2.0339,22.90,21.73,0.0760,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,13,1.9953,24.42,24.70,0.0740,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,14,1.9720,25.48,25.11,0.0839,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,15,1.9825,24.87,23.43,0.0382,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,16,1.9810,24.66,28.10,0.1180,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,17,1.9498,25.38,25.65,0.0483,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,18,1.9414,26.02,27.70,0.0833,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,19,1.9244,27.65,29.32,0.0496,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,20,1.9016,28.66,28.55,0.0793,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,21,1.8863,29.16,28.92,0.0641,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,22,1.8694,29.46,31.38,0.0685,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,23,1.8849,28.88,28.62,0.0752,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,24,1.8862,28.60,30.13,0.0693,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,25,1.8417,30.57,28.92,0.0692,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,26,1.8498,30.45,29.97,0.0749,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,27,1.8018,31.75,34.27,0.0677,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,28,1.7860,32.85,28.21,0.0485,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,29,1.8135,31.10,32.16,0.0858,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,30,1.7970,31.71,36.00,0.0818,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,31,1.8235,30.99,33.34,0.0525,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,32,1.7202,35.11,36.66,0.0693,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,33,1.7770,33.47,33.79,0.0592,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,34,1.7409,34.45,34.16,0.0791,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,35,1.7294,34.78,36.14,0.0791,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,36,1.7071,35.38,34.83,0.0742,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,37,1.7278,34.63,36.59,0.0890,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,38,1.6860,36.50,36.24,0.0651,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,39,1.7105,35.40,37.23,0.0702,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,40,1.6559,37.95,39.22,0.0615,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,41,1.6522,38.26,37.57,0.0575,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,42,1.6507,38.12,36.41,0.0606,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,43,1.6958,36.42,36.23,0.0681,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,44,1.6662,37.45,38.40,0.0885,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,45,1.5990,39.71,39.38,0.0482,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,46,1.6297,38.78,39.65,0.0666,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,47,1.6263,38.95,38.27,0.0616,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,48,1.6076,39.27,38.88,0.0659,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,49,1.6038,39.12,39.64,0.0738,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,50,1.5964,40.17,42.80,0.0781,64.000,0.000,64,64.0
