dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,17,4.0,0,0.9,123,1,4.1802,10.01,9.99,0.2356,15.160,12.187,94,61.8
geometric,17,4.0,0,0.9,123,2,2.3359,9.79,10.00,0.1622,16.153,13.499,110,69.5
geometric,17,4.0,0,0.9,123,3,2.3453,10.03,10.03,0.1961,16.141,12.733,78,60.0
geometric,17,4.0,0,0.9,123,4,2.3179,10.20,9.92,0.1166,15.931,13.726,134,61.5
geometric,17,4.0,0,0.9,123,5,2.3179,10.32,10.00,0.1524,15.995,14.809,99,76.7
geometric,17,4.0,0,0.9,123,6,2.3105,10.23,10.30,0.0690,16.077,13.536,91,69.0
geometric,17,4.0,0,0.9,123,7,2.3215,10.34,10.06,0.1303,16.020,12.613,80,55.0
geometric,17,4.0,0,0.9,123,8,2.3220,10.41,10.37,0.1396,15.954,12.629,73,63.0
geometric,17,4.0,0,0.9,123,9,2.3069,10.61,10.14,0.0869,16.023,13.606,86,71.5
geometric,17,4.0,0,0.9,123,10,2.3096,10.89,10.51,0.1228,16.003,14.183,105,74.0
geometric,17,4.0,0,0.9,123,11,2.3029,10.84,11.04,0.0974,15.913,13.589,82,64.3
geometric,17,4.0,0,0.9,123,12,2.2972,11.57,11.41,0.1156,16.046,13.290,77,68.0
geometric,17,4.0,0,0.9,123,13,2.3148,11.92,14.09,0.1828,16.003,12.559,84,61.0
geometric,17,4.0,0,0.9,123,14,2.2706,14.53,17.21,0.1827,15.969,12.495,81,56.4
geometric,17,4.0,0,0.9,123,15,2.3126,13.57,11.12,0.2277,15.969,13.110,87,63.1
geometric,17,4.0,0,0.9,123,16,2.2705,15.73,14.76,0.2389,16.020,14.526,99,73.1
geometric,17,4.0,0,0.9,123,17,2.2961,14.38,12.91,0.2500,16.084,13.722,104,63.0
geometric,17,4.0,0,0.9,123,18,2.3060,14.63,17.18,0.2605,15.890,13.525,111,68.2
geometric,17,4.0,0,0.9,123,19,2.2502,14.57,18.82,0.2298,15.877,13.646,87,71.0
geometric,17,4.0,0,0.9,123,20,2.2975,15.24,13.49,0.2613,16.253,13.106,79,58.4
geometric,17,4.0,0,0.9,123,21,2.3316,14.56,14.78,0.2577,15.696,11.935,88,55.7
geometric,17,4.0,0,0.9,123,22,2.2742,16.05,17.49,0.2836,16.217,14.542,146,65.3
geometric,17,4.0,0,0.9,123,23,2.1328,17.38,18.31,0.1974,16.049,13.384,91,66.3
geometric,17,4.0,0,0.9,123,24,2.1869,17.23,13.65,0.2066,15.962,12.639,78,54.4
geometric,17,4.0,0,0.9,123,25,2.2421,16.71,17.89,0.2583,16.005,12.331,88,54.3
geometric,17,4.0,0,0.9,123,26,2.2107,17.54,16.72,0.2567,15.880,14.327,113,73.5
geometric,17,4.0,0,0.9,123,27,2.1758,17.50,16.25,0.2089,16.274,13.523,83,69.2
geometric,17,4.0,0,0.9,123,28,2.2106,16.82,17.25,0.2452,15.867,13.031,107,65.0
geometric,17,4.0,0,0.9,123,29,2.1524,16.66,17.89,0.2366,15.992,13.831,85,64.0
geometric,17,4.0,0,0.9,123,30,2.1586,17.34,16.51,0.2297,16.010,13.130,84,58.2
geometric,17,4.0,0,0.9,123,31,2.1123,18.08,17.84,0.2088,16.036,13.388,86,63.9
geometric,17,4.0,0,0.9,123,32,2.1288,17.29,13.09,0.2237,16.041,12.959,82,62.1
geometric,17,4.0,0,0.9,123,33,2.2951,16.14,19.10,0.2634,15.939,11.891,88,54.4
geometric,17,4.0,0,0.9,123,34,2.2134,17.85,20.60,0.2530,15.841,12.451,64,57.3
geometric,17,4.0,0,0.9,123,35,2.0437,19.80,20.00,0.1953,16.146,13.972,86,64.4
geometric,17,4.0,0,0.9,123,36,1.9927,21.33,21.62,0.1627,15.951,13.692,70,63.1
geometric,17,4.0,0,0.9,123,37,2.0978,19.45,19.59,0.2010,16.087,13.699,92,63.4
geometric,17,4.0,0,0.9,123,38,2.2010,18.91,18.62,0.2479,15.910,12.369,99,56.1
geometric,17,4.0,0,0.9,123,39,2.1739,19.35,18.62,0.2485,15.870,12.852,101,62.0
geometric,17,4.0,0,0.9,123,40,2.0665,20.44,17.54,0.2041,16.266,13.622,77,67.1
geometric,17,4.0,0,0.9,123,41,2.1115,18.92,18.54,0.2229,15.875,12.938,88,61.4
geometric,17,4.0,0,0.9,123,42,2.0069,21.87,24.40,0.1843,16.054,14.167,119,65.0
geometric,17,4.0,0,0.9,123,43,2.0644,21.20,20.12,0.1968,15.839,12.950,110,58.5
geometric,17,4.0,0,0.9,123,44,2.1628,20.80,20.52,0.2301,16.182,12.940,100,61.2
geometric,17,4.0,0,0.9,123,45,2.0973,21.34,17.86,0.2132,15.977,12.448,82,57.2
geometric,17,4.0,0,0.9,123,46,2.1069,21.19,19.89,0.2185,15.964,12.694,83,64.0
geometric,17,4.0,0,0.9,123,47,2.0522,20.95,21.00,0.2221,15.877,13.196,95,68.0
geometric,17,4.0,0,0.9,123,48,1.9881,23.28,25.65,0.2018,16.207,13.832,75,68.2
geometric,17,4.0,0,0.9,123,49,2.0317,22.93,9.92,0.1915,15.864,12.626,77,62.2
geometric,17,4.0,0,0.9,123,50,2.0623,22.27,18.78,0.2293,16.092,13.016,86,62.0
