dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,64,0.9,123,1,2427.0769,9.95,10.98,0.0004,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,2,166306697.1464,10.27,10.00,-0.0006,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,3,2008647144347.1155,9.92,9.49,0.0014,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,4,3220521247665836.5000,10.04,7.87,0.0045,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,5,45353447005619264.0000,9.59,10.00,0.0061,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,6,nan,9.85,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,7,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,8,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,9,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,10,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,11,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,12,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,13,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,14,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,15,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,16,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,17,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,18,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,19,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,20,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,21,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,22,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,23,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,24,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,25,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,26,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,27,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,28,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,29,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,30,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,31,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,32,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,33,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,34,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,35,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,36,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,37,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,38,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,39,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,40,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,41,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,42,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,43,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,44,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,45,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,46,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,47,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,48,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,49,nan,10.00,10.00,,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,123,50,nan,10.00,10.00,,64.000,0.000,64,64.0
