dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
fifo,0,4.0,64,0.9,456,1,4210.5140,10.63,10.02,-0.0006,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,2,1069983137.6434,9.95,9.39,0.0025,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,3,3135197565675.7656,10.03,9.99,0.0014,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,4,15760377080766246.0000,10.02,10.00,0.0031,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,5,118051134350276752.0000,10.06,10.00,0.0110,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,6,1820078942030368.0000,10.07,10.00,0.0082,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,7,939129501518216.1250,10.09,10.00,0.0245,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,8,69235913055.5229,9.88,10.00,0.1258,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,9,96065479861.0839,10.06,10.00,0.1427,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,10,10197616834259.7168,9.78,10.00,0.1693,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,11,23.1601,9.89,10.00,0.1079,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,12,1185707747.0687,9.99,10.00,0.0992,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,13,117442283698.3037,10.34,10.00,0.1257,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,14,1191123607694544.5000,10.07,10.00,0.0073,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,15,1107349798419577831424.0000,10.02,10.00,-0.0074,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,16,2799309450640182784.0000,10.10,10.00,0.0539,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,17,64838400131485.2891,9.99,10.00,0.1363,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,18,37.0181,9.67,10.00,0.1361,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,19,29.9416,10.16,10.00,0.1337,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,20,28.0428,10.05,10.00,0.0985,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,21,51704577589461.2344,10.00,10.00,0.1344,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,22,437677195681052.6875,10.40,10.00,0.0226,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,23,19.9090,9.89,10.00,0.1014,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,24,20.6863,9.78,10.00,0.1486,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,25,19.5948,10.15,10.00,0.0371,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,26,8792294553155.7148,9.77,10.00,0.0908,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,27,1379369334578.3608,9.98,10.00,0.1253,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,28,28307280542.6873,9.93,10.00,0.1191,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,29,29282310494063.4727,10.05,10.00,0.0474,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,30,47448257588.6928,10.05,10.00,0.0824,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,31,1525215379193.4214,10.04,10.00,0.1163,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,32,7581242750.4351,9.98,10.00,0.1281,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,33,139103494914.5013,9.75,10.00,0.0737,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,34,10124630345091.6367,9.74,10.00,0.1281,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,35,28858604196444.8086,10.03,10.00,0.0958,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,36,58908063222401072.0000,10.00,10.00,0.0526,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,37,1935097105820303.2500,10.15,10.00,0.0412,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,38,2111302750510105.2500,10.13,10.00,0.0497,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,39,27080129578564.2383,9.70,10.00,0.1459,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,40,15513770624525.8750,10.11,10.00,0.0678,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,41,1583996951570834.5000,10.12,10.00,0.1131,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,42,3694882259875975.0000,9.99,10.00,0.1781,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,43,7199275440135.4268,10.08,10.00,0.0571,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,44,14897818504552288.0000,9.99,10.00,0.0062,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,45,271558034673020128.0000,9.99,10.00,0.0249,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,46,5525144672753.4180,10.21,10.00,0.0683,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,47,97204.6199,9.88,10.00,0.1149,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,48,6840755044145.7354,10.09,10.00,0.1081,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,49,26430355094936.7539,10.08,10.00,0.0940,64.000,0.000,64,64.0
fifo,0,4.0,64,0.9,456,50,6915920.9523,10.02,10.00,0.1329,64.000,0.000,64,64.0
