dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,123,1,5.8237,10.20,10.07,0.1279,53.687,39.673,273,214.2
geometric,65,4.0,0,0.9,123,2,2.3055,9.91,10.02,0.0353,63.537,51.253,331,269.0
geometric,65,4.0,0,0.9,123,3,2.3032,10.04,10.02,0.0062,63.862,49.802,427,208.8
geometric,65,4.0,0,0.9,123,4,2.3032,9.77,10.04,0.0008,64.790,50.863,324,245.5
geometric,65,4.0,0,0.9,123,5,2.3028,10.10,10.05,0.0295,62.488,54.005,480,260.0
geometric,65,4.0,0,0.9,123,6,2.3031,9.73,10.04,0.0316,65.031,58.876,396,291.4
geometric,65,4.0,0,0.9,123,7,2.3032,9.82,10.06,0.0209,63.174,48.839,364,232.5
geometric,65,4.0,0,0.9,123,8,2.3030,10.17,10.03,-0.0125,65.777,52.041,292,266.3
geometric,65,4.0,0,0.9,123,9,2.3030,10.06,10.02,0.0105,62.872,49.260,320,247.4
geometric,65,4.0,0,0.9,123,10,2.3030,9.91,10.01,-0.0056,63.322,53.490,323,304.4
geometric,65,4.0,0,0.9,123,11,2.3030,9.93,10.05,0.0138,65.754,57.139,439,288.9
geometric,65,4.0,0,0.9,123,12,2.3031,10.04,10.02,-0.0075,64.737,54.294,322,273.8
geometric,65,4.0,0,0.9,123,13,2.3036,9.72,9.87,0.0071,62.317,44.296,247,209.0
geometric,65,4.0,0,0.9,123,14,2.3030,9.98,9.99,-0.0198,64.133,50.728,325,248.2
geometric,65,4.0,0,0.9,123,15,2.3029,9.83,10.07,-0.0220,64.913,52.918,394,246.8
geometric,65,4.0,0,0.9,123,16,2.3028,9.95,9.99,-0.0083,61.583,52.155,353,237.7
geometric,65,4.0,0,0.9,123,17,2.3030,9.75,9.99,0.0094,67.054,57.777,390,273.4
geometric,65,4.0,0,0.9,123,18,2.3027,9.91,9.96,0.0142,62.373,49.382,315,229.4
geometric,65,4.0,0,0.9,123,19,2.3029,9.92,10.02,-0.0044,64.276,55.475,481,283.1
geometric,65,4.0,0,0.9,123,20,2.3028,10.18,9.72,0.0129,64.156,51.358,313,235.0
geometric,65,4.0,0,0.9,123,21,2.3031,9.87,10.00,0.0078,63.910,45.788,272,229.1
geometric,65,4.0,0,0.9,123,22,2.3031,9.94,10.00,0.0226,62.087,49.679,374,236.1
geometric,65,4.0,0,0.9,123,23,2.3032,9.81,10.01,0.0144,64.785,56.394,589,252.5
geometric,65,4.0,0,0.9,123,24,2.3029,9.77,10.00,-0.0156,65.386,51.967,351,257.4
geometric,65,4.0,0,0.9,123,25,2.3030,9.96,10.03,0.0112,65.407,50.447,352,243.7
geometric,65,4.0,0,0.9,123,26,2.3029,10.03,9.74,-0.0058,61.611,48.249,339,239.5
geometric,65,4.0,0,0.9,123,27,2.3027,9.82,10.16,-0.0041,65.542,55.436,424,260.8
geometric,65,4.0,0,0.9,123,28,2.3024,10.22,10.02,0.0168,62.921,51.875,370,271.3
geometric,65,4.0,0,0.9,123,29,2.3021,10.00,10.01,0.0304,63.205,51.361,302,268.1
geometric,65,4.0,0,0.9,123,30,2.3018,10.01,9.77,0.0137,64.762,51.599,368,235.2
geometric,65,4.0,0,0.9,123,31,2.3012,10.32,10.98,0.0231,63.680,51.521,314,237.0
geometric,65,4.0,0,0.9,123,32,2.2994,10.75,11.15,0.0069,63.074,50.169,317,222.7
geometric,65,4.0,0,0.9,123,33,2.2967,11.31,11.38,0.0147,66.698,50.463,362,246.0
geometric,65,4.0,0,0.9,123,34,2.2909,12.18,11.92,0.0053,63.176,48.380,299,232.0
geometric,65,4.0,0,0.9,123,35,2.2837,12.45,13.11,0.0208,61.857,50.123,304,237.5
geometric,65,4.0,0,0.9,123,36,2.2738,13.43,10.69,0.0212,65.985,56.915,354,259.2
geometric,65,4.0,0,0.9,123,37,2.2423,14.36,16.45,0.0693,63.680,53.437,372,257.3
geometric,65,4.0,0,0.9,123,38,2.2098,15.33,16.50,0.0470,64.176,46.515,328,219.3
geometric,65,4.0,0,0.9,123,39,2.1706,15.75,16.50,0.0666,64.598,52.059,364,250.3
geometric,65,4.0,0,0.9,123,40,2.1315,17.25,16.93,0.0688,62.974,50.510,376,257.6
geometric,65,4.0,0,0.9,123,41,2.1605,16.97,17.57,0.1131,64.396,50.169,309,233.2
geometric,65,4.0,0,0.9,123,42,2.0573,18.27,20.25,0.1094,63.578,54.025,348,235.2
geometric,65,4.0,0,0.9,123,43,2.0536,18.40,17.81,0.0669,65.522,55.894,504,257.9
geometric,65,4.0,0,0.9,123,44,2.1191,17.77,17.00,0.1148,63.504,48.710,428,223.0
geometric,65,4.0,0,0.9,123,45,2.0792,17.56,17.91,0.0908,63.887,50.927,329,249.2
geometric,65,4.0,0,0.9,123,46,2.0592,17.80,19.54,0.1111,63.189,48.343,314,212.1
geometric,65,4.0,0,0.9,123,47,2.0328,18.61,18.61,0.0466,63.558,47.923,320,241.6
geometric,65,4.0,0,0.9,123,48,2.0275,18.60,19.51,0.1003,63.422,54.404,331,275.2
geometric,65,4.0,0,0.9,123,49,1.9936,19.20,18.45,0.0816,65.864,51.785,312,253.6
geometric,65,4.0,0,0.9,123,50,2.0497,18.05,16.96,0.0886,62.476,49.972,345,239.9
