dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,17,4.0,0,0.9,456,1,3.9963,10.02,10.00,0.2138,15.492,14.219,137,67.5
geometric,17,4.0,0,0.9,456,2,2.3270,9.83,10.01,0.1381,15.951,12.952,81,63.4
geometric,17,4.0,0,0.9,456,3,2.3228,10.00,10.00,0.1453,16.033,13.071,76,66.0
geometric,17,4.0,0,0.9,456,4,2.3168,10.10,10.00,0.1118,15.772,13.514,97,66.0
geometric,17,4.0,0,0.9,456,5,2.3174,10.01,9.92,0.1142,16.115,13.356,87,64.4
geometric,17,4.0,0,0.9,456,6,2.3215,10.05,10.06,0.1322,16.192,12.113,72,52.3
geometric,17,4.0,0,0.9,456,7,2.3207,10.03,10.00,0.1510,15.813,14.143,102,82.3
geometric,17,4.0,0,0.9,456,8,2.3182,9.89,9.95,0.1177,15.813,13.371,92,62.8
geometric,17,4.0,0,0.9,456,9,2.3177,9.91,10.10,0.1165,16.059,14.396,108,72.5
geometric,17,4.0,0,0.9,456,10,2.3155,10.26,10.23,0.1149,16.230,13.507,94,63.1
geometric,17,4.0,0,0.9,456,11,2.3210,10.08,10.87,0.1247,15.885,12.004,80,58.8
geometric,17,4.0,0,0.9,456,12,2.3383,9.78,10.09,0.1917,16.123,12.719,103,66.1
geometric,17,4.0,0,0.9,456,13,2.3154,11.15,11.20,0.1125,15.959,14.829,120,75.7
geometric,17,4.0,0,0.9,456,14,2.2725,13.29,14.54,0.1447,15.854,13.324,95,64.2
geometric,17,4.0,0,0.9,456,15,2.3203,13.49,9.99,0.1930,16.248,12.579,89,61.2
geometric,17,4.0,0,0.9,456,16,2.3568,11.09,10.01,0.1825,15.872,13.171,69,64.1
geometric,17,4.0,0,0.9,456,17,2.2862,11.79,13.65,0.1486,16.015,13.370,100,67.0
geometric,17,4.0,0,0.9,456,18,2.2920,12.69,16.21,0.1562,16.059,14.371,112,75.5
geometric,17,4.0,0,0.9,456,19,2.3096,12.96,16.32,0.2302,15.841,11.861,71,52.3
geometric,17,4.0,0,0.9,456,20,2.2286,16.03,14.33,0.2137,16.082,14.418,101,71.0
geometric,17,4.0,0,0.9,456,21,2.2409,15.26,14.11,0.2312,16.041,14.081,89,62.1
geometric,17,4.0,0,0.9,456,22,2.2722,14.86,16.70,0.2279,15.964,13.215,100,64.0
geometric,17,4.0,0,0.9,456,23,2.2909,15.11,13.77,0.2448,15.836,12.675,87,59.1
geometric,17,4.0,0,0.9,456,24,2.2893,15.47,18.70,0.2353,16.046,13.432,103,66.7
geometric,17,4.0,0,0.9,456,25,2.3032,14.71,17.47,0.2638,16.120,13.591,116,64.1
geometric,17,4.0,0,0.9,456,26,2.2847,15.21,9.96,0.2513,15.964,14.300,94,75.2
geometric,17,4.0,0,0.9,456,27,2.2310,16.43,18.08,0.2324,16.038,13.331,74,66.1
geometric,17,4.0,0,0.9,456,28,2.2314,16.82,17.76,0.2263,15.934,13.988,102,62.9
geometric,17,4.0,0,0.9,456,29,2.3130,16.81,15.43,0.2526,16.220,12.369,87,60.4
geometric,17,4.0,0,0.9,456,30,2.3068,15.99,17.85,0.2702,15.760,12.885,102,57.1
geometric,17,4.0,0,0.9,456,31,2.2207,16.83,20.12,0.2481,16.176,13.235,92,62.0
geometric,17,4.0,0,0.9,456,32,2.2405,18.02,20.85,0.2468,15.813,13.030,82,64.2
geometric,17,4.0,0,0.9,456,33,2.2504,16.87,15.65,0.2322,16.123,12.923,68,61.3
geometric,17,4.0,0,0.9,456,34,2.1894,18.46,10.50,0.2192,15.949,13.674,104,64.2
geometric,17,4.0,0,0.9,456,35,2.2115,18.25,21.36,0.2401,16.020,14.029,87,70.2
geometric,17,4.0,0,0.9,456,36,2.1722,19.48,21.23,0.2233,16.031,13.203,83,64.2
geometric,17,4.0,0,0.9,456,37,2.2653,17.76,13.64,0.2251,16.000,12.148,73,62.1
geometric,17,4.0,0,0.9,456,38,2.2466,18.05,15.83,0.2452,15.985,13.569,89,67.1
geometric,17,4.0,0,0.9,456,39,2.2250,19.59,22.22,0.2498,16.049,13.108,103,64.0
geometric,17,4.0,0,0.9,456,40,2.1970,19.66,18.37,0.2142,15.931,11.953,70,56.2
geometric,17,4.0,0,0.9,456,41,2.2575,16.53,16.93,0.2339,15.793,12.634,119,58.4
geometric,17,4.0,0,0.9,456,42,2.2641,18.73,13.32,0.2127,16.317,12.798,109,66.0
geometric,17,4.0,0,0.9,456,43,2.1888,19.27,24.18,0.2461,16.003,13.766,88,73.0
geometric,17,4.0,0,0.9,456,44,2.2437,19.01,24.15,0.2282,15.813,12.942,101,68.3
geometric,17,4.0,0,0.9,456,45,2.1168,22.38,20.58,0.2378,16.082,13.786,126,57.4
geometric,17,4.0,0,0.9,456,46,2.1652,21.59,21.99,0.2415,15.785,13.166,110,70.0
geometric,17,4.0,0,0.9,456,47,2.2109,20.02,27.42,0.2132,16.215,13.493,118,57.6
geometric,17,4.0,0,0.9,456,48,2.0458,23.92,22.68,0.1986,16.013,13.655,97,63.0
geometric,17,4.0,0,0.9,456,49,2.1683,22.15,28.17,0.2277,15.898,12.623,104,57.4
geometric,17,4.0,0,0.9,456,50,2.0862,23.83,22.61,0.2245,16.143,13.596,95,69.7
