dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,456,1,20.4133,10.45,10.42,0.0516,52.531,41.660,270,191.8
geometric,65,4.0,0,0.9,456,2,7.2976,9.84,9.93,0.0937,63.974,52.769,499,243.2
geometric,65,4.0,0,0.9,456,3,8.5938,9.72,10.01,0.0804,65.151,52.277,326,279.2
geometric,65,4.0,0,0.9,456,4,9.1258,9.99,10.00,0.0929,62.903,49.580,290,245.3
geometric,65,4.0,0,0.9,456,5,8.9620,10.03,10.01,0.0960,64.895,55.164,351,266.9
geometric,65,4.0,0,0.9,456,6,8.2349,9.90,10.00,0.1360,65.583,52.365,341,232.5
geometric,65,4.0,0,0.9,456,7,8.4136,9.73,10.00,0.1005,60.422,42.427,250,222.0
geometric,65,4.0,0,0.9,456,8,8.8180,9.99,10.00,0.0939,65.744,57.601,405,305.1
geometric,65,4.0,0,0.9,456,9,9.2530,10.15,10.00,0.1234,63.829,56.565,457,272.9
geometric,65,4.0,0,0.9,456,10,7.4626,10.00,10.00,0.1117,63.882,54.845,425,255.7
geometric,65,4.0,0,0.9,456,11,8.4040,10.15,10.00,0.0963,64.609,50.261,367,235.5
geometric,65,4.0,0,0.9,456,12,9.2816,9.94,9.98,0.0791,63.980,44.850,287,212.6
geometric,65,4.0,0,0.9,456,13,8.3638,9.90,10.00,0.1139,61.872,52.215,411,258.6
geometric,65,4.0,0,0.9,456,14,6.4499,9.69,10.00,0.0988,64.471,56.283,480,309.8
geometric,65,4.0,0,0.9,456,15,7.2985,9.99,10.01,0.1116,66.826,57.176,363,271.1
geometric,65,4.0,0,0.9,456,16,8.5821,9.85,10.00,0.1120,61.980,50.520,302,270.2
geometric,65,4.0,0,0.9,456,17,8.0884,9.97,10.00,0.0823,64.575,50.565,280,250.1
geometric,65,4.0,0,0.9,456,18,9.7715,9.99,10.00,0.0890,63.460,52.999,383,273.5
geometric,65,4.0,0,0.9,456,19,9.3455,9.93,10.00,0.1142,65.043,53.031,467,239.4
geometric,65,4.0,0,0.9,456,20,8.2557,10.10,10.00,0.1253,63.054,52.810,303,253.0
geometric,65,4.0,0,0.9,456,21,7.4687,9.76,10.00,0.1094,63.903,55.365,389,264.6
geometric,65,4.0,0,0.9,456,22,7.2980,9.97,10.00,0.1140,63.455,52.064,359,241.5
geometric,65,4.0,0,0.9,456,23,7.0743,10.31,10.00,0.0862,66.036,52.662,368,244.2
geometric,65,4.0,0,0.9,456,24,8.3502,10.10,10.00,0.1174,62.629,50.705,369,252.8
geometric,65,4.0,0,0.9,456,25,8.5500,10.16,10.00,0.0948,64.194,53.197,412,257.7
geometric,65,4.0,0,0.9,456,26,8.2500,10.23,10.01,0.1055,62.788,49.080,304,240.7
geometric,65,4.0,0,0.9,456,27,7.6563,9.95,10.00,0.1115,66.220,56.229,318,277.3
geometric,65,4.0,0,0.9,456,28,7.9315,9.77,10.00,0.1092,61.629,49.555,309,242.1
geometric,65,4.0,0,0.9,456,29,8.0581,10.04,10.00,0.0997,66.199,55.104,429,268.4
geometric,65,4.0,0,0.9,456,30,8.3973,9.89,10.00,0.1192,62.279,48.328,340,219.9
geometric,65,4.0,0,0.9,456,31,8.8760,10.12,10.00,0.0885,66.199,54.120,437,236.2
geometric,65,4.0,0,0.9,456,32,9.6561,9.79,10.00,0.0961,63.246,51.232,347,239.3
geometric,65,4.0,0,0.9,456,33,9.3946,10.05,10.00,0.1019,62.926,50.370,276,238.5
geometric,65,4.0,0,0.9,456,34,8.5735,10.01,10.00,0.1016,64.685,54.954,387,259.1
geometric,65,4.0,0,0.9,456,35,8.2918,9.75,10.00,0.1026,63.586,50.630,326,261.4
geometric,65,4.0,0,0.9,456,36,8.2752,9.87,10.00,0.1080,65.010,54.244,363,273.0
geometric,65,4.0,0,0.9,456,37,9.5503,10.17,10.00,0.0872,63.749,48.415,307,231.3
geometric,65,4.0,0,0.9,456,38,10.2485,10.09,10.00,0.1218,64.366,50.857,345,241.6
geometric,65,4.0,0,0.9,456,39,9.0807,9.97,10.00,0.1017,64.077,55.506,409,264.7
geometric,65,4.0,0,0.9,456,40,9.2058,9.66,10.00,0.0972,63.908,46.491,293,223.8
geometric,65,4.0,0,0.9,456,41,10.4793,10.10,10.00,0.0849,64.013,47.694,423,224.1
geometric,65,4.0,0,0.9,456,42,11.7838,9.85,10.00,0.0886,64.506,49.311,434,243.3
geometric,65,4.0,0,0.9,456,43,10.5772,10.05,10.00,0.1279,62.918,49.954,367,232.4
geometric,65,4.0,0,0.9,456,44,8.2631,9.85,10.00,0.1056,64.491,53.597,389,287.1
geometric,65,4.0,0,0.9,456,45,9.2151,10.15,10.00,0.1396,63.987,50.795,338,228.2
geometric,65,4.0,0,0.9,456,46,8.4585,9.93,10.00,0.0830,62.752,48.292,472,230.2
geometric,65,4.0,0,0.9,456,47,9.7932,10.07,10.00,0.0915,64.785,54.981,438,273.2
geometric,65,4.0,0,0.9,456,48,9.1689,9.98,10.00,0.0953,64.425,52.196,357,232.3
geometric,65,4.0,0,0.9,456,49,10.2341,9.87,10.00,0.1112,62.598,51.443,414,223.4
geometric,65,4.0,0,0.9,456,50,8.6063,9.95,10.00,0.1213,65.593,50.945,411,224.3
