dist,K,c_mean,tau,momentum,seed,epoch,train_loss,train_acc,test_acc,grad_angle,stale_mean,stale_std,stale_max,stale_p99
geometric,65,4.0,0,0.9,123,1,27.8978,10.28,9.80,0.0039,53.687,39.673,273,214.2
geometric,65,4.0,0,0.9,123,2,21.8783,10.03,10.00,0.0677,63.537,51.253,331,269.0
geometric,65,4.0,0,0.9,123,3,9.3178,9.87,10.00,0.1109,63.862,49.802,427,208.8
geometric,65,4.0,0,0.9,123,4,9.2788,10.02,10.02,0.0901,64.790,50.863,324,245.5
geometric,65,4.0,0,0.9,123,5,8.2621,10.22,10.00,0.1008,62.488,54.005,480,260.0
geometric,65,4.0,0,0.9,123,6,7.8564,9.97,10.00,0.1159,65.031,58.876,396,291.4
geometric,65,4.0,0,0.9,123,7,8.5185,10.07,10.00,0.1149,63.174,48.839,364,232.5
geometric,65,4.0,0,0.9,123,8,8.6610,10.00,10.00,0.0940,65.777,52.041,292,266.3
geometric,65,4.0,0,0.9,123,9,8.3644,9.94,10.01,0.0954,62.872,49.260,320,247.4
geometric,65,4.0,0,0.9,123,10,8.7040,9.97,10.00,0.0960,63.322,53.490,323,304.4
geometric,65,4.0,0,0.9,123,11,7.5359,10.18,10.02,0.1093,65.754,57.139,439,288.9
geometric,65,4.0,0,0.9,123,12,7.1505,9.97,10.00,0.0837,64.737,54.294,322,273.8
geometric,65,4.0,0,0.9,123,13,8.3474,9.89,10.00,0.1089,62.317,44.296,247,209.0
geometric,65,4.0,0,0.9,123,14,8.7098,10.02,10.00,0.1198,64.133,50.728,325,248.2
geometric,65,4.0,0,0.9,123,15,8.2228,10.16,10.01,0.1034,64.913,52.918,394,246.8
geometric,65,4.0,0,0.9,123,16,8.1837,9.85,10.00,0.1139,61.583,52.155,353,237.7
geometric,65,4.0,0,0.9,123,17,8.8254,9.85,10.00,0.1013,67.054,57.777,390,273.4
geometric,65,4.0,0,0.9,123,18,9.3137,10.01,10.01,0.1013,62.373,49.382,315,229.4
geometric,65,4.0,0,0.9,123,19,9.0309,9.84,10.00,0.1151,64.276,55.475,481,283.1
geometric,65,4.0,0,0.9,123,20,8.5093,10.00,10.01,0.1012,64.156,51.358,313,235.0
geometric,65,4.0,0,0.9,123,21,8.8287,10.16,10.00,0.0919,63.910,45.788,272,229.1
geometric,65,4.0,0,0.9,123,22,9.6240,10.27,10.04,0.0943,62.087,49.679,374,236.1
geometric,65,4.0,0,0.9,123,23,8.1631,10.01,10.00,0.0982,64.785,56.394,589,252.5
geometric,65,4.0,0,0.9,123,24,8.7718,10.09,10.00,0.0861,65.386,51.967,351,257.4
geometric,65,4.0,0,0.9,123,25,8.9993,9.98,10.02,0.1039,65.407,50.447,352,243.7
geometric,65,4.0,0,0.9,123,26,9.1856,10.15,10.00,0.1191,61.611,48.249,339,239.5
geometric,65,4.0,0,0.9,123,27,7.7898,9.99,10.00,0.0834,65.542,55.436,424,260.8
geometric,65,4.0,0,0.9,123,28,8.6054,9.88,10.00,0.1350,62.921,51.875,370,271.3
geometric,65,4.0,0,0.9,123,29,7.7165,9.90,10.00,0.1023,63.205,51.361,302,268.1
geometric,65,4.0,0,0.9,123,30,7.7791,10.02,10.00,0.0785,64.762,51.599,368,235.2
geometric,65,4.0,0,0.9,123,31,7.7514,9.89,10.01,0.1070,63.680,51.521,314,237.0
geometric,65,4.0,0,0.9,123,32,8.6293,10.07,10.00,0.1033,63.074,50.169,317,222.7
geometric,65,4.0,0,0.9,123,33,8.8333,9.93,10.00,0.0804,66.698,50.463,362,246.0
geometric,65,4.0,0,0.9,123,34,10.0613,10.06,10.00,0.0964,63.176,48.380,299,232.0
geometric,65,4.0,0,0.9,123,35,8.9035,9.94,10.00,0.1028,61.857,50.123,304,237.5
geometric,65,4.0,0,0.9,123,36,7.5406,10.14,10.00,0.1120,65.985,56.915,354,259.2
geometric,65,4.0,0,0.9,123,37,7.4482,10.26,10.00,0.1050,63.680,53.437,372,257.3
geometric,65,4.0,0,0.9,123,38,7.5708,9.98,10.00,0.0680,64.176,46.515,328,219.3
geometric,65,4.0,0,0.9,123,39,9.1442,10.08,10.00,0.1034,64.598,52.059,364,250.3
geometric,65,4.0,0,0.9,123,40,9.0946,10.01,10.00,0.0935,62.974,50.510,376,257.6
geometric,65,4.0,0,0.9,123,41,10.0686,10.13,10.00,0.1051,64.396,50.169,309,233.2
geometric,65,4.0,0,0.9,123,42,8.9383,9.86,10.00,0.1308,63.578,54.025,348,235.2
geometric,65,4.0,0,0.9,123,43,8.0421,9.70,10.00,0.0848,65.522,55.894,504,257.9
geometric,65,4.0,0,0.9,123,44,8.6717,9.88,10.00,0.0991,63.504,48.710,428,223.0
geometric,65,4.0,0,0.9,123,45,10.0347,10.20,10.00,0.0984,63.887,50.927,329,249.2
geometric,65,4.0,0,0.9,123,46,11.3358,9.88,10.00,0.1130,63.189,48.343,314,212.1
geometric,65,4.0,0,0.9,123,47,9.0381,10.02,10.00,0.1080,63.558,47.923,320,241.6
geometric,65,4.0,0,0.9,123,48,8.4831,10.02,10.00,0.1179,63.422,54.404,331,275.2
geometric,65,4.0,0,0.9,123,49,8.5557,9.86,10.00,0.0678,65.864,51.785,312,253.6
geometric,65,4.0,0,0.9,123,50,9.6034,10.17,9.90,0.1157,62.476,49.972,345,239.9
