tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset,delay_type,M
30,0.0,123,1,3.2697,11.93,15.41,1.0,A,0.0978,fixed,0.0000,0.3,geometric,31
30,0.0,123,2,2.2307,16.14,18.98,1.0,A,0.0502,fixed,0.0000,0.3,geometric,31
30,0.0,123,3,2.0905,20.45,22.37,1.0,A,0.0717,fixed,0.0000,0.3,geometric,31
30,0.0,123,4,2.0197,23.85,25.84,1.0,A,0.0528,fixed,0.0000,0.3,geometric,31
30,0.0,123,5,1.9340,27.25,30.20,1.0,A,0.0616,fixed,0.0000,0.3,geometric,31
30,0.0,123,6,1.8439,30.13,31.43,1.0,A,0.0578,fixed,0.0000,0.3,geometric,31
30,0.0,123,7,1.7715,33.24,36.92,1.0,A,0.0525,fixed,0.0000,0.3,geometric,31
30,0.0,123,8,1.7184,35.23,36.27,1.0,A,0.0478,fixed,0.0000,0.3,geometric,31
30,0.0,123,9,1.6530,38.02,35.14,1.0,A,0.0405,fixed,0.0000,0.3,geometric,31
30,0.0,123,10,1.5856,40.52,41.89,1.0,A,0.0499,fixed,0.0000,0.3,geometric,31
30,0.0,123,11,1.5419,42.52,42.46,1.0,A,0.0390,fixed,0.0000,0.3,geometric,31
30,0.0,123,12,1.4848,44.77,43.65,1.0,A,0.0369,fixed,0.0000,0.3,geometric,31
30,0.0,123,13,1.4648,45.87,48.69,1.0,A,0.0328,fixed,0.0000,0.3,geometric,31
30,0.0,123,14,1.3692,49.92,54.04,1.0,A,0.0408,fixed,0.0000,0.3,geometric,31
30,0.0,123,15,1.2690,53.86,50.18,1.0,A,0.0301,fixed,0.0000,0.3,geometric,31
30,0.0,123,16,1.2791,53.48,55.05,1.0,A,0.0359,fixed,0.0000,0.3,geometric,31
30,0.0,123,17,1.1941,56.79,54.74,1.0,A,0.0312,fixed,0.0000,0.3,geometric,31
30,0.0,123,18,1.1689,57.84,58.80,1.0,A,0.0287,fixed,0.0000,0.3,geometric,31
30,0.0,123,19,1.1091,59.91,60.15,1.0,A,0.0253,fixed,0.0000,0.3,geometric,31
30,0.0,123,20,1.0389,62.85,59.31,1.0,A,0.0244,fixed,0.0000,0.3,geometric,31
30,0.0,123,21,1.0115,63.87,65.49,1.0,A,0.0351,fixed,0.0000,0.3,geometric,31
30,0.0,123,22,0.9573,66.06,65.24,1.0,A,0.0224,fixed,0.0000,0.3,geometric,31
30,0.0,123,23,0.9097,67.89,65.92,1.0,A,0.0257,fixed,0.0000,0.3,geometric,31
30,0.0,123,24,0.8992,68.22,71.10,1.0,A,0.0227,fixed,0.0000,0.3,geometric,31
30,0.0,123,25,0.8616,69.67,69.75,1.0,A,0.0216,fixed,0.0000,0.3,geometric,31
30,0.0,123,26,0.8262,70.94,71.59,1.0,A,0.0292,fixed,0.0000,0.3,geometric,31
30,0.0,123,27,0.8159,71.44,69.35,1.0,A,0.0150,fixed,0.0000,0.3,geometric,31
30,0.0,123,28,0.7974,72.10,72.69,1.0,A,0.0218,fixed,0.0000,0.3,geometric,31
30,0.0,123,29,0.7584,73.37,72.88,1.0,A,0.0189,fixed,0.0000,0.3,geometric,31
30,0.0,123,30,0.7591,73.51,73.83,1.0,A,0.0221,fixed,0.0000,0.3,geometric,31
30,0.0,123,31,0.6635,76.90,77.60,1.0,A,0.0142,fixed,0.0000,0.3,geometric,31
30,0.0,123,32,0.6374,77.81,77.87,1.0,A,0.0024,fixed,0.0000,0.3,geometric,31
30,0.0,123,33,0.6287,78.05,78.09,1.0,A,0.0037,fixed,0.0000,0.3,geometric,31
30,0.0,123,34,0.6206,78.41,78.35,1.0,A,0.0005,fixed,0.0000,0.3,geometric,31
30,0.0,123,35,0.6131,78.67,78.11,1.0,A,0.0045,fixed,0.0000,0.3,geometric,31
30,0.0,123,36,0.6079,78.92,78.91,1.0,A,-0.0010,fixed,0.0000,0.3,geometric,31
30,0.0,123,37,0.6042,79.05,78.77,1.0,A,-0.0002,fixed,0.0000,0.3,geometric,31
30,0.0,123,38,0.6052,78.92,78.62,1.0,A,0.0006,fixed,0.0000,0.3,geometric,31
30,0.0,123,39,0.5973,79.26,78.74,1.0,A,0.0019,fixed,0.0000,0.3,geometric,31
30,0.0,123,40,0.5892,79.50,79.06,1.0,A,-0.0018,fixed,0.0000,0.3,geometric,31
30,0.0,123,41,0.5886,79.31,79.10,1.0,A,-0.0008,fixed,0.0000,0.3,geometric,31
30,0.0,123,42,0.5863,79.61,79.02,1.0,A,0.0034,fixed,0.0000,0.3,geometric,31
30,0.0,123,43,0.5868,79.62,79.02,1.0,A,0.0038,fixed,0.0000,0.3,geometric,31
30,0.0,123,44,0.5879,79.59,79.10,1.0,A,-0.0021,fixed,0.0000,0.3,geometric,31
30,0.0,123,45,0.5866,79.49,79.16,1.0,A,-0.0020,fixed,0.0000,0.3,geometric,31
30,0.0,123,46,0.5839,79.63,79.15,1.0,A,-0.0001,fixed,0.0000,0.3,geometric,31
30,0.0,123,47,0.5811,79.84,79.18,1.0,A,0.0021,fixed,0.0000,0.3,geometric,31
30,0.0,123,48,0.5851,79.61,79.24,1.0,A,0.0005,fixed,0.0000,0.3,geometric,31
30,0.0,123,49,0.5831,79.68,79.30,1.0,A,-0.0016,fixed,0.0000,0.3,geometric,31
30,0.0,123,50,0.5818,79.80,79.36,1.0,A,0.0031,fixed,0.0000,0.3,geometric,31
