tau,mean_test_loss,std_test_loss,mean_test_acc,std_test_acc,mean_test_error,std_test_error,mean_weight_norm,std_weight_norm,mean_mean_grad_sq,std_mean_grad_sq
0,0.5664336323897045,0.04589961924395405,0.8635666666666667,0.005810622456616302,0.13643333333333332,0.005810622456616302,53.449520111083984,0.09910820986785254,3.182142445372969,0.10283517551048454
1,0.4620403339942296,0.056738344180613444,0.8708,0.012831211945876357,0.12919999999999998,0.012831211945876357,55.24445724487305,0.026457015424605667,2.095423974244453,0.02661456573479841
2,0.45946823317209873,0.03379094117255555,0.8681,0.005556077753235615,0.13190000000000002,0.005556077753235615,55.51826477050781,0.0313810528612526,2.049203792736188,0.07570853064548744
4,0.4608440014680227,0.03561073502571939,0.8632333333333334,0.006434542200757854,0.13676666666666668,0.006434542200757854,55.65001932779948,0.10692012969188816,1.8996182481050872,0.031452768582697466
8,0.49442892336845395,0.0486397937368361,0.8523999999999999,0.009153687781435407,0.14759999999999998,0.009153687781435407,55.90017064412435,0.15578504938728202,1.8341955924164488,0.03723171548673182
10,0.5740546907901763,0.09705543818678602,0.8338666666666668,0.024186842152983386,0.16613333333333333,0.024186842152983386,56.258575439453125,0.3419054358795081,1.784707458046696,0.0657421718388517
