tau,epoch,mean_train_loss,std_train_loss,mean_test_loss,std_test_loss,mean_test_acc,std_test_acc,mean_test_error,std_test_error,mean_weight_norm,std_weight_norm,mean_mean_grad_sq,std_mean_grad_sq
0,1,1.6757762846739397,0.016070088797199743,1.948280719502767,0.32269913217448104,0.3736333333333333,0.048906577608061386,0.6263666666666666,0.04890657760806143,37.626365661621094,0.07101818948796239,6.3386868330390405,0.21302725335227782
0,2,1.2899599036190719,0.02299410140125301,1.2917196955362957,0.09227453714842174,0.5532666666666667,0.01775678274162672,0.44673333333333326,0.017756782741626724,37.883836110432945,0.07129203902986128,5.392340202125873,0.09081260718942995
0,3,1.0941266377360417,0.0259348871331434,1.3336662033081055,0.26243919025508655,0.5664999999999999,0.04536066577994637,0.4335,0.04536066577994638,38.134254455566406,0.06850975081901908,5.037602086950852,0.08619401633754847
0,4,0.9696142106409879,0.020543225465459097,1.1645405955632528,0.154551981125583,0.6120333333333333,0.04146339751314809,0.3879666666666666,0.04146339751314809,38.373251597086586,0.06870121785712267,4.720138243581379,0.0802845208504648
0,5,0.8762677095938421,0.015078077270346843,1.1821989627838134,0.4211750086172911,0.6180333333333333,0.0928444038880822,0.38196666666666673,0.0928444038880822,38.606658935546875,0.06564026534670928,4.522697216946273,0.056436826895274884
0,6,0.8035362663679618,0.007498503318715,1.0456934181213378,0.05635308303615334,0.6581,0.013509996299037257,0.34190000000000004,0.013509996299037257,38.83410517374674,0.06338134032439535,4.439838522503697,0.05815748752585067
0,7,0.743966891510509,0.009817691368008379,0.8596192679405212,0.08000680540516304,0.7071333333333333,0.01959727872265262,0.29286666666666666,0.01959727872265262,39.054290771484375,0.06082031621543264,4.27020452154732,0.09602540239751226
0,8,0.6946797814007407,0.0074675831224773215,0.8858517410596213,0.05229736752293419,0.7052,0.013952419145080145,0.2948,0.013952419145080145,39.26883316040039,0.05761653626506303,4.153233004729157,0.08585036340196199
0,9,0.65608542120975,0.00587378365564445,0.801468246046702,0.05232907052544529,0.7359333333333334,0.015301089285842845,0.26406666666666667,0.015301089285842846,39.47780990600586,0.055451392463174314,4.063709285491339,0.048215955466393234
0,10,0.6232582942248407,0.00922998585516654,0.780473667271932,0.027552959162810503,0.7392666666666666,0.005084617324178178,0.2607333333333333,0.005084617324178178,39.6814931233724,0.05153466853452585,3.9878375967114983,0.08278036369445836
0,11,0.595839976400569,0.009955465945645735,0.8794028999964397,0.17169933264923973,0.7082666666666667,0.052616759053873065,0.29173333333333334,0.052616759053873065,39.88227844238281,0.05049695675041565,3.96144803924024,0.07372916990370268
0,12,0.5682561598521263,0.005289241210260728,0.7265951635360718,0.048056054681175284,0.7623666666666665,0.009089737803332594,0.23763333333333336,0.009089737803332592,40.08098602294922,0.04818025484377535,3.8651510966403406,0.056682600967944696
0,13,0.5472858468386624,0.008198525936785203,0.8077718900998434,0.02246508533169839,0.7426666666666667,0.004499259198282918,0.2573333333333333,0.004499259198282918,40.275211334228516,0.04532221111876069,3.854591127983648,0.036274642819483525
0,14,0.525198511150487,0.009250600317491304,0.7637740537961323,0.13430496186707513,0.7543000000000001,0.03329999999999999,0.24569999999999995,0.033299999999999996,40.46712112426758,0.04475229830930908,3.7747148718059265,0.07145447664890102
0,15,0.5105854893279503,0.0057100830180694786,0.7401852814038595,0.1413556380487371,0.7684666666666667,0.02859830997337664,0.23153333333333329,0.02859830997337664,40.65864817301432,0.043958885251459155,3.823689948803946,0.02797313436368031
0,16,0.49226339068660757,0.006853409146722829,0.757402669620514,0.1007010894605408,0.7585666666666667,0.02348581131946122,0.2414333333333333,0.02348581131946122,40.84614817301432,0.040640686206021875,3.748889070826774,0.07238304927450331
0,17,0.47592143179612184,0.007778682020005743,0.7047928268432617,0.026265088514426233,0.7709333333333334,0.0033291640592396855,0.22906666666666667,0.0033291640592396855,41.03289286295573,0.041085397521805005,3.7097960972058046,0.04843430554039976
0,18,0.46353140574993484,0.007113296761715787,0.6696557061195373,0.11913197230098461,0.7877666666666667,0.021716660271168173,0.21223333333333336,0.021716660271168177,41.215771993001304,0.039037226408433746,3.694793646486646,0.04632453204745465
0,19,0.45092459440942717,0.0109006615619791,0.6466599362055461,0.0858471864943824,0.7877333333333333,0.02422897714170644,0.21226666666666671,0.02422897714170644,41.398295084635414,0.039489060004856684,3.6740037885471506,0.021003233169839965
0,20,0.4378783254164056,0.008628635920757391,0.6913417663097382,0.04987210769304811,0.7793333333333333,0.00854068693568225,0.22066666666666668,0.00854068693568225,41.57992172241211,0.03942287109518339,3.661356457894174,0.03604741791932218
0,21,0.4247117292545641,0.008925826255920798,0.6247362359364828,0.05986642393734229,0.8038333333333334,0.014759516703921317,0.19616666666666668,0.014759516703921317,41.76124699910482,0.03828358190241606,3.65988901275141,0.0518884989148102
0,22,0.4149213703849432,0.004548145502691455,0.7041057458082834,0.17333927385949346,0.7807666666666667,0.04152858453322642,0.2192333333333333,0.04152858453322642,41.93895594278971,0.037819234661795556,3.6247234087872484,0.027796952876602086
0,23,0.40345256702572696,0.006769341839298843,0.615810510635376,0.1332995789561288,0.8043666666666667,0.03329404351131496,0.19563333333333333,0.03329404351131496,42.115552266438804,0.03795270996056909,3.603136614377897,0.04748212455649658
0,24,0.39134749056229917,0.005568887591611968,0.7155660459518433,0.09735550733146027,0.7812666666666667,0.023958575361096388,0.21873333333333334,0.023958575361096388,42.291342417399086,0.03784134240287728,3.583414333544589,0.011727282311129798
0,25,0.3843056748209097,0.005833520879598853,0.6171807221412658,0.03194554965268104,0.8069333333333333,0.009402836451482804,0.19306666666666664,0.009402836451482804,42.46467208862305,0.03843491732060052,3.5633536304465516,0.009855428647936993
0,26,0.37478703964193555,0.0030102667336732065,0.5748733636538188,0.042323113339585994,0.8164000000000001,0.009516827202382117,0.18359999999999999,0.009516827202382115,42.63778559366862,0.038678079664364866,3.5663972204854395,0.009096470136197389
0,27,0.36764344249082653,0.0051027528870579725,0.6346429095904033,0.03306013239974298,0.7935666666666666,0.009623062575569876,0.20643333333333336,0.009623062575569876,42.8106320699056,0.037627606943237565,3.6104452885045824,0.019032841692371967
0,28,0.35864753932243526,0.002664465831662529,0.6651264313538869,0.02622179709379708,0.7951999999999999,0.004869291529575904,0.2048,0.004869291529575904,42.982496897379555,0.03781483007245485,3.5510544816598943,0.019466406483159223
0,29,0.35170196299103723,0.0040641158473344935,0.5938912522315979,0.057246411595088115,0.8108333333333334,0.01559241268480708,0.18916666666666668,0.015592412684807083,43.15194574991862,0.03749716754188012,3.524003890261232,0.020009498380815137
0,30,0.3440189944661182,0.0017094255528303853,0.6436090222676595,0.16267940179091292,0.8065333333333333,0.033285181888241686,0.19346666666666668,0.033285181888241686,43.321417490641274,0.03778034618510716,3.5290927911170926,0.01726698468547227
0,31,0.33452153284633046,0.007087145046647299,0.5378917556126913,0.009984120975867103,0.8311333333333333,0.005081666393352993,0.16886666666666664,0.005081666393352992,43.49030303955078,0.039418000576492966,3.535965745215831,0.0350382358500011
0,32,0.32944363335311055,0.0055964654643460105,0.5837085351308188,0.05724229676115713,0.8153333333333332,0.011402338941345912,0.18466666666666665,0.011402338941345912,43.658957163492836,0.04088279246819106,3.5357923808436955,0.04948399341500624
0,33,0.32274556209516647,0.003584694220940148,0.6159000501155854,0.07446773659613183,0.8102999999999999,0.01268345378830232,0.1897,0.01268345378830232,43.82667668660482,0.04329945717248144,3.541742550017025,0.07293689711818502
0,34,0.31650484801100953,0.006803174714523835,0.6694792461077372,0.0866676569801714,0.7958999999999999,0.022194819215303356,0.20410000000000003,0.022194819215303356,43.99391174316406,0.04615679274709973,3.5332782980902575,0.05676509147928872
0,35,0.3090008161993791,0.004295197814405217,0.5387195841948191,0.06792998284826843,0.8279,0.018421997720117104,0.1721,0.018421997720117104,44.159566243489586,0.04691522167376698,3.5122503061022194,0.04947485731254151
0,36,0.3024689033818062,0.0018512900201410095,0.6593623030662537,0.025624230638790105,0.8063666666666666,0.007489548272982391,0.19363333333333332,0.007489548272982391,44.324503580729164,0.04746238831333916,3.4884937632930577,0.05273063368627913
0,37,0.2982188248776617,0.004725114992334499,0.5946880368073781,0.06260816895926553,0.8174,0.015950235107985086,0.1826,0.015950235107985086,44.48838424682617,0.04692505282010564,3.5193842771031973,0.030453223324882935
0,38,0.2937791068281563,0.003031336596311239,0.5674931958715121,0.014059123541550212,0.8253666666666666,0.004675824347998267,0.17463333333333333,0.004675824347998267,44.65228017171224,0.04766854744298993,3.507675164738052,0.0295766808286774
0,39,0.2874220623003552,0.006758572149419402,0.5531321891307831,0.06968158202402834,0.8302,0.016839536810732074,0.16979999999999998,0.016839536810732074,44.81533686319987,0.04890507540408527,3.520224642040302,0.030669361312788263
0,40,0.2828370115615726,0.006567077488836657,0.5801439699729284,0.11932036955374552,0.8266333333333332,0.02790292696713612,0.1733666666666667,0.027902926967136123,44.9777577718099,0.049929787259034415,3.525257265612877,0.00928419461986395
0,41,0.2758006251147946,0.0016821949189396463,0.4970519595464071,0.0324095522825838,0.8468666666666667,0.00903677671149026,0.15313333333333334,0.00903677671149026,45.138955434163414,0.05067333063049689,3.467704304445532,0.06521907059929964
0,42,0.27324545647685383,0.005533118724973769,0.7910696796576181,0.30182508899603216,0.7897333333333334,0.051363443550187834,0.21026666666666669,0.051363443550187834,45.30011240641276,0.05131647344220204,3.517756721683685,0.04020495001481653
0,43,0.26827715358872345,0.0027050487798768973,0.6989239372571309,0.12438212695813673,0.8000333333333334,0.031050013419213394,0.19996666666666665,0.031050013419213398,45.459921518961586,0.0537347857586168,3.4806216029912385,0.056751839365715706
0,44,0.26232417767513333,0.004014945277809493,0.5220132120768229,0.04801576363792917,0.8461,0.00835942581760255,0.1539,0.00835942581760255,45.620262145996094,0.052074608422802565,3.48944024109176,0.025604959281494526
0,45,0.25882648194537444,0.006952988960920098,0.5517597566922505,0.04758112842181714,0.8362999999999999,0.010289800775525255,0.16370000000000004,0.010289800775525253,45.77878952026367,0.054308863488484495,3.491070029994303,0.05443969404638165
0,46,0.2537944290313778,0.0031206310171482832,0.5516780757904053,0.034935757934367324,0.8348,0.01062261737991159,0.1652,0.01062261737991159,45.93626912434896,0.05584986963320958,3.4810497867402392,0.057186921297266845
0,47,0.2488574891875975,0.0072545652589102415,0.5584483663717906,0.05398980657599668,0.8358666666666666,0.012133150181767876,0.16413333333333333,0.012133150181767876,46.09419631958008,0.05669594590657841,3.4754781990541495,0.07722051701110388
0,48,0.2472193333219486,0.003824611756728748,0.6464472683588663,0.07973810008566408,0.8180666666666667,0.017737061011715908,0.1819333333333333,0.017737061011715908,46.250665028889976,0.05898515170228861,3.494411257089283,0.07548957308013257
0,49,0.24442815536098003,0.0018470777216757282,0.6361112459659576,0.048573967187338245,0.8227333333333334,0.011168855506869694,0.17726666666666666,0.011168855506869694,46.40666198730469,0.06060913260937532,3.4906157908424458,0.03914106529805782
0,50,0.23707376012716755,0.0034877024074329173,0.5197506587664286,0.06307411503419723,0.8441,0.01172049487009832,0.1559,0.011720494870098318,46.5613899230957,0.06218745889468398,3.437597426284146,0.03784580153434062
0,51,0.23480996160505171,0.004555344280168951,0.5488867542743683,0.055457662532136486,0.8409333333333334,0.013747848316494213,0.1590666666666667,0.013747848316494213,46.71533075968424,0.06270021092534703,3.447449313532259,0.02560370294612643
0,52,0.229130513813642,0.005297139789575809,0.5508309884230296,0.06971692323720499,0.8372666666666667,0.013476028099307792,0.1627333333333333,0.013476028099307792,46.86828486124674,0.0625004686087187,3.4094501261282573,0.06693707002811775
0,53,0.2256102735162391,0.003807631704414491,0.5602808933417003,0.0993228512628407,0.8435333333333334,0.02011624550788081,0.15646666666666664,0.02011624550788081,47.02047220865885,0.06261705871299532,3.4299929938715774,0.050281216002165334
0,54,0.2221663190593398,0.0029367884199342385,0.5671830452442169,0.08450690599542467,0.8382666666666667,0.018744154644404036,0.16173333333333337,0.018744154644404036,47.174065907796226,0.0637227247789526,3.472509726104688,0.043028282820482
0,55,0.2192217065728026,0.0023378517088862585,0.5283502616405488,0.05582776709687191,0.8461,0.011624543001769986,0.1539,0.011624543001769986,47.32429758707682,0.06444748221758154,3.4044939056261168,0.029155002849319902
0,56,0.2150424096514197,0.003830419436915313,0.5923159080664316,0.09457530439791027,0.8347666666666665,0.021338775347552946,0.16523333333333334,0.021338775347552942,47.47610600789388,0.064568887766381,3.438818255113875,0.041015602513294454
0,57,0.2136421215173432,0.003770672778894631,0.605576742998759,0.08748352912610391,0.8331666666666666,0.018422088191443777,0.16683333333333336,0.018422088191443777,47.62647374471029,0.06502298293951361,3.445641116191492,0.02428373749005442
0,58,0.21092059441666675,0.002409192752199219,0.529986388305823,0.02836099094267293,0.8489999999999999,0.007402026749478782,0.15100000000000002,0.007402026749478783,47.77597173055013,0.06840900832469714,3.417246382344492,0.06086420510830242
